Ref No,Contract Title,Directorate,Department,Team Name,Contract Owner,CPS allocated to,Term Contract,OJEU,Awarded,Has ext option,Serivce type,Budget,Actual cost,Est cost,Cost variance,Duration (months),Extended,Ext post contract,Auth to tender,Framework Agreement,Initial start date,Initial end date,Ext start date,Ext end date,Successful supplier
5620,Supply of high visibility surcoats and role badge inserts,Safety and Assurance,Operational Policy,FLEET,Gary Hopkins,Gillian Maxwell,Yes,No,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,No,No,Budget Holder Approval,,10/09/2015,09/09/2020,,, B & A Textiles Ltd
6039,Lease Cars,Corporate Services,Procurement,Vehicle Administration,Floyd Phillip,Hitesh Mistry,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 4,000,000","£ 4,000,000",£ 0,36,No,No,Budget Holder Approval,Halton Housing Framework,01/10/2017,01/10/2020,,," Days Fleet, Automotive Leasing, Daimler, Lex Autoleasing"
5884,Provision of Property and Estates Management Services,Corporate Services,Technical and Support Services,Estates & Major Works,Paul Greenwood,Michael McCarthy,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 3,500,000","£ 3,000,000","£ 500,000",42,No,No,Committee Decision,,01/04/2017,01/10/2020,,, Dron & Wright
6057,Provision of Tax Advisory Services,Corporate Services,Finance,Accountancy & Treasury,Stephen Knight,Robert Fisher,No,No,Yes,Yes,Goods/Service,Expenditure,"£ 33,545","£ 32,000","£ 1,545",36,No,No,Budget Holder Approval,ESPO Consultancy framework 664 ,01/10/2017,01/10/2020,,, PSTAX
5894,Design Team Services - Third Training Centre,Corporate Services,Technical and Support Services,Property Supply Chain Management,Rupert Palmer,Michael McCarthy,No,No,Yes,No,Goods/Service,Expenditure,"£ 170,475","£ 92,000","£ 78,475",26,No,No,Delegated Authority,HCA Multi-Disciplinary Panel,06/01/2017,06/10/2020,,, BDP
6087,Replacement Paging System,Corporate Services,Information and Communications Technology ,ICT Management,Julian Martin,Lesley Troke,Yes,No,Yes,Yes,Goods/Service,Expenditure,"£ 98,390","£ 35,000","£ 63,390",36,No,No,Budget Holder Approval,,13/10/2017,13/10/2020,,, PageOne Communications Limited
5706,"Operational research, including modelling, services ",Corporate Services,Information and Communications Technology ,System Support & Improvement,David Wyatt,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,£ 0,£ 0,60,No,No,Budget Holder Approval,,05/11/2015,05/11/2020,,, Operational Research in Health Ltd (ORH)
5505,Emergency Fire Crew Capability Services,Corporate Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,£ 0,"£ 20,000,000","(£ 20,000,000)",72,No,No,Committee Decision,,13/11/2014,12/11/2020,,, Securitas Security Services (UK) Ltd
5983,Microsoft EA Renewal(s),Corporate Services,Information and Communications Technology ,ICT Management,Phillip Freestone,Joseph Newton,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 3,308,762","£ 2,000,000","£ 1,308,762",36,No,No,Budget Holder Approval,,11/12/2017,11/12/2020,,, Phoenix Software
6113,Replacement Wireless LAN Controllers,Corporate Services,Information and Communications Technology ,ICT Management,Phillip Freestone,Joseph Newton,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 119,981","£ 195,000","(£ 75,019)",36,No,No,Budget Holder Approval,Crown Commercial Service Technology Products 2 Framework ,01/01/2018,01/01/2021,,, Q Associates Limited
6115,Citrix Security Solution,Corporate Services,Information and Communications Technology ,Virtual Desktop Delivery,Philip Hillary,Joseph Newton,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 102,072","£ 80,000","£ 22,072",36,No,No,Budget Holder Approval,Technology Products 2,08/01/2018,08/01/2021,,, Softcat PLC
5760,Library Management System,Corporate Services,Information and Communications Technology ,Business Intelligence,Andrew Mobbs,Lesley Troke,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 35,550","£ 20,000","£ 15,550",60,No,No,Delegated Authority,,01/02/2016,31/01/2021,,, PTFS Europe Ltd
6146,VMware vSphere 6,Corporate Services,Information and Communications Technology ,ICT Management,Phillip Freestone,Not allocated,,No,Yes,No,Goods/Service,Expenditure,"£ 91,803","£ 91,803",£ 0,36,No,No,Budget Holder Approval,CCS Technology Products 2,01/02/2018,01/02/2021,,, Phoenix Software Ltd
5757,Heavy Duty Lockers,Corporate Services,Procurement,Corporate Procurement Services,Lesley Troke,Robert Fisher,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 95,000","£ 95,000",£ 0,60,No,No,Delegated Authority,,01/03/2016,01/03/2021,,, Garran Lockers Limited
5844,Sum Total Cyborg,Corporate Services,Information and Communications Technology ,ICT Management,Phillip Freestone,Lesley Troke,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 509,539","£ 500,000","£ 9,539",60,No,No,Head of Procurement approval for single tender action,,01/03/2016,01/03/2021,,, SumTotal Systems UK Limited
6010,Provision of Occupational Health Services,Corporate Services,People Services,Wellbeing,David Amis,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 6,000,000","£ 6,000,000",£ 0,36,No,No,Committee Decision,,05/03/2018,05/03/2021,,, HML Ltd
6054,Pest Control Services,Corporate Services,Technical and Support Services,TSS Management,Lloyd Bentley,Michael McCarthy,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 340,000","£ 175,000","£ 165,000",36,No,No,Delegated Authority,,06/03/2018,06/03/2021,,, Servest Group Limited 
5953,Control Room Video Wallboard Display,Corporate Services,Information and Communications Technology ,Brigade Control Management Team,Scott Hayward,Anouska Herman,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 116,000","£ 84,796","£ 31,204",36,No,No,Budget Holder Approval,,24/03/2018,24/03/2021,,, Christie Digital 
5750,Provision of Gas Automated Meter Reading (AMR) Services,Corporate Services,Technical and Support Services,FM Service Delivery Team,Lloyd Bentley,Gillian Maxwell,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 50,000","£ 50,000",£ 0,60,No,No,Delegated Authority,CCS Framework RM 896,01/04/2016,01/04/2021,,, Corona Energy
5943,Airwave,Corporate Services,Information and Communications Technology ,ICT Management,Phillip Freestone,Joseph Newton,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 1,530,000","£ 1,530,000",£ 0,36,No,No,Budget Holder Approval,Local Government Radio,01/04/2018,01/04/2021,,,Home Office
6055,Lift Maintenance,Corporate Services,Technical and Support Services,TSS Management,Lloyd Bentley,Michael McCarthy,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 533,333","£ 175,000","£ 358,333",36,No,No,Committee Decision,,08/04/2018,08/04/2021,,, Apex Lifts & Escalator Engineers Limited
5802,Cycle to Work Scheme,Corporate Services,People Services,HR Advice & Employee Relations,Colman Donnelly,Michael McCarthy,Yes,Yes,Yes,No,Goods/Service,Income,"£ 3,000,000","£ 1,000,000","£ 2,000,000",48,No,No,Delegated Authority,,18/04/2017,18/04/2021,,, F.W. Evans Ltd 
5736,Relocation of LFB Museum,Corporate Services,Technical and Support Services,Estates & Major Works,John Grey,Michael McCarthy,No,Yes,Yes,No,Goods/Service,Expenditure,"£ 250,000","£ 250,000",£ 0,60,No,No,Committee Decision,,01/06/2016,01/06/2021,,," Premier Moves Ltd, Bishop's Move Ltd"
5796,FIRE Bag,Safety and Assurance,Operational Policy,Fire Rescue Policy,Thomas Goodall,Hitesh Mistry,Yes,No,Yes,No,Works,Expenditure,"£ 32,976","£ 45,000","(£ 12,024)",60,No,No,Delegated Authority,,29/06/2016,29/06/2021,,, First Products (Sussex) Limited
6110,Provision of Insurance Services,Corporate Services,Finance,Accountancy & Treasury,Peter Risby,Robert Fisher,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 4,731,158","£ 5,217,000","(£ 485,842)",36,No,No,Delegated Authority,,30/06/2018,30/06/2021,,," Risk Management Partners Limited, Travelers Insurance Co Ltd"
5752,Respiratory Protective Equipment (RPE) Replacement Components,Corporate Services,Technical and Support Services,Protective Equipment Group,Geoffrey Avis,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 2,000,000","£ 2,100,000","(£ 100,000)",60,No,No,Budget Holder Approval,,01/07/2016,01/07/2021,,, Draeger Limited
5797,Replacement Ff Torches,Operations,Central Operations,Leavers,Darren Levett,Anouska Herman,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 45,000","£ 45,000",£ 0,60,No,No,Delegated Authority,,22/07/2016,22/07/2021,,, Wolf Safety Lamp Company Ltd
5781,"Maintenance of high pressure breathable oxygen and air compressors, high pressure pipework and associated distribution systems ",Corporate Services,Technical and Support Services,Protective Equipment Group,Geoffrey Avis,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 175,000","£ 300,000","(£ 125,000)",60,No,No,Budget Holder Approval,,16/09/2016,16/09/2021,,, Gas & Air Services (UK) Limited
5964,Multi-Disciplinary Professional Services Framework,Corporate Services,Technical and Support Services,Property Supply Chain Management,Rupert Palmer,Michael McCarthy,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 3,500,000","£ 3,500,000",£ 0,48,No,No,Committee Decision,,09/10/2017,09/10/2021,,," The Fulker Consultancy Ltd, Currie & Brown UK Ltd , Frankham Consultancy Group Ltd "
6040,The Provision and Supply of Smoke Alarms and Related Products,Operations,Fire Safety (Regulatory and Community),CS Policy and Projects,Mark Hazelton,Gillian Maxwell,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 50,000","£ 50,000",£ 0,48,No,No,Delegated Authority,,01/11/2017,01/11/2021,,, Sprue
6164,Ballistic PPE: Body Armour,Safety and Assurance,Operational Resilience and Special Operation,Special Operations Group,Patrick Goulbourne,Gillian Maxwell,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 86,930","£ 86,930",£ 0,48,No,No,Budget Holder Approval,Ballistic PPE Capability Framework Agreement ,28/02/2018,28/02/2022,,, Aegis Engineering
6112,Flame Retardant Bedding,Operations,Fire Safety (Regulatory and Community),CS Policy and Projects,Marvin Ikua,Robert Fisher,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 26,000","£ 26,000",£ 0,48,No,No,Budget Holder Approval,Safe and Well Equipment Framework,01/03/2018,01/03/2022,,," Thomas Kneale & Co Limited  , Vision Support Services "
5978,Renewal of franking machine,Corporate Services,Information and Communications Technology ,Business Intelligence,David Morris,Dean Kinsella,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 23,000","£ 23,000",£ 0,60,No,No,Head of Procurement approval for single tender action,,23/03/2017,23/03/2022,,, Pitney Bowes
5290,FOfT,Corporate Services,Procurement,Contracts Management Group,Jonathan Reid,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 366,705,402","£ 366,705,402",£ 0,120,No,No,Committee Decision,,01/04/2012,31/03/2022,,, Babcock Training Ltd
6035,Electric Vehicle Chargepoints,Corporate Services,Procurement,Contracts Management Group,Sandra Headlam,Robert Fisher,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 387,912","£ 387,912",£ 0,48,No,No,Delegated Authority,ESPO - 636 - Vehicle Charging Infrastructure,01/04/2018,31/03/2022,,, Chargemaster Plc  
5950,E-Recruitment system,Corporate Services,People Services,HR Services,Kelly Knight,Dean Kinsella,Yes,No,Yes,No,Goods/Service,Expenditure,"£ 80,000","£ 80,000",£ 0,60,No,No,Budget Holder Approval,,01/04/2017,01/04/2022,,, lumesse
6155,Web Based Job Evaluation Scheme,Corporate Services,People Services,HR Advice & Employee Relations,Robert Bond,Robert Fisher,No,No,Yes,No,Goods/Service,Expenditure,"£ 18,845","£ 18,845",£ 0,48,No,No,Budget Holder Approval,,04/05/2018,04/05/2022,,, PILAT EUROPE LIMITED 
5956,"The Provision of Planned And Reactive Maintenance Work For Appliance Bay Doors, Gates, Barriers And Drill Tower Grills And Shutters ",Corporate Services,Technical and Support Services,TSS Management,Lloyd Bentley,Michael McCarthy,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 1,640,000","£ 1,875,000","(£ 235,000)",36,No,No,Committee Decision,,17/06/2017,17/06/2022,,, Arkas Limited 
6044,Replacement of Extended Duration Breathing Apparatus (EDBA) Cylinders,Corporate Services,Technical and Support Services,Protective Equipment Group,Geoffrey Avis,Anouska Herman,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 500,000","£ 400,000","£ 100,000",60,No,No,Budget Holder Approval,Devon/Somerset Fire & Rescue Service Ref DS 072-11,12/07/2017,12/07/2022,,,Drager Safety UK Limited
5350,Control and Mobilising Services,Corporate Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 19,601,893","£ 17,500,000","£ 2,101,893",120,No,No,Committee Decision,,01/08/2012,01/08/2022,,, Capita Secure Information Solutions Ltd
6094,Purchase & maintenance of mail screening X-ray scanner,Corporate Services,Information and Communications Technology ,Business Intelligence,David Morris,Hitesh Mistry,No,No,Yes,No,Goods/Service,Expenditure,"£ 17,177","£ 17,177",£ 0,60,No,No,Budget Holder Approval,,31/12/2017,31/12/2022,,, Todd Research Ltd
6072,"For the provision of water and seawage, automated reading across the LFb estate",Corporate Services,Technical and Support Services,FM Service Delivery Team,Grace Lukumoi,Robert Fisher,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 250,000","£ 250,000",£ 0,60,No,No,Delegated Authority,Water Lot1 Aggregation RM3790,01/08/2018,01/08/2023,,, Anglian Water Business (National) Ltd trading as Wave
5748,Property Integrator,Corporate Services,Technical and Support Services,TSS Management,Lloyd Bentley,Michael McCarthy,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 13,000,000","£ 13,000,000",£ 0,96,No,No,Delegated Authority,MOPAC Integrator,03/11/2015,03/11/2023,,, KBR Ltd
5885,Provision of PPE,Corporate Services,Procurement,Corporate Procurement Services,Gillian Maxwell,Gillian Maxwell,Yes,Yes,Yes,No,Goods/Service,Expenditure,"£ 80,000,000","£ 80,000,000",£ 0,96,No,No,Delegated Authority,Kent PPE Framework,15/10/2018,15/10/2026,,, Bristol Uniforms
5522,Fleet and Operational Equipment Items Management and Maintenance Contract,Corporate Services,Procurement,Contracts Management Group,Jonathan Reid,Gillian Maxwell,Yes,Yes,Yes,Yes,Goods/Service,Expenditure,"£ 162,273,000","£ 169,000,000","(£ 6,727,000)",252,No,No,Committee Decision,,13/11/2014,12/11/2035,,, Babcock Critical Services Ltd
5550,Property PFI Project,Corporate Services,Technical and Support Services,FM Service Delivery Team,Claire Page,Michael McCarthy,Yes,No,Yes,No,Goods/Service,Expenditure,£ 0,£ 0,£ 0,330,No,No,Committee Decision,,01/08/2013,04/02/2041,,, Blue3 (London) Ltd
