Ordernumber,Vendor ID,Vendor name,Type,Line number,Part description,Unit cost,Order quantity,Line cost,Order date,Month,Centre ID,Centre name,Total order Cost (net) £
HAY/01620     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,455.00,"8,071.70",16/08/2018,Aug,GT1       ,GRENFELL TOWER INVESTIGATION TEAM - INVESTIGATION           ,"8,071.70"
PGS/10957     ,4621,THERMO FISHER SCIENTIFIC MESST,P,1,TO REPAIR 50 EPD'S                                          ,121.00,57.00,"6,897.00",16/08/2018,Aug,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"6,897.00"
PSP/23801     ,19094,B NOKES CONTRACTS LTD,P,1,SUPPLY/INSTALL SCAFFOLDING FOR ROOF INSPECTION - BARKING PEG,"6,935.00",1.00,"6,935.00",16/08/2018,Aug,F43       ,BARKING FIRE STATION (F43)                                  ,"6,935.00"
ITS/14625     ,8053,MOORE STEPHENS CONSULTING LTD,P,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"1,000.00",5.00,"5,000.00",20/08/2018,Aug,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","5,000.00"
PSP/23804     ,18241,REAM CONTRACTS LTD,P,1,HOT WATER HEATER REPLACEMENT                                ,"7,641.90",1.00,"7,641.90",20/08/2018,Aug,E42       ,BIGGIN HILL FIRE STATION (E42)                              ,"7,641.90"
TSE/76919     ,21138,PAGEONE COMMUNICATIONS LIMITED,P,2,PAGING SERVICES               (ICT)                         ,67.56,120.00,"8,107.20",20/08/2018,Aug,B63       ,ICT - SERVICE DESK                                          ,"8,107.20"
TSE/76921     ,5567,BOTTOMLINE TECHNOLOGIES LTD,P,1,SOFTWARE SUPPORT              (ICT)                         ,"6,552.00",1.00,"6,552.00",20/08/2018,Aug,B71       ,ICT - ENTERPRISE APPLICATION DELIVERY                       ,"6,552.00"
HAY/01623     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.65,455.00,"8,030.75",21/08/2018,Aug,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,030.75"
HAY/01628     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.22,462.00,"7,955.64",22/08/2018,Aug,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,955.64"
TSE/76956     ,20453,KONICA MINOLTA BUSINESS,P,1,"KONICA MINOLTA, 1060, MFD,    COLOUR, COLOUR COPY CHARGE    ",0.03,"168,090.00","5,042.70",22/08/2018,Aug,R91D      ,"COMMUNICATIONS DIVISION, PHOTOCOPYING  UNIT                 ","5,042.70"
HAY/01641     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.74,315.00,"5,588.10",23/08/2018,Aug,M75A      ,CFS - FIRE SAFE & WELL VISITS: CENTRAL CS TEAM              ,"5,588.10"
TSE/77002     ,20802,THE HOME OFFICE,P,2,RADIO SERVICES                (ICT)                         ,"8,942.01",1.00,"8,942.01",23/08/2018,Aug,B61       ,ICT - SERVICE MANAGEMENT                                    ,"8,942.01"
TSE/77003     ,20453,KONICA MINOLTA BUSINESS,P,2,"KONICA MINOLTA, 1060, MFD,    COLOUR, COLOUR COPY CHARGE    ",0.03,"170,632.00","5,118.96",23/08/2018,Aug,R91D      ,"COMMUNICATIONS DIVISION, PHOTOCOPYING  UNIT                 ","5,118.96"
KMJ/00003     ,11104,ENGIE,P,12,GENORATOR RADIATOR - DEFECTS FOUND FROM PPM VISIT           ,"6,358.45",1.00,"6,358.45",24/08/2018,Aug,H11       ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   ,"6,358.45"
HAY/01647     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,21.12,420.00,"8,870.40",29/08/2018,Aug,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"8,870.40"
HAY/01650     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,427.00,"7,574.98",30/08/2018,Aug,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"7,574.98"
HAY/01651     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,420.00,"7,450.80",30/08/2018,Aug,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"7,450.80"
HAY/01652     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,434.00,"7,699.16",30/08/2018,Aug,R25       ,CPO - PORTFOLIO OFFICE                                      ,"7,699.16"
HAY/01656     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.74,420.00,"7,450.80",30/08/2018,Aug,Z21       ,TECHNICAL & SERVICE  SUPPORT HQ  - FM SERVICE DELIVERY      ,"7,450.80"
TSE/77131     ,13474,BUCKS & MILTON KEYNES FIRE AUT,P,1,MUTUAL ASSISTANCE                                           ,328.00,20.00,"6,560.00",30/08/2018,Aug,B62       ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         ,"6,560.00"
TSE/77132     ,11884,ATOS IT SERVICES UK LIMITED,P,1,TELEPHONY SUPPORT             (ICT)                         ,"9,486.00",1.00,"9,486.00",30/08/2018,Aug,B61       ,ICT - SERVICE MANAGEMENT                                    ,"9,486.00"
TSE/77138     ,12683,GREATER LONDON AUTHORITY,P,1,SECONDMENT FROM OTHER PARTNER ORGANISATIONS                 ,"8,605.25",1.00,"8,605.25",31/08/2018,Aug,R65       ,"LEGAL SERVICES - MANAGEMENT & ADMIN,                        ","8,605.25"
HAY/01660     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.65,350.00,"6,177.50",03/09/2018,Sep,M24       ,FSR - AUDIT & PERFORMANCE (2 US)                            ,"6,177.50"
TSE/77167     ,20414,THE DOCUMENT WAREHOUSE UK LTD,P,1,RECORD STORE MANAGEMENT       CHARGES - DOCUMENT WAREHOUSE  ,1.00,"7,000.00","7,000.00",03/09/2018,Sep,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"7,000.00"
HAY/01671     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,31.25,280.00,"8,750.00",04/09/2018,Sep,GT1       ,GRENFELL TOWER INVESTIGATION TEAM - INVESTIGATION           ,"8,750.00"
ITS/14626     ,8741,AZTEC COMPUTING LTD,P,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,775.00,7.00,"5,425.00",04/09/2018,Sep,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","5,425.00"
ITS/14627     ,8053,MOORE STEPHENS CONSULTING LTD,P,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"1,000.00",8.00,"8,000.00",04/09/2018,Sep,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","8,000.00"
PSP/23828     ,19242,CURRIE & BROWN UK LIMITED,P,1,SPACE UTILISATION REVIEW - NEW CROSS FS                     ,1.00,"9,140.00","9,140.00",04/09/2018,Sep,E38       ,NEW CROSS FIRE STATION (E38)                                ,"9,140.00"
PSP/23830     ,19094,B NOKES CONTRACTS LTD,P,1,ROOF REPAIR - BATTERSEA FS                                  ,"5,973.00",1.00,"5,973.00",04/09/2018,Sep,E48       ,BATTERSEA FIRE STATION (E48)                                ,"5,973.00"
PSP/23833     ,19094,B NOKES CONTRACTS LTD,P,1,DRAINAGE WORKS TO APPLIANCE BAY - POPLAR FS                 ,"9,673.65",1.00,"9,673.65",04/09/2018,Sep,F22       ,POPLAR FIRE STATION (F22)                                   ,"9,673.65"
PSP/23834     ,19242,CURRIE & BROWN UK LIMITED,P,1,ACCESSIBILITY REVIEW - EAST GREENWICH FS                    ,1.00,"9,930.00","9,930.00",05/09/2018,Sep,E23       ,EAST GREENWICH FIRE STATION (E23)                           ,"9,930.00"
PSP/23835     ,19242,CURRIE & BROWN UK LIMITED,P,1,SHOWER REFURBISHMENT - SUTTON FS                            ,1.00,"6,950.00","6,950.00",05/09/2018,Sep,E58       ,SUTTON FIRE STATION (E58)                                   ,"6,950.00"
HAY/01677     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,32.77,301.00,"9,863.77",06/09/2018,Sep,R91S      ,INTERNAL COMMUNICATIONS                                     ,"9,863.77"
TSE/77261     ,20906,PANLOGIC LTD,P,1,NOG WEBSITE REDESIGN &        DEVELOPMENT                   ,"8,987.18",1.00,"8,987.18",07/09/2018,Sep,R25       ,CPO - PORTFOLIO OFFICE                                      ,"8,987.18"
PSP/23839     ,19094,B NOKES CONTRACTS LTD,P,1,KITCHEN FLOOR WORKS- BROMLEY FS                             ,1.00,"5,426.00","5,426.00",10/09/2018,Sep,E39       ,BROMLEY FIRE STATION (E39)                                  ,"5,426.00"
PSP/23843     ,19094,B NOKES CONTRACTS LTD,P,1,SECURE BIKE RACK - HORNSEY FS                               ,"7,523.20",1.00,"7,523.20",11/09/2018,Sep,F52       ,HORNSEY FIRE STATION (F52)                                  ,"7,523.20"
PSP/23845     ,2564,DRON & WRIGHT,P,1,THIRD TRAINING CENTRE - CROYDON                             ,1.00,"10,000.00","10,000.00",11/09/2018,Sep,E61       ,CROYDON FIRE STATION (E61)                                  ,"10,000.00"
TSE/77322     ,11543,SPECIALIST COMPUTER CENTRE,P,1,HARDWARE SUPPORT              (ICT)                         ,350.00,22.00,"7,700.00",11/09/2018,Sep,B64       ,ICT - TECHNICAL PROJECTS                                    ,"7,700.00"
TSE/77323     ,14861,HAMPSHIRE FIRE AND RESCUE SERV,P,1,NON CATALOGUE - AUDIO VISUAL  (TELEVISIONS & VIDEOS ETC)    ,"5,500.00",1.00,"5,500.00",11/09/2018,Sep,R43       ,CPO - ON CALL                                               ,"5,500.00"
TSE/77330     ,20802,THE HOME OFFICE,P,2,RADIO SERVICES                (ICT)                         ,"8,942.01",1.00,"8,942.01",11/09/2018,Sep,B61       ,ICT - SERVICE MANAGEMENT                                    ,"8,942.01"
HAY/01680     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,420.00,"7,450.80",12/09/2018,Sep,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"7,450.80"
HAY/01682     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,420.00,"7,450.80",12/09/2018,Sep,A18F      ,(SW) PERFORMANCE & MONITORING - HAMMERSMITH 4TH FLOOR       ,"7,450.80"
HAY/01685     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,21.12,427.00,"9,018.24",13/09/2018,Sep,M26       ,FSR - BUSINESS SUPPORT GROUP - FIRE SAFETY PRIMARY AUTHORITY,"9,018.24"
PSP/23858     ,20052,GREEN ENERGY PARTNERS LTD,P,1,ENERGY EFFICIENCY AUDITS - LFB WIDE                         ,1.00,"9,600.00","9,600.00",13/09/2018,Sep,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"9,600.00"
HAY/01686     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.22,455.00,"7,835.10",14/09/2018,Sep,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,835.10"
HAY/01687     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,26.49,280.00,"7,417.20",14/09/2018,Sep,GT1       ,GRENFELL TOWER INVESTIGATION TEAM - INVESTIGATION           ,"7,417.20"
HAY/01689     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.22,448.00,"7,714.56",14/09/2018,Sep,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,714.56"
HAY/01690     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,31.25,240.00,"7,500.00",14/09/2018,Sep,GT1       ,GRENFELL TOWER INVESTIGATION TEAM - INVESTIGATION           ,"7,500.00"
PSP/23862     ,18241,REAM CONTRACTS LTD,P,1,REPLACE HOT WATER BOILER - HOMERTON FS                      ,"7,946.87",1.00,"7,946.87",14/09/2018,Sep,F28       ,HOMERTON FIRE STATION (F28)                                 ,"7,946.87"
PSP/23864     ,19094,B NOKES CONTRACTS LTD,P,1,TEMP ROOF REPAIR TO PEG BARKING                             ,"8,660.00",1.00,"8,660.00",14/09/2018,Sep,F43       ,BARKING FIRE STATION (F43)                                  ,"8,660.00"
PSP/23865     ,18387,FAHEY BUILDERS LTD,P,1,REPAIR TO CONCRETE STAIRCASE - GREENWICH FS                 ,"9,740.00",1.00,"9,740.00",14/09/2018,Sep,E22       ,GREENWICH FIRE STATION (E22)                                ,"9,740.00"
PSP/23866     ,18387,FAHEY BUILDERS LTD,P,1,INTERCEPTOR DRAINAGE REPAIR - FINCHLEY FS                   ,"5,200.00",1.00,"5,200.00",14/09/2018,Sep,G53       ,FINCHLEY FIRE STATION (G53)                                 ,"5,200.00"
PSP/23868     ,19094,B NOKES CONTRACTS LTD,P,1,REMOVAL OF DAMAGED WALL - BATTERSEA FS                      ,"9,033.19",1.00,"9,033.19",14/09/2018,Sep,E48       ,BATTERSEA FIRE STATION (E48)                                ,"9,033.19"
HAY/01695     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.22,322.00,"5,544.84",17/09/2018,Sep,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"5,544.84"
PSP/23871     ,19094,B NOKES CONTRACTS LTD,P,1,WORKS TO MALE SHOWER - HAINAULT FS                          ,"7,734.50",1.00,"7,734.50",17/09/2018,Sep,F37       ,HAINAULT FIRE STATION (F37)                                 ,"7,734.50"
TSE/77476     ,10026,PHOENIX SOFTWARE LTD,P,1,SOFTWARE LICENCES             (ICT)                         ,"6,784.57",1.00,"6,784.57",17/09/2018,Sep,B64       ,ICT - TECHNICAL PROJECTS                                    ,"6,784.57"
TSE/77481     ,21362,CORP ASCENSACION INTERNATIONAL,P,1,NON CATALOGUE - OPERATIONAL EQUIPMENT                       ,"8,073.00",1.00,"8,073.00",17/09/2018,Sep,D61       ,FIRE STATION & AREA MANAGEMENT                              ,"8,073.00"
TSE/77484     ,21381,VUE ENTERTAINMENT LIMITED,P,1,FURNITURE/EQUIPMENT/PREMISES  HIRE FOR EVENTS               ,"5,260.00",1.00,"5,260.00",17/09/2018,Sep,M98       ,COMMUNITY FIRE CADETS - CENTRAL (UNION STREET)              ,"5,260.00"
PGS/10990     ,2552,DRAEGER SAFETY UK LIMITED,P,5,FPS7000 FACEMASK - VISOR ANTI SCRATCH - PG7160              ,54.08,100.00,"5,408.00",18/09/2018,Sep,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"5,408.00"
PSP/23886     ,19094,B NOKES CONTRACTS LTD,P,1,KITCHEN CEILING WORKS - ISLINGTON FS                        ,"8,067.50",1.00,"8,067.50",18/09/2018,Sep,F50       ,ISLINGTON FIRE STATION (F50)                                ,"8,067.50"
HAY/01697     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.96,427.00,"7,668.92",20/09/2018,Sep,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"7,668.92"
PGS/10996     ,2552,DRAEGER SAFETY UK LIMITED,P,2,BATTERY PACK NIMH (MERLIN)    PG7518                        ,108.37,60.00,"6,502.20",20/09/2018,Sep,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"6,502.20"
PSP/23903     ,19094,B NOKES CONTRACTS LTD,P,1,CM OPENING UP FEASABILITY STUDY - BROMLEY FS                ,"8,888.70",1.00,"8,888.70",20/09/2018,Sep,E39       ,BROMLEY FIRE STATION (E39)                                  ,"8,888.70"
PGS/10998     ,21365,PERFORMANCE MONITORING SYSTEMS,P,1,SUPPLY TRIAL PPE TRACKING SYSTEM FOR PEG                    ,"9,150.00",1.00,"9,150.00",21/09/2018,Sep,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"9,150.00"
PSP/23906     ,19094,B NOKES CONTRACTS LTD,P,1,SUPPLY TREMPOARY SHOWERS AND TOILETS - HAYES FS             ,1.00,"9,406.50","9,406.50",21/09/2018,Sep,G40       ,HAYES FIRE STATION (G40)                                    ,"9,406.50"
TSE/77570     ,11884,ATOS IT SERVICES UK LIMITED,P,1,TELEPHONY SUPPORT             (ICT)                         ,"9,486.00",1.00,"9,486.00",21/09/2018,Sep,B61       ,ICT - SERVICE MANAGEMENT                                    ,"9,486.00"
PGS/11003     ,2552,DRAEGER SAFETY UK LIMITED,P,2,PSS7000 WAISTPAD              PG7003                        ,66.65,150.00,"9,997.50",24/09/2018,Sep,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"9,997.50"
HAY/01705     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,420.00,"7,450.80",25/09/2018,Sep,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"7,450.80"
PSP/23918     ,2564,DRON & WRIGHT,P,1,RATING VALUATION APPEALS - 2017 RATING APPEAL - PADDINGTON  ,1.00,"5,838.30","5,838.30",25/09/2018,Sep,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"5,838.30"
TSE/77665     ,12134,NLA MEDIA ACCESS LIMITED,P,1,"COMMUNICATIONS DEPT, MEDIA  & INTERNAL COMMUNICATIONS       ","9,948.93",1.00,"9,948.93",26/09/2018,Sep,R89       ,EXTERNAL COMMUNICATIONS                                     ,"9,948.93"
TSE/77689     ,20354,CDW LTD,P,1,HARDWARE PURCHASE             (ICT)                         ,405.00,21.00,"8,505.00",26/09/2018,Sep,B64       ,ICT - TECHNICAL PROJECTS                                    ,"8,505.00"
TSW/98184     ,6404,WOLF SAFETY LAMP CO LTD,P,1,"FIREFIGHTER RIGHT ANGLED      TORCH, HANDLAMP, WOLF, TR-30+ ",32.60,200.00,"6,520.00",26/09/2018,Sep,1,BRIGADE DISTRIBUTION CENTRE - GENERAL STORE                 ,"6,520.00"
TSE/77712     ,20802,THE HOME OFFICE,P,2,RADIO SERVICES                (ICT)                         ,"8,942.01",1.00,"8,942.01",27/09/2018,Sep,B61       ,ICT - SERVICE MANAGEMENT                                    ,"8,942.01"
TSW/98217     ,20986,ZOLL MEDICAL UK LIMITED,P,1,"AED, LITHIUM ION SMART BATTERY (IEC PACK)                   ",99.00,100.00,"9,900.00",27/09/2018,Sep,1,BRIGADE DISTRIBUTION CENTRE - GENERAL STORE                 ,"9,900.00"
TSE/77732     ,21279,CRITICAL-LINK LTD,P,1,CONSULTANTS                                                 ,"5,089.60",1.00,"5,089.60",28/09/2018,Sep,M55       ,SPECIAL OPERATIONS GROUP - 2ND FLOOR US                     ,"5,089.60"
