Ordernumber,Vendor ID,Vendor name,Type,Line number,Part description,Unit cost,Order quantity,Line cost,Order date,Month,Centre ID,Centre name,Total order Cost (net) £
HAY/01374     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,455.00,"8,067.15",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
HAY/01375     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,455.00,"8,067.15",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
HAY/01376     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,455.00,"8,067.15",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
HAY/01377     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,405.00,"7,180.65",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,180.65"
HAY/01378     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,420.00,"7,446.60",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,446.60"
HAY/01379     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.64,420.00,"7,408.80",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,408.80"
HAY/01380     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,425.00,"7,535.25",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,535.25"
HAY/01381     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,420.00,"7,446.60",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,446.60"
HAY/01382     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,455.00,"8,067.15",17/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
TSE/75102     ,18352,360 SYSTEMS LIMITED,P,1,"NON CATALOGUE - SERVICES, EXCLUDING PROPERTY SERVICES       ","5,400.00",1.00,"5,400.00",17/05/2018,May,R97       ,OPERATIONAL RISK                                            ,"5,400.00"
TSE/75127     ,10961,RADIOCOMS SYSTEMS LIMITED,P,1,"HX481V2 C/W AERIAL, BATTERY    AND BELT CLIP, PROGRAMME     ",146.22,40.00,"5,848.80",18/05/2018,May,Z88B      ,"ITD  RADIO GROUP, RUISLIP                                   ","5,848.80"
KAK/00059     ,3598,ARKAS LIMITED,P,1,FURTHER WORKS RELATING TO F193888                           ,"5,122.00",1.00,"5,122.00",19/05/2018,May,H11       ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   ,"5,122.00"
PSP/23429     ,18241,REAM CONTRACTS LTD,P,1,HEATER REPLACEMENT - HESTON FS                              ,"5,193.57",1.00,"5,193.57",21/05/2018,May,G38       ,HESTON FIRE STATION (G38)                                   ,"5,193.57"
TSE/75143     ,12683,GREATER LONDON AUTHORITY,P,1,SECONDMENT FROM OTHER PARTNER ORGANISATIONS                 ,"8,605.25",1.00,"8,605.25",21/05/2018,May,R65       ,"LEGAL SERVICES - MANAGEMENT & ADMIN,                        ","8,605.25"
HAY/01386     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,340.00,"7,177.40",22/05/2018,May,HRPIG     ,ORGANISATIONAL DEVELOPMENT (DTOD)                           ,"7,177.40"
TSE/75189     ,13430,COMPUTACENTRE,P,1,HARDWARE PURCHASE             (ICT)                         ,"7,185.53",1.00,"7,185.53",22/05/2018,May,M12F      ,LONDON OPERATIONS CENTRE (MERTON)                           ,"7,185.53"
HAY/01387     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,21.11,462.00,"9,752.82",23/05/2018,May,R97       ,OPERATIONAL RISK                                            ,"9,752.82"
HAY/01389     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,294.00,"5,212.62",23/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"5,212.62"
HAY/01390     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,420.00,"7,446.60",23/05/2018,May,HRTABR    ,TRAINING ASSURANCE TEAM (DTTA)                              ,"7,446.60"
PSP/23441     ,19094,B NOKES CONTRACTS LTD,P,1,SHOWER REPAIR - FOREST HILL FS                              ,"7,892.00",1.00,"7,892.00",23/05/2018,May,E31       ,FOREST HILL FIRE STATION                                    ,"7,892.00"
PSP/23442     ,19094,B NOKES CONTRACTS LTD,P,1,INSTALL WINDOW FILM - HAMMERSMITH FS                        ,"7,389.00",1.00,"7,389.00",23/05/2018,May,G36       ,HAMMERSMITH FIRE STATION (G36)                              ,"7,389.00"
PSP/23443     ,18387,FAHEY BUILDERS LTD,P,1,SHOWER REPAIRS - FINCHLEY FS                                ,"6,254.00",1.00,"6,254.00",23/05/2018,May,G53       ,FINCHLEY FIRE STATION (G53)                                 ,"6,254.00"
PSP/23444     ,19094,B NOKES CONTRACTS LTD,P,1,BRICKWORK REPAIR - EAST GREENWICH FS                        ,"5,813.90",1.00,"5,813.90",23/05/2018,May,E23       ,EAST GREENWICH FIRE STATION (E23)                           ,"5,813.90"
PSP/23446     ,19094,B NOKES CONTRACTS LTD,P,1,FLAT ROOF REPAIRS - BARKING FS                              ,"8,412.25",1.00,"8,412.25",23/05/2018,May,F43       ,BARKING FIRE STATION (F43)                                  ,"8,412.25"
HAY/01393     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,420.00,"7,446.60",24/05/2018,May,A18A      ,(SW) CFS TEAM - HAMMERSMITH                                 ,"7,446.60"
HAY/01394     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,25.24,329.00,"8,303.96",24/05/2018,May,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"8,303.96"
HAY/01395     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,287.00,"5,088.51",24/05/2018,May,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"5,088.51"
ITS/14605     ,8053,MOORE STEPHENS CONSULTING LTD,P,2,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"9,250.00",1.00,"9,250.00",24/05/2018,May,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","9,250.00"
PSP/23463     ,21301,WATES CONSTRUCTION LIMITED,P,1,LFB TRAINING CENTRE - CROYDON                               ,"9,040.00",1.00,"9,040.00",24/05/2018,May,E61       ,CROYDON FIRE STATION (E61)                                  ,"9,040.00"
HAY/01398     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.64,455.00,"8,026.20",25/05/2018,May,TRPIM     ,TRAINING PERFORMANCE AND IMPROVEMENT                        ,"8,026.20"
TSE/75241     ,11543,SPECIALIST COMPUTER CENTRE,P,1,HARDWARE PURCHASE             (ICT)                         ,580.09,10.00,"5,800.90",25/05/2018,May,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","5,800.90"
TSE/75251     ,21168,ORC INTERNATIONAL,P,1,"PROJECT MANAGEMENT, ORC                                     ","8,500.00",1.00,"8,500.00",25/05/2018,May,R97       ,OPERATIONAL RISK                                            ,"8,500.00"
TSE/75256     ,21299,FERRONERS PLC,P,1,CONFERENCE HIRE OF FACILITIES                               ,"6,828.00",1.00,"6,828.00",25/05/2018,May,M51       ,EMERGENCY PLANNING (OPS DEPARTMENT) - MERTON                ,"6,828.00"
HAY/01400     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,21.11,294.00,"6,206.34",29/05/2018,May,HRPIG     ,ORGANISATIONAL DEVELOPMENT (DTOD)                           ,"6,206.34"
HAY/01402     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,32.43,203.00,"6,583.29",29/05/2018,May,R67       ,LEGAL SERVICES - LITIGATION SERVICES                        ,"6,583.29"
TSE/75274     ,18145,OXFORDSHIRE COUNTY COUNCIL,P,1,SECONDMENT FROM OTHER PARTNER ORGANISATIONS                 ,"6,631.07",1.00,"6,631.07",29/05/2018,May,R39       ,NOG - LEARNING                                              ,"6,631.07"
HAY/01408     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,350.00,"6,205.50",31/05/2018,May,HRRSSB    ,HR - OPERATIONS-ASSESSMENT CENTRE HAMMERSMITH               ,"6,205.50"
PSP/23470     ,19094,B NOKES CONTRACTS LTD,P,1,INTERNAL WALL REPAIR - HAMMERSMITH FS                       ,"9,799.25",1.00,"9,799.25",31/05/2018,May,G36       ,HAMMERSMITH FIRE STATION (G36)                              ,"9,799.25"
PSP/23471     ,18387,FAHEY BUILDERS LTD,P,1,ROOF AND WINDOW REPAIR - STANMORE FS                        ,"8,954.00",1.00,"8,954.00",31/05/2018,May,G22       ,STANMORE FIRE STATION (G22)                                 ,"8,954.00"
ITS/14610     ,17641,SILVERSANDS LIMITED,P,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"6,250.00",1.00,"6,250.00",01/06/2018,Jun,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","6,250.00"
PSP/23488     ,2564,DRON & WRIGHT,P,1,LFB ESTATES - TELECOM SITES                                 ,1.00,"10,000.00","10,000.00",01/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"10,000.00"
HAY/01414     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.38,448.00,"7,786.24",04/06/2018,Jun,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"7,786.24"
PSP/23497     ,19094,B NOKES CONTRACTS LTD,P,1,REMOVAL OF WASTE FROM - STC MUSEUM/WINCHESTER HOUSE         ,"6,600.00",1.00,"6,600.00",04/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"6,600.00"
PSP/23501     ,19094,B NOKES CONTRACTS LTD,P,1,REPAIRS TO UNISEX SHOWER - LAMBETH FS                       ,"5,270.80",1.00,"5,270.80",04/06/2018,Jun,E44       ,LAMBETH FIRE STATION (E44)                                  ,"5,270.80"
PSP/23504     ,19094,B NOKES CONTRACTS LTD,P,1,REPAIR TO DRAINAGE AND DAMO AREA - WEST HAMPSTEAD FS        ,"5,210.70",1.00,"5,210.70",04/06/2018,Jun,G51       ,WEST HAMPSTEAD FIRE STATION (G51)                           ,"5,210.70"
TSE/75352     ,16856,EXPERIAN,P,1,DATA SERVICES                 (ICT)                         ,"6,500.00",1.00,"6,500.00",04/06/2018,Jun,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"6,500.00"
TSE/75354     ,20561,SCOTTISH FIRE & RESCUE SERVICE,P,1,SECONDMENT FROM OTHER PARTNER ORGANISATIONS                 ,"6,681.05",1.00,"6,681.05",04/06/2018,Jun,R25       ,CPO - PORTFOLIO OFFICE                                      ,"6,681.05"
HAY/01418     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.85,450.00,"8,032.50",06/06/2018,Jun,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"8,032.50"
PSP/23517     ,18387,FAHEY BUILDERS LTD,P,1,WINDOW REPAIR - KENTISH TOWN FS                             ,"9,622.00",1.00,"9,622.00",06/06/2018,Jun,G50       ,KENTISH TOWN FIRE STATION (G50)                             ,"9,622.00"
HAY/01419     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,350.00,"6,205.50",07/06/2018,Jun,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"6,205.50"
HAY/01421     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,25.09,380.00,"9,534.20",07/06/2018,Jun,R65       ,"LEGAL SERVICES - MANAGEMENT & ADMIN,                        ","9,534.20"
HAY/01427     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,420.00,"7,446.60",08/06/2018,Jun,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"7,446.60"
PSP/23521     ,19094,B NOKES CONTRACTS LTD,P,1,REMOVAL OF GYM EQUIPMENT - STC                              ,"7,850.00",1.00,"7,850.00",08/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"7,850.00"
TSE/75484     ,17970,HEALTH MANAGEMENT LIMITED,P,1,MEDICAL APPEAL HEARING                                      ,"6,450.00",1.00,"6,450.00",08/06/2018,Jun,PSWEL     ,PEOPLE SERVICES - WELLBEING                                 ,"6,450.00"
TSE/75485     ,17970,HEALTH MANAGEMENT LIMITED,P,1,MEDICAL APPEAL HEARING                                      ,"7,000.00",1.00,"7,000.00",08/06/2018,Jun,PSWEL     ,PEOPLE SERVICES - WELLBEING                                 ,"7,000.00"
HAY/01428     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",11/06/2018,Jun,R32       ,CPO - PORTFOLIO SUPPORT                                     ,"7,818.93"
HAY/01431     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,385.00,"6,826.05",11/06/2018,Jun,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"6,826.05"
HAY/01434     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.85,455.00,"8,121.75",11/06/2018,Jun,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"8,121.75"
PSP/23526     ,2564,DRON & WRIGHT,P,1,RATING VALUATION APPEALS - PEGASUS RD                       ,1.00,"9,470.11","9,470.11",11/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"9,470.11"
PSP/23527     ,2564,DRON & WRIGHT,P,1,DEVELOPMENT ADVICE - PLUMSTEAD FS                           ,1.00,"5,000.00","5,000.00",11/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"5,000.00"
PSP/23528     ,2564,DRON & WRIGHT,P,1,DEVELOPMENT ADVICE - KENTISH TOWN FS                        ,1.00,"5,000.00","5,000.00",11/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"5,000.00"
PSP/23530     ,2564,DRON & WRIGHT,P,3,DISPOSAL ADVICE - CLERKENWELL FS SUPPLEMENTARY ORDER        ,1.00,"10,000.00","10,000.00",11/06/2018,Jun,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"10,000.00"
PSP/23531     ,2564,DRON & WRIGHT,P,1,DEVELOPMENT  - WEST HAMPSTEAD COTTAGES                      ,1.00,"10,000.00","10,000.00",11/06/2018,Jun,G51       ,WEST HAMPSTEAD FIRE STATION (G51)                           ,"25,000.00"
PSP/23531     ,2564,DRON & WRIGHT,P,2,DEVELOPMENT  - WEST HAMPSTEAD COTTAGES - SUPPLEMENTARY ORDER,1.00,"5,000.00","5,000.00",11/06/2018,Jun,G51       ,WEST HAMPSTEAD FIRE STATION (G51)                           ,"25,000.00"
PSP/23531     ,2564,DRON & WRIGHT,P,3,DEVELOPMENT  - WEST HAMPSTEAD COTTAGES - SUPPLEMENTARY ORDER,1.00,"10,000.00","10,000.00",11/06/2018,Jun,G51       ,WEST HAMPSTEAD FIRE STATION (G51)                           ,"25,000.00"
HAY/01436     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,32.43,259.00,"8,399.37",12/06/2018,Jun,R67       ,LEGAL SERVICES - LITIGATION SERVICES                        ,"8,399.37"
ITS/14612     ,8053,MOORE STEPHENS CONSULTING LTD,P,2,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"1,000.00",6.50,"6,500.00",13/06/2018,Jun,B51       ,"ITD BUSINESS SOLUTIONS GROUP,  1ST FLOOR UNION STREET       ","6,500.00"
HAY/01439     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.38,462.00,"8,029.56",14/06/2018,Jun,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,029.56"
HAY/01440     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,462.00,"8,191.26",14/06/2018,Jun,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,191.26"
HAY/01441     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,26.48,329.00,"8,711.92",14/06/2018,Jun,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"8,711.92"
PSP/23540     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,CROYDON TRAINING CENTRE                                     ,"8,552.50",1.00,"8,552.50",14/06/2018,Jun,E61       ,CROYDON FIRE STATION (E61)                                  ,"8,552.50"
HAY/01444     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,420.00,"7,446.60",20/06/2018,Jun,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"7,446.60"
HAY/01445     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,540.00,"9,574.20",20/06/2018,Jun,A18F      ,(SW) PERFORMANCE & MONITORING - HAMMERSMITH 4TH FLOOR       ,"9,574.20"
HAY/01446     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,504.00,"8,935.92",20/06/2018,Jun,A18A      ,(SW) CFS TEAM - HAMMERSMITH                                 ,"8,935.92"
HAY/01447     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,520.00,"9,219.60",20/06/2018,Jun,A18A      ,(SW) CFS TEAM - HAMMERSMITH                                 ,"9,219.60"
PGS/10893     ,2552,DRAEGER SAFETY UK LIMITED,P,1,BATTERY PACK NIMH (MERLIN)    PG7518                        ,114.07,60.00,"6,844.20",20/06/2018,Jun,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"6,844.20"
HAY/01449     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.64,455.00,"8,026.20",22/06/2018,Jun,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,026.20"
PSP/23541     ,19094,B NOKES CONTRACTS LTD,P,1,WALL REPAIR - HORNSEY FS                                    ,"9,845.85",1.00,"9,845.85",22/06/2018,Jun,F52       ,HORNSEY FIRE STATION (F52)                                  ,"9,845.85"
PSP/23542     ,19094,B NOKES CONTRACTS LTD,P,1,CAR PARK AND DRILL YARD MARKINGS - HAMMERSMITH FS           ,"6,979.00",1.00,"6,979.00",22/06/2018,Jun,G36       ,HAMMERSMITH FIRE STATION (G36)                              ,"6,979.00"
TSE/75674     ,20802,THE HOME OFFICE,P,2,RADIO SERVICES                (ICT)                         ,"8,924.51",1.00,"8,924.51",22/06/2018,Jun,B55       ,"ITD CONTRACT MANAGEMENT, 1ST FLOOR UNION STREET             ","8,924.51"
TSE/75681     ,11884,ATOS IT SERVICES UK LIMITED,P,1,TELEPHONY SUPPORT             (ICT)                         ,"8,430.00",1.00,"8,430.00",22/06/2018,Jun,B54       ,"ITD NETWORK GROUP, 1ST FLOOR UNION STREET                   ","8,430.00"
HAY/01451     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.96,455.00,"8,171.80",25/06/2018,Jun,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"8,171.80"
HAY/01455     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,455.00,"8,067.15",25/06/2018,Jun,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
HAY/01456     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,455.00,"8,067.15",25/06/2018,Jun,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"8,067.15"
PGS/10904     ,2552,DRAEGER SAFETY UK LIMITED,P,1,PSS7000 WAISTPAD              PG7003                        ,70.26,100.00,"7,026.00",25/06/2018,Jun,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"7,026.00"
PSP/23550     ,19094,B NOKES CONTRACTS LTD,P,1,REPAIRS TO RAINWATER DOWNPIPE AND CAST IRON GUTTER-NEW CROSS,"9,933.70",1.00,"9,933.70",25/06/2018,Jun,E38       ,NEW CROSS FIRE STATION (E38)                                ,"9,933.70"
PSP/23551     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - NORBURY FS                           ,1.00,"5,248.32","5,248.32",25/06/2018,Jun,E52       ,NORBURY FIRE STATION (E52)                                  ,"5,248.32"
PSP/23552     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - PECKHAM FS                           ,1.00,"5,944.47","5,944.47",25/06/2018,Jun,E37       ,PECKHAM FIRE STATION (E37)                                  ,"5,944.47"
PSP/23553     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - FINCHLEY FS                          ,1.00,"6,908.48","6,908.48",25/06/2018,Jun,G53       ,FINCHLEY FIRE STATION (G53)                                 ,"6,908.48"
PSP/23554     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - ADDINGTON FS                         ,1.00,"6,635.38","6,635.38",25/06/2018,Jun,E63       ,ADDINGTON FIRE STATION (E63)                                ,"6,635.38"
PSP/23555     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - ERITH FS                             ,1.00,"6,251.12","6,251.12",25/06/2018,Jun,E27       ,ERITH FIRE STATION (E27)                                    ,"6,251.12"
PSP/23556     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,MOTORISED YARD GATES - TOTTENHAM FS                         ,1.00,"7,494.32","7,494.32",25/06/2018,Jun,F53       ,TOTTENHAM FIRE STATION (F53)                                ,"7,494.32"
PSP/23557     ,19094,B NOKES CONTRACTS LTD,P,1,REPAIR TO YARD GATES INCLUDING ELECTRICS - BEXLEY FS        ,"9,215.28",1.00,"9,215.28",25/06/2018,Jun,E28       ,BEXLEY FIRE STATION (E28)                                   ,"9,215.28"
PSP/23562     ,19242,CURRIE & BROWN UK LIMITED,P,1,CONSULTANCY FOR RRT DECANT ENABLING WORKS - SHOREDITCH FS   ,1.00,"6,795.00","6,795.00",26/06/2018,Jun,F24       ,SHOREDITCH FIRE STATION (F24)                               ,"6,795.00"
PSP/23564     ,2564,DRON & WRIGHT,P,1,THIRD TRAINING CENTRE - CROYDON                             ,1.00,"6,390.00","6,390.00",26/06/2018,Jun,E61       ,CROYDON FIRE STATION (E61)                                  ,"6,390.00"
PSP/23567     ,18387,FAHEY BUILDERS LTD,P,1,ROOF REPAIR - STANMORE FS                                   ,"5,950.00",1.00,"5,950.00",26/06/2018,Jun,G22       ,STANMORE FIRE STATION (G22)                                 ,"5,950.00"
TSE/75737     ,10961,RADIOCOMS SYSTEMS LIMITED,P,1,RADIO EQUIPMENT               (ICT)                         ,145.00,50.00,"7,250.00",26/06/2018,Jun,Z88B      ,"ITD  RADIO GROUP, RUISLIP                                   ","7,250.00"
TSE/75745     ,18145,OXFORDSHIRE COUNTY COUNCIL,P,1,SECONDMENT FROM OTHER PARTNER ORGANISATIONS                 ,"6,415.83",1.00,"6,415.83",26/06/2018,Jun,R39       ,NOG - LEARNING                                              ,"6,415.83"
TSE/75765     ,19724,GORKANA GROUP LTD,P,1,PRESS OFFICE PROFESSIONAL SERVICES                          ,"5,500.00",1.00,"5,500.00",26/06/2018,Jun,R81E      ,COMMUNICATIONS PRESS OFFICE                                 ,"5,500.00"
HAY/01458     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.21,525.00,"9,035.25",27/06/2018,Jun,R37       ,CPO - CONTENT TEAM                                          ,"9,035.25"
HAY/01463     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.21,555.00,"9,551.55",28/06/2018,Jun,Z21       ,TECHNICAL & SERVICE  SUPPORT HQ  - FM SERVICE DELIVERY      ,"9,551.55"
PGS/10906     ,2552,DRAEGER SAFETY UK LIMITED,P,3,FPS7000 FACEMASK - VISOR ANTI SCRATCH - PG7160              ,56.93,100.00,"5,693.00",28/06/2018,Jun,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"5,693.00"
TSE/75783     ,18171,COLLEGE OF POLICING,P,1,TRAINING COURSES - EXTERNAL                                 ,"6,500.00",1.00,"6,500.00",28/06/2018,Jun,M51       ,EMERGENCY PLANNING (OPS DEPARTMENT) - MERTON                ,"6,500.00"
HAY/01465     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,315.00,"5,584.95",29/06/2018,Jun,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"5,584.95"
KMF/00047     ,14341,KIER BUILDING SERV ENGINEERS,P,1,F150435 IS A RECALL WITH COSTS ATTACHED. I AM PROPOSING WE R,"5,196.12",1.00,"5,196.12",29/06/2018,Jun,H11       ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   ,"5,196.12"
