Invoice Number, Batch No,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
3105,800106104,GRADIENT CONSULTANTS LLP,3105,94,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,95,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,96,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,97,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,98,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,99,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,100,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,101,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,102,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,103,11.54,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
3105,800106104,GRADIENT CONSULTANTS LLP,3105,104,11.38,PLANNED ASBESTOS,02/11/17,,Technical and Service Support,Works - Construction
32091,800106023,ARKAS LIMITED,32091,1,399.35,REACTIVE APPLIANCE BAY DOORS,02/11/17,399.35,Technical and Service Support,Works - Construction
32092,800106024,ARKAS LIMITED,32092,1,688.00,REACTIVE APPLIANCE BAY DOORS,02/11/17,688.00,Technical and Service Support,Works - Construction
340058,261017K,PROACT MEDICAL LIMITED,340058,1,350.00,MEDICAL SUPPLIES,02/11/17,525.00,Operational Policy,Healthcare
340058,261017K,PROACT MEDICAL LIMITED,340058,2,175.00,MEDICAL SUPPLIES,02/11/17,,Operational Policy,Healthcare
3584,261017K,B NOKES CONTRACTS LTD,3584,1,"61,735.00",REACTIVE SMALL WORKS AND PROJ,02/11/17,"69,733.99",Technical and Service Support,Works - Construction
3584,261017K,B NOKES CONTRACTS LTD,3584,2,"7,998.99",REACTIVE SMALL WORKS AND PROJ,02/11/17,,Technical and Service Support,Works - Construction
3589,261017K,B NOKES CONTRACTS LTD,3589,1,"6,637.00",REACTIVE SMALL WORKS AND PROJ,02/11/17,"7,297.00",Technical and Service Support,Works - Construction
3589,261017K,B NOKES CONTRACTS LTD,3589,2,660.00,REACTIVE SMALL WORKS AND PROJ,02/11/17,,Technical and Service Support,Works - Construction
3780062678,201017K,COMPUTACENTRE,3780062678,1,650.00,ACQUISITIONS,02/11/17,650.00,Information and Communication Technology,ICT
5/21/52,261017K,FIRESAFE CONSULTANTS LIMITED,5/21/52,1,400.00,CONSULTANTS,02/11/17,400.00,Central Finance,Consultancy
513981,800106029,SPORTSAFE UK LTD,513981,1,703.69,REACTIVE GYM EQUIPMENT,02/11/17,703.69,Technical and Service Support,Sports & Playground Equipment & Maintenance
5837,301017G,CARPETS & FLOOR COVERS DIRECT,5837,1,470.95,REACTIVE SMALL WORKS AND PROJ,02/11/17,470.95,Technical and Service Support,Works - Construction
5887,301017G,CARPETS & FLOOR COVERS DIRECT,5887,1,499.95,REACTIVE SMALL WORKS AND PROJ,02/11/17,499.95,Technical and Service Support,Works - Construction
5888,301017G,CARPETS & FLOOR COVERS DIRECT,5888,1,572.40,REACTIVE SMALL WORKS AND PROJ,02/11/17,572.40,Technical and Service Support,Works - Construction
5889*,301017G,CARPETS & FLOOR COVERS DIRECT,5889*,1,825.00,REACTIVE SMALL WORKS AND PROJ,02/11/17,825.00,Technical and Service Support,Works - Construction
5894,301017G,CARPETS & FLOOR COVERS DIRECT,5894,1,"1,780.40",REACTIVE SMALL WORKS AND PROJ,02/11/17,"1,780.40",Technical and Service Support,Works - Construction
63110231K,142039,AFFINITY BUSINESS RETAIL LTD,63110231K,1,442.33,WATER & SEWERAGE RATES,02/11/17,442.33,Technical and Service Support,Utilities
7019282,261017K,CURRIE & BROWN UK LIMITED,7019282,1,252.00,PROF FEES-MISCELLANEOUS,02/11/17,252.00,Technical and Service Support, 
7019283,261017K,CURRIE & BROWN UK LIMITED,7019283,1,537.96,PROF FEES-MISCELLANEOUS,02/11/17,537.96,Technical and Service Support, 
7021505,261017K,CURRIE & BROWN UK LIMITED,7021505,1,600.00,PROF FEES-MISCELLANEOUS,02/11/17,600.00,Technical and Service Support, 
71435,301017G,TRY & LILLY LTD,71435,1,305.43,UNIFORMS - POMS,02/11/17,305.43,Procurement,Clothing
787338,800105682,HAYS SPECIALIST RECRUITMENT,787338,1,843.85,FRS STAFF AGENCY,02/11/17,843.85,Technical and Service Support,Human Resources
787339,800105674,HAYS SPECIALIST RECRUITMENT,787339,1,"1,040.40",FRS STAFF AGENCY,02/11/17,"1,040.40",Operational Resilience,Human Resources
787340,800105631,HAYS SPECIALIST RECRUITMENT,787340,1,946.33,FRS STAFF AGENCY,02/11/17,946.33,Information and Communication Technology,Human Resources
787341,800105658,HAYS SPECIALIST RECRUITMENT,787341,1,848.01,FRS STAFF AGENCY,02/11/17,848.01,Information and Communication Technology,Human Resources
787342,800105634,HAYS SPECIALIST RECRUITMENT,787342,1,723.10,FRS STAFF AGENCY,02/11/17,723.10,Information and Communication Technology,Human Resources
787343,800105624,HAYS SPECIALIST RECRUITMENT,787343,1,712.77,FRS STAFF AGENCY,02/11/17,712.77,Information and Communication Technology,Human Resources
787344,800105677,HAYS SPECIALIST RECRUITMENT,787344,1,578.48,FRS STAFF AGENCY,02/11/17,578.48,Information and Communication Technology,Human Resources
787345,800105670,HAYS SPECIALIST RECRUITMENT,787345,1,488.60,FRS STAFF AGENCY,02/11/17,488.60,Technical Support & Performance,Human Resources
787346,800105648,HAYS SPECIALIST RECRUITMENT,787346,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Fire Stations (South West),Human Resources
787347,800105639,HAYS SPECIALIST RECRUITMENT,787347,1,939.40,FRS STAFF AGENCY,02/11/17,939.40,Procurement,Human Resources
787348,800105668,HAYS SPECIALIST RECRUITMENT,787348,1,592.90,FRS STAFF AGENCY,02/11/17,592.90,Technical and Service Support,Human Resources
787349,800105664,HAYS SPECIALIST RECRUITMENT,787349,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Technical Support & Performance,Human Resources
787350,800105662,HAYS SPECIALIST RECRUITMENT,787350,1,"1,247.75",FRS STAFF AGENCY,02/11/17,"1,247.75",Legal & Democratic Services,Human Resources
787351,800105626,HAYS SPECIALIST RECRUITMENT,787351,1,366.45,FRS STAFF AGENCY,02/11/17,366.45,Fire Stations (South West),Human Resources
787352,800105697,HAYS SPECIALIST RECRUITMENT,787352,1,474.32,FRS STAFF AGENCY,02/11/17,474.32,Fire Stations (North West),Human Resources
787353,800105659,HAYS SPECIALIST RECRUITMENT,787353,1,727.65,FRS STAFF AGENCY,02/11/17,727.65,Technical and Service Support,Human Resources
787354,800105641,HAYS SPECIALIST RECRUITMENT,787354,1,807.08,FRS STAFF AGENCY,02/11/17,807.08,Operational Resilience,Human Resources
787355,800105653,HAYS SPECIALIST RECRUITMENT,787355,1,"1,552.41",FRS STAFF AGENCY,02/11/17,"1,552.41",Legal & Democratic Services,Human Resources
787356,800105675,HAYS SPECIALIST RECRUITMENT,787356,1,864.15,FRS STAFF AGENCY,02/11/17,864.15,Information and Communication Technology,Human Resources
787357,800105644,HAYS SPECIALIST RECRUITMENT,787357,1,723.10,FRS STAFF AGENCY,02/11/17,723.10,Information and Communication Technology,Human Resources
787358,800105630,HAYS SPECIALIST RECRUITMENT,787358,1,494.76,FRS STAFF AGENCY,02/11/17,494.76,Information and Communication Technology,Human Resources
787359,800105642,HAYS SPECIALIST RECRUITMENT,787359,1,494.76,FRS STAFF AGENCY,02/11/17,494.76,Information and Communication Technology,Human Resources
787360,800105625,HAYS SPECIALIST RECRUITMENT,787360,1,"1,456.35",FRS STAFF AGENCY,02/11/17,"1,456.35",Technical and Service Support,Human Resources
787361,800105645,HAYS SPECIALIST RECRUITMENT,787361,1,"1,560.38",FRS STAFF AGENCY,02/11/17,"1,560.38",Technical and Service Support,Human Resources
787362,800105632,HAYS SPECIALIST RECRUITMENT,787362,1,"1,456.35",FRS STAFF AGENCY,02/11/17,"1,456.35",Technical and Service Support,Human Resources
787363,800105665,HAYS SPECIALIST RECRUITMENT,787363,1,"1,128.40",FRS STAFF AGENCY,02/11/17,"1,128.40",Development and Training,Human Resources
787364,800105686,HAYS SPECIALIST RECRUITMENT,787364,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Technical Support & Performance,Human Resources
787365,800105687,HAYS SPECIALIST RECRUITMENT,787365,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Technical Support & Performance,Human Resources
787366,800105638,HAYS SPECIALIST RECRUITMENT,787366,1,632.80,FRS STAFF AGENCY,02/11/17,632.80,Procurement,Human Resources
787367,800105699,HAYS SPECIALIST RECRUITMENT,787367,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Technical Support & Performance,Human Resources
787368,800105647,HAYS SPECIALIST RECRUITMENT,787368,1,"1,221.00",FRS STAFF AGENCY,02/11/17,"1,221.00",Legal & Democratic Services,Human Resources
787369,800105654,HAYS SPECIALIST RECRUITMENT,787369,1,"1,017.50",FRS STAFF AGENCY,02/11/17,"1,017.50",Development and Training,Human Resources
787370,800105655,HAYS SPECIALIST RECRUITMENT,787370,1,"1,683.65",FRS STAFF AGENCY,02/11/17,"1,683.65",Information and Communication Technology,Human Resources
787371,800105646,HAYS SPECIALIST RECRUITMENT,787371,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Technical Support & Performance,Human Resources
787374,800105693,HAYS SPECIALIST RECRUITMENT,787374,1,584.58,FRS STAFF AGENCY,02/11/17,584.58,Technical Support & Performance,Human Resources
787375,800105679,HAYS SPECIALIST RECRUITMENT,787375,1,537.84,FRS STAFF AGENCY,02/11/17,537.84,Fire Stations (North West),Human Resources
787377,800105628,HAYS SPECIALIST RECRUITMENT,787377,1,610.76,FRS STAFF AGENCY,02/11/17,610.76,Technical Support & Performance,Human Resources
787378,800105700,HAYS SPECIALIST RECRUITMENT,787378,1,488.60,FRS STAFF AGENCY,02/11/17,488.60,Technical Support & Performance,Human Resources
787379,800105689,HAYS SPECIALIST RECRUITMENT,787379,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,HR Management,Human Resources
787380,800105698,HAYS SPECIALIST RECRUITMENT,787380,1,"1,425.75",FRS STAFF AGENCY,02/11/17,"1,425.75",Procurement,Human Resources
787381,800105652,HAYS SPECIALIST RECRUITMENT,787381,1,488.60,FRS STAFF AGENCY,02/11/17,488.60,Development and Training,Human Resources
787382,800105685,HAYS SPECIALIST RECRUITMENT,787382,1,"1,683.65",FRS STAFF AGENCY,02/11/17,"1,683.65",Information and Communication Technology,Human Resources
787383,800105684,HAYS SPECIALIST RECRUITMENT,787383,1,863.80,FRS STAFF AGENCY,02/11/17,863.80,Information and Communication Technology,Human Resources
787384,800105667,HAYS SPECIALIST RECRUITMENT,787384,1,728.30,FRS STAFF AGENCY,02/11/17,728.30,Operational Policy,Human Resources
787385,800105657,HAYS SPECIALIST RECRUITMENT,787385,1,267.02,FRS STAFF AGENCY,02/11/17,267.02,National Operational Guidance Project,Human Resources
787386,800105635,HAYS SPECIALIST RECRUITMENT,787386,1,991.50,FRS STAFF AGENCY,02/11/17,991.50,Operational Resilience,Human Resources
787387,800105643,HAYS SPECIALIST RECRUITMENT,787387,1,453.68,FRS STAFF AGENCY,02/11/17,453.68,Development and Training,Human Resources
787388,800105663,HAYS SPECIALIST RECRUITMENT,787388,1,614.60,FRS STAFF AGENCY,02/11/17,614.60,Fire Stations (South East),Human Resources
787389,800105680,HAYS SPECIALIST RECRUITMENT,787389,1,"1,683.65",FRS STAFF AGENCY,02/11/17,"1,683.65",Information and Communication Technology,Human Resources
787390,800105681,HAYS SPECIALIST RECRUITMENT,787390,1,"2,376.25",FRS STAFF AGENCY,02/11/17,"2,376.25",Procurement,Human Resources
787391,800105676,HAYS SPECIALIST RECRUITMENT,787391,1,593.30,FRS STAFF AGENCY,02/11/17,593.30,Fire Stations (South West),Human Resources
787392,800105666,HAYS SPECIALIST RECRUITMENT,787392,1,864.15,FRS STAFF AGENCY,02/11/17,864.15,Information and Communication Technology,Human Resources
787393,800105633,HAYS SPECIALIST RECRUITMENT,787393,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Fire Stations (South West),Human Resources
787394,800105640,HAYS SPECIALIST RECRUITMENT,787394,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Fire Stations (South West),Human Resources
787396,800105688,HAYS SPECIALIST RECRUITMENT,787396,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,HR Management,Human Resources
787397,800105661,HAYS SPECIALIST RECRUITMENT,787397,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,HR Management,Human Resources
787398,800105695,HAYS SPECIALIST RECRUITMENT,787398,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,HR Management,Human Resources
787399,800105669,HAYS SPECIALIST RECRUITMENT,787399,1,956.57,FRS STAFF AGENCY,02/11/17,956.57,Legal & Democratic Services,Human Resources
787400,800105683,HAYS SPECIALIST RECRUITMENT,787400,1,839.30,FRS STAFF AGENCY,02/11/17,839.30,Information and Communication Technology,Human Resources
787401,800105637,HAYS SPECIALIST RECRUITMENT,787401,1,946.95,FRS STAFF AGENCY,02/11/17,946.95,Procurement,Human Resources
787402,800105696,HAYS SPECIALIST RECRUITMENT,787402,1,"1,040.40",FRS STAFF AGENCY,02/11/17,"1,040.40",Operational Resilience,Human Resources
787403,800105691,HAYS SPECIALIST RECRUITMENT,787403,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,HR Management,Human Resources
787404,800105673,HAYS SPECIALIST RECRUITMENT,787404,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Finance Services,Human Resources
787405,800105650,HAYS SPECIALIST RECRUITMENT,787405,1,488.60,FRS STAFF AGENCY,02/11/17,488.60,Technical Support & Performance,Human Resources
787406,800105651,HAYS SPECIALIST RECRUITMENT,787406,1,603.40,FRS STAFF AGENCY,02/11/17,603.40,Information and Communication Technology,Human Resources
787407,800105656,HAYS SPECIALIST RECRUITMENT,787407,1,610.75,FRS STAFF AGENCY,02/11/17,610.75,Procurement,Human Resources
787408,800105701,HAYS SPECIALIST RECRUITMENT,787408,1,867.76,FRS STAFF AGENCY,02/11/17,867.76,Control and Resource Management,Human Resources
787409,800105671,HAYS SPECIALIST RECRUITMENT,787409,1,"1,128.40",FRS STAFF AGENCY,02/11/17,"1,128.40",Development and Training,Human Resources
787410,800105690,HAYS SPECIALIST RECRUITMENT,787410,1,864.15,FRS STAFF AGENCY,02/11/17,864.15,Information and Communication Technology,Human Resources
787411,800105636,HAYS SPECIALIST RECRUITMENT,787411,1,362.04,FRS STAFF AGENCY,02/11/17,362.04,Technical Support & Performance,Human Resources
787412,800105692,HAYS SPECIALIST RECRUITMENT,787412,1,618.45,FRS STAFF AGENCY,02/11/17,618.45,Information and Communication Technology,Human Resources
787413,800105678,HAYS SPECIALIST RECRUITMENT,787413,1,781.44,FRS STAFF AGENCY,02/11/17,781.44,Community Safety,Human Resources
787414,800105649,HAYS SPECIALIST RECRUITMENT,787414,1,592.90,FRS STAFF AGENCY,02/11/17,592.90,Technical and Service Support,Human Resources
787415,800105660,HAYS SPECIALIST RECRUITMENT,787415,1,946.40,FRS STAFF AGENCY,02/11/17,946.40,HR Management,Human Resources
787416,800105694,HAYS SPECIALIST RECRUITMENT,787416,1,366.45,FRS STAFF AGENCY,02/11/17,366.45,HR Management,Human Resources
CBA1708663,301017G,THAMES WATER UTILITIES LTD,CBA1708663,1,354.00,CURRENT HYDRANT COSTS,02/11/17,354.00,Procurement,Works - Construction
CBA1708664,301017G,THAMES WATER UTILITIES LTD,CBA1708664,1,257.00,CURRENT HYDRANT COSTS,02/11/17,257.00,Procurement,Works - Construction
CBA1708669,301017G,THAMES WATER UTILITIES LTD,CBA1708669,1,348.00,CURRENT HYDRANT COSTS,02/11/17,348.00,Procurement,Works - Construction
CBA1708679,301017G,THAMES WATER UTILITIES LTD,CBA1708679,1,"1,273.00",CURRENT HYDRANT COSTS,02/11/17,"1,273.00",Procurement,Works - Construction
CBA1708680,301017G,THAMES WATER UTILITIES LTD,CBA1708680,1,"1,273.00",CURRENT HYDRANT COSTS,02/11/17,"1,273.00",Procurement,Works - Construction
CBA1708682,301017G,THAMES WATER UTILITIES LTD,CBA1708682,1,348.00,CURRENT HYDRANT COSTS,02/11/17,348.00,Procurement,Works - Construction
CBA1708683,301017G,THAMES WATER UTILITIES LTD,CBA1708683,1,348.00,CURRENT HYDRANT COSTS,02/11/17,348.00,Procurement,Works - Construction
CBA1708685,301017G,THAMES WATER UTILITIES LTD,CBA1708685,1,348.00,CURRENT HYDRANT COSTS,02/11/17,348.00,Procurement,Works - Construction
CBA1708686,301017G,THAMES WATER UTILITIES LTD,CBA1708686,1,256.00,CURRENT HYDRANT COSTS,02/11/17,256.00,Procurement,Works - Construction
CBA1708688,301017G,THAMES WATER UTILITIES LTD,CBA1708688,1,714.00,CURRENT HYDRANT COSTS,02/11/17,714.00,Procurement,Works - Construction
CRM01305680,142039,THE LAW SOCIETY,CRM01305680,1,"4,134.00",PRACT CERT & DRIVING LICENCES,02/11/17,"4,134.00",Legal & Democratic Services,Human Resources
DAV/70853,301017G,E&S B DAVIS LTD,DAV/70853,1,295.00,OPERATIONAL EQUIP-PURCHASE,02/11/17,295.00,Fire Stations (North West),Emergency Services
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,1,229.00,REACTIVE MEP,02/11/17,"1,010.28",Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,2,82.50,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,3,220.00,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,4,374.00,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,5,36.56,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,6,34.11,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062543,800106028,KIER BUILDING SERV ENGINEERS,F00062543,7,34.11,REACTIVE MEP,02/11/17,,Technical and Service Support,Works - Construction
F00062720,800106102,KIER BUILDING SERV ENGINEERS,F00062720,1,"1,248.12",REACTIVE MEP,02/11/17,"1,248.12",Technical and Service Support,Works - Construction
GP00201402M005YZ,261017K,BRITISH TELECOM,GP00201402M005YZ,1,277.50,TELEPHONY SERVICE,02/11/17,277.50,Information and Communication Technology,ICT
I0020025,191017K,MERSEYSIDE FCDA,I0020025,1,"9,528.37",FIRE AUTHS-MUTUAL ASSISTANCE,02/11/17,"9,528.37",National Operational Guidance Project,Non Influenceable Spend
I09630491,301017G,HALL FUELS,I09630491,1,"2,872.20",FUEL,02/11/17,"2,872.20",Fire Stations (North East),Vehicle Management
ICE478358,271017G,QA LIMITED,ICE478358,1,"2,001.00",GENERAL,02/11/17,"2,001.00",Information and Communication Technology,Consultancy
INV-UK-201879,261017K,ALTIUS CONSULTING LIMITED,INV-UK-201879,1,"9,281.25",MAINTENANCE & SUPPORT,02/11/17,"9,281.25",Information and Communication Technology,ICT
MCE111,301017G,B NOKES CONTRACTS LTD,MCE111,1,"1,120.00",REACTIVE SMALL WORKS AND PROJ,02/11/17,"1,120.00",Technical and Service Support,Works - Construction
PSI-0045975,301017G,SAFETYNET SOLUTIONS LIMITED===,PSI-0045975,1,"1,410.00",STATIONERY CONSUMABLES,02/11/17,"1,410.00",Technical and Service Support,Stationery
SI039568,271017G,SES WATER,SI039568,1,"1,152.00",CURRENT HYDRANT COSTS,02/11/17,"1,152.00",Procurement,Works - Construction
SN2716260,301017G,BERENDSEN UK LTD,SN2716260,1,"6,169.05",LAUNDRY,02/11/17,"6,169.05",Central Operations,Cleaning & Janitorial
SN2733904,271017G,BERENDSEN UK LTD,SN2733904,1,"5,793.18",LAUNDRY,02/11/17,"5,793.18",Central Operations,Cleaning & Janitorial
TK119698,800106109,*THOMAS KNEALE & CO LTD,TK119698,1,515.76,COMMUNITY RELATIONS,02/11/17,515.76,Community Safety,Facilities & Management Services
VR1491536,261017K,VODAFONE PAGING LTD,VR1491536,1,"1,571.94",MOBILE PLAN CHARGES,02/11/17,"1,571.94",Information and Communication Technology,ICT
AD5919,902809,SCOTTISH QUALIFICATIONS AUTH,AD5919,1,285.00,GENERAL,03/11/17,285.00,Operational Policy,Consultancy
SI002601,902808,XVR SIMULATION B.V.,SI002601,1,"4,500.00",SOFTWARE COTS,03/11/17,"4,500.00",National Operational Guidance Project,ICT
00009599,311017G,MOOLANDS LTD,00009599,1,266.06,REACTIVE SMALL WORKS AND PROJ,06/11/17,266.06,Technical and Service Support,Works - Construction
00009600,311017G,MOOLANDS LTD,00009600,1,328.50,REACTIVE SMALL WORKS AND PROJ,06/11/17,328.50,Technical and Service Support,Works - Construction
00737267,142039,CASTLE WATER LIMITED,00737267,1,639.50,WATER & SEWERAGE RATES,06/11/17,639.50,Technical and Service Support,Utilities
00737351,142039,CASTLE WATER LIMITED,00737351,1,525.92,WATER & SEWERAGE RATES,06/11/17,525.92,Technical and Service Support,Utilities
1109027,311017G,*SPRUE SAFETY PRODUCTS LTD,1109027,1,"1,854.00",FIRE DETECTORS,06/11/17,"1,854.00",Fire Stations (North West),Health and Safety
1109032,311017G,*SPRUE SAFETY PRODUCTS LTD,1109032,1,865.20,FIRE DETECTORS,06/11/17,865.20,Fire Stations (North West),Health and Safety
1110728,011117G,*SPRUE SAFETY PRODUCTS LTD,1110728,1,"1,730.40",FIRE DETECTORS,06/11/17,"1,730.40",Fire Stations (South East),Health and Safety
1110730,011117G,*SPRUE SAFETY PRODUCTS LTD,1110730,1,988.80,FIRE DETECTORS,06/11/17,988.80,Fire Stations (South East),Health and Safety
1111131,011117G,*SPRUE SAFETY PRODUCTS LTD,1111131,1,"2,400.00",FIRE DETECTORS,06/11/17,"2,400.00",Fire Stations (South West),Health and Safety
1136659,011117G,BT GLOBAL SERVICES,1136659,1,541.66,TELECOMMUNICATIONS,06/11/17,541.66,Information and Communication Technology,ICT
14773,011117G,GB3 LIMITED,14773,1,"10,239.38",MAINTENANCE & SUPPORT,06/11/17,"10,239.38",London Coordination Centre,ICT
1607,311017G,FURNESS GREEN PARTNERSHIP LTD,1607,1,585.00,PROF FEES-MISCELLANEOUS,06/11/17,585.00,Technical and Service Support, 
169106,011117G,BT GLOBAL SERVICES,169106,1,"35,553.11",TELECOMMUNICATIONS,06/11/17,"35,553.11",Information and Communication Technology,ICT
169369,011117G,BT GLOBAL SERVICES,169369,1,"14,933.14",TELECOMMUNICATIONS,06/11/17,"14,933.14",Information and Communication Technology,ICT
174040714,301017G,KIER BUILDING SERV ENGINEERS,174040714,1,"11,940.78",STRATEGIC (CYCLICAL),06/11/17,"11,940.78",Technical and Service Support,Works - Construction
191110,142040,MR BRUNO GIL,191110,1,437.50,COUNSELS FEES,06/11/17,437.50,Compensation Budgets,Legal Services
205491,011117G,PAVILION PUBLISHING LTD,205491,1,344.00,PROFESSIONAL DEVELOPMENT,06/11/17,344.00,National Operational Guidance Project,Human Resources
22563,800105084,*NPS (SHOES) LTD,22563,1,45.25,CLOTHING,06/11/17,"2,083.25",Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,2,33.25,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,3,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,4,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,5,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,6,33.25,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,7,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,8,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,9,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,10,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,11,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,12,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,13,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,14,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,15,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,16,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,17,33.25,CLOTHING,06/11/17,,Technical and Service Support,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,18,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,19,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,20,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,21,33.00,CLOTHING,06/11/17,,Fire Stations (North East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,22,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,23,33.00,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,24,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,25,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,26,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,27,33.00,CLOTHING,06/11/17,,Fire Stations (North West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,28,33.00,CLOTHING,06/11/17,,Fire Safety Delivery,Clothing
22563,800105084,*NPS (SHOES) LTD,22563,29,33.00,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,30,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,31,33.25,CLOTHING,06/11/17,,Fire Stations (South East),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,32,33.25,CLOTHING,06/11/17,,Fire Stations (South West),Clothing
22563,800105084,*NPS (SHOES) LTD,22563,33,36.75,CLOTHING,06/11/17,,Community Safety,Clothing
