Vendor Name, Batch Number,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Pro Class
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,36,216.39,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,37,210.73,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,38,200.18,FUEL,08/12/2014,,Information and Communication Technology,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,39,197.71,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,40,196.1,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,41,182.52,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,42,166.65,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,43,160.34,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,44,158.3,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,45,157.58,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,46,154.22,FUEL,08/12/2014,,Business Continuity,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,47,153.59,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,48,152.45,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,49,151.84,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,50,151.79,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,51,150.03,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,52,146.71,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,53,146.3,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,54,141.4,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,55,140.81,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,56,140.46,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,57,138.26,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,58,138.18,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,59,138.02,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,60,136.38,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,61,134.99,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,62,122.09,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,63,121.25,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,64,119.34,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,65,117.28,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,66,117.23,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,67,111.62,FUEL,08/12/2014,,Operations Non Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,68,111.41,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,69,108.75,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,70,108.62,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,71,108.26,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,72,107.44,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,73,105.12,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,74,98.87,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,75,93.05,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,76,88.45,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,77,88.16,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,78,82.27,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,79,76.95,FUEL,08/12/2014,,Technical And Service Support,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,80,75.03,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,81,74.61,FUEL,08/12/2014,,Operations Non Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,82,73.96,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,83,73.3,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,84,70.1,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,85,69.27,FUEL,08/12/2014,,Operational Resilience,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,86,66.96,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,87,63.75,FUEL,08/12/2014,,Operational Resilience,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,88,63.12,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,89,59.46,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,90,59.36,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,91,58.77,FUEL,08/12/2014,,Command Units,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,92,58.71,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,93,56.92,FUEL,08/12/2014,,Targeted Development,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,94,49.2,FUEL,08/12/2014,,LIFE - LFB Funded,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,95,41.67,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,96,35.42,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,97,30.78,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,98,25.84,FUEL,08/12/2014,,CBRN RRT,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,99,22.23,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
ALLSTAR BUSINESS SOLUTIONS LTD,800055619,E2003863963,100,13.51,FUEL,08/12/2014,,Operations Fire Stations,Vehicle Management
HALL FUELS,021214E,I07163654,1,"3,037.80",FUEL,08/12/2014,"3,037.80",Operations Fire Stations,Vehicle Management
CHILDCARE VOUCHERS LTD========,031214C,INS09773894/144969,1,643.22,CHILDCARE,08/12/2014,643.22,HR Excluding Secondments,Human Resources
CANNON'S MSA LTD,021214E,NV1078527,1,290,GENERAL CONSUMABLES,08/12/2014,290,Procurement,Vehicle Management
RADIOCOMS SYSTEMS LIMITED=====,031214C,RSLSI14005941,1,10,RADIO,08/12/2014,"2,226.70",Information and Communication Technology,ICT
RADIOCOMS SYSTEMS LIMITED=====,031214C,RSLSI14005941,2,"1,539.30",RADIO,08/12/2014,,Information and Communication Technology,ICT
RADIOCOMS SYSTEMS LIMITED=====,031214C,RSLSI14005941,3,677.4,RADIO,08/12/2014,,Information and Communication Technology,ICT
GROUND CONTROL UMITED,261114G,SIN044336,1,750,GROUNDS MAINTENANCE,08/12/2014,750,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044337,1,100,GROUNDS MAINTENANCE,08/12/2014,700,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044337,2,140,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044337,3,140,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044337,4,200,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044337,5,120,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,271114C,SIN044338,1,750,GROUNDS MAINTENANCE,08/12/2014,750,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044339,1,140,GROUNDS MAINTENANCE,08/12/2014,"1,130.00",Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044339,2,250,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044339,3,340,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044339,4,400,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044340,1,200,GROUNDS MAINTENANCE,08/12/2014,360,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044340,2,160,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044344,1,200,GROUNDS MAINTENANCE,08/12/2014,420,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044344,2,100,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
GROUND CONTROL UMITED,261114G,SIN044344,3,120,GROUNDS MAINTENANCE,08/12/2014,,Technical And Service Support,"Works - Construction, R&M"
BERENDSEN UK LTD,021214E,SN1839035,1,"8,801.70",LAUNDRY,08/12/2014,"8,801.70",Operations Non Fire Stations,Cleaning & Janitorial
OGILVIE FLEET LTD=============,140891,311923,1,343.76,LEASE CAR CHARGES,11/12/2014,343.76,Procurement,Vehicle Management
OGILVIE FLEET LTD=============,140891,311923,2,-29.71,VAT CAR LEASING,11/12/2014,,Finance Services,Vehicle Management
OGILVIE FLEET LTD=============,140891,311923,3,29.71,LEASE CAR CHARGES,11/12/2014,,Procurement,Vehicle Management
OGILVIE FLEET LTD=============,140891,311924,1,380.56,LEASE CAR CHARGES,11/12/2014,380.56,Procurement,Vehicle Management
OGILVIE FLEET LTD=============,140891,311924,2,-33.42,VAT CAR LEASING,11/12/2014,,Finance Services,Vehicle Management
OGILVIE FLEET LTD=============,140891,311924,3,33.42,LEASE CAR CHARGES,11/12/2014,,Procurement,Vehicle Management
AA WOODS,051214C,60102,1,500,ASBESTOS,11/12/2014,500,Technical and Service Support,"Works - Construction, R&M"
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,1,7.34,CLOTHING,11/12/2014,587.62,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,2,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,3,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,4,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,5,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,6,14.68,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,7,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,8,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,9,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,10,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,11,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,12,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,13,14.68,CLOTHING,11/12/2014,,Operations Fire Stations (closed),Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,14,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,15,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,16,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,17,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,18,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,19,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,20,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,21,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,22,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,23,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,24,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,25,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,26,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,27,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,28,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,29,7.34,CLOTHING,11/12/2014,,Operational Procedures,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,30,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,31,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,32,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,33,7.34,CLOTHING,11/12/2014,,Operations Fire Stations (closed),Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,34,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,35,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,36,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,37,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,38,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,39,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,40,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,41,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,42,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,43,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,44,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,45,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,46,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,47,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,48,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,49,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,50,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,51,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,52,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,53,7.34,CLOTHING,11/12/2014,,Operations Fire Stations (closed),Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,54,7.34,CLOTHING,11/12/2014,,Operations Fire Stations (closed),Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,55,7.34,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,56,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,57,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,58,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,59,22.02,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,60,11.22,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
HUNTER APPAREL SOLUTIONS LTD==,081214G,61082,61,11.22,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
AFFINITY WATER,041214C,101047619,1,714,CURRENT HYDRANT COSTS,11/12/2014,714,Operational Resilience,Utilities
*JAMES HUNTER (OUTFITTERS) LTD,800053838,107864,1,356.81,CLOTHING,11/12/2014,426.22,Regulatory Fire Safety,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800053838,107864,2,69.41,CLOTHING,11/12/2014,,Regulatory Fire Safety,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055993,107899,1,231.56,CLOTHING,11/12/2014,296.03,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055993,107899,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055993,107899,3,2.68,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055994,107900,1,293.13,CLOTHING,11/12/2014,293.13,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055998,107904,1,231.56,CLOTHING,11/12/2014,293.35,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800055998,107904,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056005,107911,1,231.56,CLOTHING,11/12/2014,293.35,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056005,107911,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056006,107912,1,293.13,CLOTHING,11/12/2014,354.92,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056006,107912,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056010,107916,1,231.56,CLOTHING,11/12/2014,293.35,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056010,107916,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056018,107924,1,231.56,CLOTHING,11/12/2014,293.35,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056018,107924,2,61.79,CLOTHING,11/12/2014,,Operations Fire Stations,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056022,107928,1,362.23,CLOTHING,11/12/2014,362.23,Operational Procedures,Clothing
*JAMES HUNTER (OUTFITTERS) LTD,800056023,107929,1,368.8,CLOTHING,11/12/2014,368.8,Operations Fire Stations,Clothing
REAM CONTRACTS LTD,011214C,11770,1,"17,208.97",DEVELOPMENT  EXPENSES-CONTRACT,11/12/2014,"17,208.97",Technical and Service Support,Building Constr Materials
THE FILE FACTORY LIMITED,041214C,1240,1,265,STATIONERY CONSUMABLES,11/12/2014,265,Technical And Service Support,Facilities & Management S
TANKS & PIPEWORKS,281114C,1258,1,"1,550.00",FUEL,11/12/2014,"1,550.00",Operations Fire Stations,"Works - Construction, R&M"
TANKS & PIPEWORKS,281114C,1259,1,"1,550.00",FUEL,11/12/2014,"1,550.00",Operations Fire Stations,"Works - Construction, R&M"
YOUGOV PLC,051214C,135974,1,"2,825.00",CONSULTANTS,11/12/2014,"2,825.00",Communications,Consultancy
PRIMEPEACE LTD================,800055990,141102,1,"10,000.00",MAINTENANCE & SUPPORT,11/12/2014,"10,000.00",Information and Communication Technology,ICT
TORQUE CALIBRATION LTD,041214C,141176,1,245,REPAIR & MAINTENANCE,11/12/2014,260,Technical And Service Support,Building Constr Materials
TORQUE CALIBRATION LTD,041214C,141176,2,15,REPAIR & MAINTENANCE,11/12/2014,,Technical And Service Support,Building Constr Materials
ROLFE CONTRACTING LIMITED,051214C,15366,1,"8,906.00",DEVELOPMENT  EXPENSES-CONTRACT,11/12/2014,"8,906.00",Technical and Service Support,"Works - Construction, R&M"
DRON & WRIGHT=================,051214C,17386,1,"9,317.92",PROFESSIONAL SERVICES,11/12/2014,"9,317.92",Technical And Service Support,Facilities & Management S
EDF ENERGY===================,140891,1785907950,1,"2,894.30",ELECTRICITY,11/12/2014,"2,894.30",Technical And Service Support,Utilities
EDF ENERGY===================,140891,1786484451,1,402.83,ELECTRICITY,11/12/2014,"4,028.27",Technical And Service Support,Utilities
EDF ENERGY===================,140891,1786484451,2,"3,625.44",ELECTRICITY,11/12/2014,,Technical And Service Support,Utilities
COMMUNITIES & LOCAL GOVERNMENT,021214E,1800020781,1,"122,993.53",RADIO,11/12/2014,"131,410.35",Information and Communication Technology,ICT
COMMUNITIES & LOCAL GOVERNMENT,021214E,1800020781,2,"8,416.82",RADIO,11/12/2014,,Information and Communication Technology,ICT
EDF ENERGY===================,140891,1813823643,1,"15,202.18",ELECTRICITY,11/12/2014,"15,202.18",Technical And Service Support,Utilities
CHAIN GANG,041214C,20555,1,"1,739.43",POSTAL SERVICES,11/12/2014,"2,190.37",Strategy & Performance,Mail Services
CHAIN GANG,041214C,20555,2,450.94,POSTAL SERVICES,11/12/2014,,Strategy & Performance,Mail Services
GRADIENT CONSULTANTS LLP======,051214C,2174,1,294.62,PROF FEES-MISCELLANEOUS,11/12/2014,"9,050.00",Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,2,294.61,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,3,294.62,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,4,84.61,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,5,294.62,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,6,245,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
GRADIENT CONSULTANTS LLP======,051214C,2174,7,584.61,PROF FEES-MISCELLANEOUS,11/12/2014,,Technical and Service Support,"Works - Construction, R&M"
