 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass,
800126395,NPS SHOES LTD,4001,22,35.25,FOOTWEAR,11/02/19,,Firefighter Trainees,Clothing,
800126395,NPS SHOES LTD,4001,23,35.25,FOOTWEAR,11/02/19,,Firefighter Trainees,Clothing,
060219V,MITIE SECURITY (LONDON) LTD,44/675362,1,"11,110.42",PREMISES SECURITY,11/02/19,"11,110.42",Technical and Service Support,Facilities & Management Services,
060219K,MITIE SECURITY (LONDON) LTD,44/676562,1,"1,835.15",PREMISES SECURITY,11/02/19,"1,835.15",Technical and Service Support,Facilities & Management Services,
060219V,DNV CERTIFICATION LTD,462010002089,1,"9,371.00",CONSULTANTS,11/02/19,"10,615.00",CPO Planning,Consultancy,
060219V,DNV CERTIFICATION LTD,462010002089,2,"1,121.00",CONSULTANTS,11/02/19,,CPO Delivery,Consultancy,
060219V,DNV CERTIFICATION LTD,462010002089,3,123.00,CONSULTANTS,11/02/19,,CPO Delivery,Consultancy,
060219K,DNV CERTIFICATION LTD,462010002090,1,"1,200.00",CONSULTANTS,11/02/19,"1,200.00",CPO Delivery,Consultancy,
060219V,DNV CERTIFICATION LTD,462010002092,1,"10,193.00",CONSULTANTS,11/02/19,"12,702.00",CPO Delivery,Consultancy,
060219V,DNV CERTIFICATION LTD,462010002092,2,"2,509.00",CONSULTANTS,11/02/19,,CPO Delivery,Consultancy,
250119F,QUEST SOFTWARE,4700212312,1,"1,422.90",SOFTWARE COTS,11/02/19,"5,922.90",Information and Communication Technology,ICT,
250119F,QUEST SOFTWARE,4700212312,2,"4,500.00",SOFTWARE COTS,11/02/19,,Information and Communication Technology,ICT,
060219K,BRISTOL UNIFORMS LTD,490553,1,822.73,CLOTHING,11/02/19,822.73,Procurement,Clothing,
060219K,BRISTOL UNIFORMS LTD,490554,1,"4,020.95",CLOTHING,11/02/19,"4,020.95",Procurement,Clothing,
060219K,BRISTOL UNIFORMS LTD,490647,1,"1,188.58",CLOTHING,11/02/19,"1,188.58",Central Operations,Clothing,
060219K,BRISTOL UNIFORMS LTD,491547,1,"4,512.00",CLOTHING,11/02/19,"4,512.00",Procurement,Clothing,
060219V,BRISTOL UNIFORMS LTD,491548,1,"193,972.40",CLOTHING,11/02/19,"193,972.40",Procurement,Clothing,
142560,LEASEPLAN UK LIMITED,504890135,1,"4,150.16",LEASE CAR CHARGES,11/02/19,"3,824.08",Procurement,Vehicle Management,
142560,LEASEPLAN UK LIMITED,504890135,2,-326.08,VAT CAR LEASING,11/02/19,,Finance Services,Vehicle Management,
060219K,EASTERN SHIRES PURCHASING ORG,5131409,1,330.00,CATERING EQUIPMENT,11/02/19,330.00,Fire Stations (North East),Catering,
060219K,HANDS FREE COMPUTING LTD,56212,1,232.00,SOFTWARE COTS,11/02/19,619.99,People Services,ICT,
060219K,HANDS FREE COMPUTING LTD,56212,2,38.99,ACQUISITIONS,11/02/19,,People Services,ICT,
060219K,HANDS FREE COMPUTING LTD,56212,3,349.00,ACQUISITIONS,11/02/19,,People Services,ICT,
050219G,CONTRACT CATERING CONSULTANTS,6537,1,500.00,CONSULTANTS,11/02/19,500.00,Technical and Service Support,Consultancy,
050219G,CARPETS & FLOOR COVERS DIRECT,6933,1,"1,724.60",REACTIVE BUILDING FABRIC,11/02/19,"1,724.60",Technical and Service Support,Works - Construction,
050219G,CARPETS & FLOOR COVERS DIRECT,6939,1,"1,950.00",REACTIVE BUILDING FABRIC,11/02/19,"1,950.00",Technical and Service Support,Works - Construction,
050219G,CARPETS & FLOOR COVERS DIRECT,6946,1,"2,115.00",REACTIVE BUILDING FABRIC,11/02/19,"2,115.00",Technical and Service Support,Works - Construction,
060219K,THE FULKER CONSULTANCY LIMITED,7078,1,"1,835.00",PROF FEES-MISCELLANEOUS,11/02/19,"1,835.00", ,Consultancy,
800126392,G BURLEY & SONS LTD,72369,1,25.00,REACTIVE GROUNDS MAINTENANCE,11/02/19,"4,936.50",Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,2,59.62,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,3,46.49,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,4,13.43,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,5,26.24,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,6,54.49,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,7,41.65,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,8,20.15,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,9,75.82,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,10,95.13,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,11,23.77,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,12,121.71,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,13,42.63,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,14,46.23,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,15,82.72,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,16,34.37,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,17,65.49,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,18,12.37,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,19,26.31,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,20,69.13,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,21,24.29,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,22,26.77,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,23,96.91,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,24,10.39,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,25,30.66,PLANNED GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,26,30.92,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,27,49.48,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,28,21.77,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,29,24.48,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,30,34.78,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,31,42.34,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,32,16.24,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,33,11.84,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,34,56.33,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,35,60.55,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,36,16.92,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,37,7.40,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,38,16.41,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,39,19.57,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,40,22.28,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,41,62.95,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,42,105.54,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,43,131.56,PLANNED GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,44,6.70,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,45,30.14,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,46,46.56,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,47,27.57,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,48,26.77,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,49,53.24,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,50,25.89,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,51,55.22,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,52,18.06,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,53,25.72,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,54,21.60,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,55,55.46,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,56,82.92,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,57,34.06,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,58,50.79,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,59,130.56,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,60,65.65,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,61,225.42,PLANNED GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,62,14.46,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,63,22.25,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,64,20.56,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,65,18.25,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,66,26.60,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,67,47.13,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,68,18.55,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,69,28.27,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,70,40.50,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,71,19.16,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,72,50.64,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,73,23.18,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,74,57.15,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,75,26.53,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,76,22.80,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,77,60.15,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,78,419.46,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,79,129.90,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,80,19.54,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,81,34.00,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,82,34.54,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,83,305.43,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,84,13.71,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,85,15.20,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,86,95.63,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,87,49.06,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,88,29.19,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,89,23.24,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,90,25.50,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,91,16.10,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,92,76.75,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,93,31.55,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,94,109.65,PLANNED GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,95,28.42,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,96,21.08,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
800126392,G BURLEY & SONS LTD,72369,97,76.91,GROUNDS MAINTENANCE,11/02/19,,Technical and Service Support,Works - Construction,
060219K,SAFEGUARD PEST CON. & ENV.LTD,911489,1,"3,640.00",REACTIVE PEST CONTROL,11/02/19,"3,640.00",Technical and Service Support,Environmental Services,
060219K,SAFEGUARD PEST CON. & ENV.LTD,914352,1,"2,142.00",REACTIVE PEST CONTROL,11/02/19,"2,142.00",Technical and Service Support,Environmental Services,
060219K,SAFEGUARD PEST CON. & ENV.LTD,914507,1,324.00,REACTIVE PEST CONTROL,11/02/19,324.00,Technical and Service Support,Environmental Services,
142567,SHARPE PRITCHARD,95888,1,958.00,PROFESSIONAL FEES GENERAL,11/02/19,958.00,General Counsel,Legal Services,
060219K,NEWGROUND CIC,ARINVO/00003127,1,749.00,SUBSCRIPTIONS,11/02/19,749.00,Procurement,Financial Services,
050219V,SITE EQUIP LTD,C176259,1,"10,000.00",GENERAL,11/02/19,"10,000.00",Central Operations,Consultancy,
050219G,SITE EQUIP LTD,C176260,1,"1,200.00",GENERAL,11/02/19,"1,200.00",Central Operations,Consultancy,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,1,665.15,FUEL,11/02/19,"19,065.42",Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,2,613.62,FUEL,11/02/19,,Procurement,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,3,598.39,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,4,536.02,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,5,518.61,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,6,467.71,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,7,418.79,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,8,366.59,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,9,341.38,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,10,339.52,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,11,330.78,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,12,323.54,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,13,322.40,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,14,314.51,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,15,313.30,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,16,311.15,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,17,308.94,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,18,307.54,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,19,304.34,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,20,303.47,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,21,295.68,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,22,289.23,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,23,281.69,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,24,280.43,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,25,268.94,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,26,247.98,FUEL,11/02/19,,Central Operations,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,27,240.13,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,28,238.69,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,29,238.67,FUEL,11/02/19,,Operational Resilience,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,30,237.46,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,31,235.85,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,32,235.27,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,33,233.48,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,34,219.96,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,35,219.71,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,36,198.99,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,37,196.31,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,38,193.64,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,39,192.93,FUEL,11/02/19,,Command Units,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,40,189.12,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,41,188.89,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,42,188.46,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,43,179.54,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,44,175.43,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,45,174.84,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,46,169.92,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,47,167.93,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,48,161.01,FUEL,11/02/19,,Information and Communication Technology,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,49,156.41,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,50,156.06,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,51,153.53,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,52,151.94,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,53,151.54,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,54,149.91,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,55,149.08,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,56,146.47,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,57,146.15,FUEL,11/02/19,,Central Fire Safety,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,58,144.55,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,59,134.43,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,60,134.15,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,61,134.15,FUEL,11/02/19,,Operational Policy,Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,62,133.25,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,63,130.33,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,64,129.70,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,65,125.87,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,66,122.58,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,67,121.35,FUEL,11/02/19,,Fire Stations (North West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,68,118.21,FUEL,11/02/19,,Fire Stations (South East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,69,114.78,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,70,113.03,FUEL,11/02/19,,Fire Stations (South West),Vehicle Management,
800126317,ALLSTAR BUSINESS SOLUTIONS LTD,E2010756176,71,110.50,FUEL,11/02/19,,Fire Stations (North East),Vehicle Management,
