Order Number,Line Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
HAY/00022,1,1/21/16,5364.45,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,(SW) P &MT:HAMMERSMITH 4TH FLR,HAYS SPECIALIST RECRUITMENT,17.03,315.00,"5,364.45",HAY/00022,"5,364.45"
HAY/00023,1,1/21/16,8023.40,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,PROC CONTRACTS MANAGEMENT GRP,HAYS SPECIALIST RECRUITMENT,26.05,308.00,"8,023.40",HAY/00023,"8,023.40"
HAY/00027,1,1/21/16,5368.44,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,P.E. GROUP,HAYS SPECIALIST RECRUITMENT,17.43,308.00,"5,368.44",HAY/00027,"5,368.44"
HAY/00028,1,1/21/16,9622.20,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,PROCUREMENT ADMIN (1 US),HAYS SPECIALIST RECRUITMENT,22.91,420.00,"9,622.20",HAY/00028,"9,622.20"
HAY/00030,1,1/21/16,5309.92,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,PROC CONTRACTS MANAGEMENT GRP,HAYS SPECIALIST RECRUITMENT,17.24,308.00,"5,309.92",HAY/00030,"5,309.92"
HAY/00031,1,1/22/16,5245.24,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.03,308.00,"5,245.24",HAY/00031,"5,245.24"
HAY/00035,1,1/22/16,5245.24,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - ESTATES MANAGEMENT,HAYS SPECIALIST RECRUITMENT,17.03,308.00,"5,245.24",HAY/00035,"5,245.24"
HAY/00037,1,1/22/16,7715.40,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,EN.FLEET & EQUIP M'MENT (3 US),HAYS SPECIALIST RECRUITMENT,25.05,308.00,"7,715.40",HAY/00037,"7,715.40"
HAY/00038,1,1/22/16,5960.50,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.03,350.00,"5,960.50",HAY/00038,"5,960.50"
HAY/00041,1,1/22/16,5960.50,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.03,350.00,"5,960.50",HAY/00041,"5,960.50"
HAY/00042,1,1/22/16,5245.24,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.03,308.00,"5,245.24",HAY/00042,"5,245.24"
HAY/00044,1,1/22/16,5245.24,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - ESTATES MANAGEMENT,HAYS SPECIALIST RECRUITMENT,17.03,308.00,"5,245.24",HAY/00044,"5,245.24"
HAY/00047,1,1/22/16,7693.84,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,24.98,308.00,"7,693.84",HAY/00047,"7,693.84"
HAY/00048,1,1/22/16,5245.24,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,17.03,308.00,"5,245.24",HAY/00048,"5,245.24"
HAY/00049,1,1/22/16,7266.14,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,30.53,238.00,"7,266.14",HAY/00049,"7,266.14"
HAY/00050,1,1/22/16,7330.40,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,30.80,238.00,"7,330.40",HAY/00050,"7,330.40"
HAY/00051,1,1/27/16,6227.76,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,COMMUNITY SAFETY POLICY (2 US),HAYS SPECIALIST RECRUITMENT,20.22,308.00,"6,227.76",HAY/00051,"6,227.76"
HAY/00055,1,2/9/16,7467.60,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,CORP MANAGEMENT TEAM (3 US),HAYS SPECIALIST RECRUITMENT,17.78,420.00,"7,467.60",HAY/00055,"7,467.60"
HAY/00059,1,2/15/16,6106.80,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,14.54,420.00,"6,106.80",HAY/00059,"6,106.80"
HAY/00064,1,2/15/16,5334.00,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,OPERATIONAL RISK,HAYS SPECIALIST RECRUITMENT,17.78,300.00,"5,334.00",HAY/00064,"5,334.00"
HAY/00072,1,2/22/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,HR OPERATIONS PERSONNEL (1 US),HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00072,"7,152.60"
HAY/00073,1,2/22/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,HR OPERATIONS PERSONNEL (1 US),HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00073,"7,152.60"
HAY/00075,1,2/26/16,6291.60,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,(SE) P'MANCE/M'TORING-LEWISHAM,HAYS SPECIALIST RECRUITMENT,14.98,420.00,"6,291.60",HAY/00075,"6,291.60"
HAY/00077,1,3/1/16,5449.08,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,FINANCE MGMT & ADMIN (3 US),HAYS SPECIALIST RECRUITMENT,14.97,364.00,"5,449.08",HAY/00077,"5,449.08"
HAY/00078,1,3/2/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00078,"7,152.60"
HAY/00080,1,3/7/16,6168.00,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,COMM. FIRE CADETS CNTRL (2 US),HAYS SPECIALIST RECRUITMENT,20.56,300.00,"6,168.00",HAY/00080,"6,168.00"
HAY/00081,1,3/8/16,6287.40,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,HR OPS-A'SSMENT CENTRE- HAM'TH,HAYS SPECIALIST RECRUITMENT,14.97,420.00,"6,287.40",HAY/00081,"6,287.40"
HAY/00082,1,3/9/16,7463.40,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,LEGAL SERVICES LS (1 US),HAYS SPECIALIST RECRUITMENT,35.54,210.00,"7,463.40",HAY/00082,"7,463.40"
HAY/00084,1,3/10/16,8895.60,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,INFORMATION MANAGEMENT  (G US),HAYS SPECIALIST RECRUITMENT,21.18,420.00,"8,895.60",HAY/00084,"8,895.60"
HAY/00092,1,3/16/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,INFORMATION MANAGEMENT  (G US),HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00092,"7,152.60"
HAY/00097,1,3/22/16,8458.80,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,IT CUSTOMER SUPPORT (1 US),HAYS SPECIALIST RECRUITMENT,20.14,420.00,"8,458.80",HAY/00097,"8,458.80"
HAY/00101,1,3/23/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,(SW) CFS TEAM - HAMMERSMITH,HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00101,"7,152.60"
HAY/00102,1,3/23/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,(SW) P &MT:HAMMERSMITH 4TH FLR,HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00102,"7,152.60"
HAY/00103,1,3/24/16,7320.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,P.E. GROUP,HAYS SPECIALIST RECRUITMENT,17.43,420.00,"7,320.60",HAY/00103,"7,320.60"
HAY/00105,1,3/24/16,9622.20,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,PROC CONTRACTS MANAGEMENT GRP,HAYS SPECIALIST RECRUITMENT,22.91,420.00,"9,622.20",HAY/00105,"9,622.20"
HAY/00107,1,3/24/16,7240.80,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,PROC CONTRACTS MANAGEMENT GRP,HAYS SPECIALIST RECRUITMENT,17.24,420.00,"7,240.80",HAY/00107,"7,240.80"
HAY/00109,1,3/24/16,7748.65,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,TSS - WORKS DELIVERY,HAYS SPECIALIST RECRUITMENT,17.03,455.00,"7,748.65",HAY/00109,"7,748.65"
HAY/00110,1,3/24/16,7329.00,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.45,420.00,"7,329.00",HAY/00110,"7,329.00"
HAY/00111,1,3/24/16,7152.60,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,FSR - ADMIN SUPPORT TEAM,HAYS SPECIALIST RECRUITMENT,17.03,420.00,"7,152.60",HAY/00111,"7,152.60"
HAY/00115,1,3/29/16,6227.76,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,OPS RESILIENCE - EUR,HAYS SPECIALIST RECRUITMENT,20.22,308.00,"6,227.76",HAY/00115,"6,227.76"
HAY/00117,1,3/30/16,7939.75,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,PROCUREMENT CAR SCHEME (1 US),HAYS SPECIALIST RECRUITMENT,17.45,455.00,"7,939.75",HAY/00117,"7,939.75"
HAY/00120,1,3/31/16,7214.62,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,LEGAL SERVICES LS (1 US),HAYS SPECIALIST RECRUITMENT,35.54,203.00,"7,214.62",HAY/00120,"7,214.62"
HAY/00123,1,3/31/16,8089.90,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,COMMS PRESS OFFICE (3 US),HAYS SPECIALIST RECRUITMENT,17.78,455.00,"8,089.90",HAY/00123,"8,089.90"
ICR/01588,1,2/1/16,8550.00,285 MOBILES - INVOICE 78947265 23.1.16,IT CUSTOMER SUPPORT (1 US),VODAFONE LIMITED==============,"8,550.00",1.00,"8,550.00",ICR/01588,"8,550.00"
ITM/01907,1,1/12/16,7730.00,SAS ANALYTICS PRO - 3 USERS - 15.1.16-14.1.17,IT BUSINESS SOLUTIONS (1 US),SAS SOFTWARE LIMITED==========,"2,910.00",1.00,"2,910.00",ITM/01907,"7,730.00"
ITM/01907,2,1/12/16,7730.00,SAS/ACCESS INTERFACE TO ODBC - 3 USERS - 15.1.16-14.1.17,IT BUSINESS SOLUTIONS (1 US),SAS SOFTWARE LIMITED==========,"1,200.00",1.00,"1,200.00",,
ITM/01907,3,1/12/16,7730.00,SAS/ACCESS INTERFACE TO PC FILES - 3 USERS - 15.1.16-14.1.17,IT BUSINESS SOLUTIONS (1 US),SAS SOFTWARE LIMITED==========,"1,200.00",1.00,"1,200.00",,
ITM/01907,4,1/12/16,7730.00,SAS/ETS - 3 USERS - 15.1.16-14.1.17,IT BUSINESS SOLUTIONS (1 US),SAS SOFTWARE LIMITED==========,"1,210.00",1.00,"1,210.00",,
ITM/01907,5,1/12/16,7730.00,SAS/IML - 3 USERS - 15.1.16-14.1.17,IT BUSINESS SOLUTIONS (1 US),SAS SOFTWARE LIMITED==========,"1,210.00",1.00,"1,210.00",,
ITM/01915,1,1/26/16,8595.56,"RENEWAL OF CARDINUS LICENCES FOR 2016/17 FOR DSA, [WORK",IT BUSINESS SOLUTIONS (1 US),CARDINUS RISK MANAGEMENT LTD,"8,595.56",1.00,"8,595.56",ITM/01915,"8,595.56"
ITM/01916,1,1/26/16,9900.00,WEB MAP LAYERS 7.1 TO WEB MAP LAYERS 8.0 UPGRADE,IT BUSINESS SOLUTIONS (1 US),CADCORP,"9,900.00",1.00,"9,900.00",ITM/01916,"9,900.00"
ITM/01924,1,2/16/16,8712.00,COURION CONSULTANCY CHANGE REQUEST,IT NETWORK GROUP (1 US),ESTEEM SYSTEMS LTD============,1.00,"8,712.00","8,712.00",ITM/01924,"8,712.00"
ITM/01945,1,3/31/16,9210.00,VERITAS ENTERPRISE VAULT EMAIL MANAGEMENT ONPREMISE STD,IT NETWORK GROUP (1 US),PHOENIX SOFTWARE LTD==========,3.07,"3,000.00","9,210.00",ITM/01945,"9,210.00"
ITS/14378,1,1/18/16,7526.89,C887VAG-4G-GA-K9 4G ROUTER,IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,968.00,3.00,"2,904.00",ITS/14378,"7,526.89"
ITS/14378,2,1/18/16,7526.89,"OUTDOOR ANTENNA, LIGHTNING ARRESTOR AND EXTENSION BASES",IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,247.63,3.00,742.89,,
ITS/14378,3,1/18/16,7526.89,LOAN ACCESS POINTS,IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,0.00,3.00,0.00,,
ITS/14378,4,1/18/16,7526.89,VODAFONE 10GB DATA SIM (LFEPA TO PAY EXCESS USAGE) - 60 DAYS,IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,60.00,2.00,120.00,,
ITS/14378,5,1/18/16,7526.89, EE 25GB DATA SIM (LFEPA TO PAY EXCESS USAGE) - 60 DAYS,IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,180.00,2.00,360.00,,
ITS/14378,6,1/18/16,7526.89,SUNDRIES,IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,250.00,1.00,250.00,,
ITS/14378,7,1/18/16,7526.89,"4G PREP, ROUTER CONFIGURATION, SECURITY, TESTING",IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,750.00,1.00,750.00,,
ITS/14378,8,1/18/16,7526.89,"DAY 1 - CABLING, AP FITTING, TESTING, CONFIGURATION - 2",IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,"1,200.00",1.00,"1,200.00",,
ITS/14378,9,1/18/16,7526.89,"DAY 2 - CABLING, AP FITTING, TESTING, CONFIGURATION - 2",IT NETWORK GROUP (1 US),INTUITIVE SYSTEMS AND NETWORKS,"1,200.00",1.00,"1,200.00",,
ITS/14389,1,1/28/16,8750.00,SD3 OCN SD3 037 8.75 DAYS PLUS 10% PM,IT BUSINESS SOLUTIONS (1 US),MOORE STEPHENS CONSULTING LTD=,"1,000.00",8.75,"8,750.00",ITS/14389,"8,750.00"
ITS/14398,1,2/4/16,6098.54,EASYNET,IT NETWORK GROUP (1 US),TRANSPORT FOR LONDON==========,996.00,1.00,996.00,ITS/14398,"6,098.54"
ITS/14398,2,2/4/16,6098.54,"TYCO COST - UNION ST,PROFESSIONAL SERVICES, PICK UP OIF",IT NETWORK GROUP (1 US),TRANSPORT FOR LONDON==========,"2,550.54",1.00,"2,550.54",,
ITS/14398,3,2/4/16,6098.54,STANDARD OIF SUPPLY WITH ASSOCIATED EQUIPMENT,IT NETWORK GROUP (1 US),TRANSPORT FOR LONDON==========,"1,552.00",1.00,"1,552.00",,
ITS/14398,4,2/4/16,6098.54,TFL COST,IT NETWORK GROUP (1 US),TRANSPORT FOR LONDON==========,"1,000.00",1.00,"1,000.00",,
ITS/14408,1,2/25/16,8160.00,"ICS CONSULTANT, SR.",IT BUSINESS SOLUTIONS (1 US),INFOR (UNITED KINGDOM) LIMITED,170.00,48.00,"8,160.00",ITS/14408,"8,160.00"
ITS/14415,1,3/8/16,6720.00,MARVAL TRAINING,IT CUSTOMER SUPPORT (1 US),MARVAL TRAINING & CONSULTANCY=,"6,720.00",1.00,"6,720.00",ITS/14415,"6,720.00"
ITS/14423,1,3/18/16,7024.37,WORKS AT EUSTON - QUOTATION 103737,IT BUSINESS SOLUTIONS (1 US),KCOM GROUP====================,"7,024.37",1.00,"7,024.37",ITS/14423,"7,024.37"
ITS/14425,1,3/23/16,8500.00,NETWORK & SYSTEMS CONSULTANCY - APPLIANCE NETWORK DESIGN,IT BUSINESS SOLUTIONS (1 US),INTUITIVE SYSTEMS AND NETWORKS,850.00,10.00,"8,500.00",ITS/14425,"8,500.00"
PGS/09786,1,1/6/16,5700.55,SPINDLE BEARING,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,3.00,40.00,120.00,PGS/09786,"5,700.55"
PGS/09786,2,1/6/16,5700.55,WHISTLE PLUNGER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,3.88,100.00,388.00,,
PGS/09786,3,1/6/16,5700.55,CAPILLARY KIT. 15 YEAR FOR    TWIN PACK CYLINDERS,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,35.40,10.00,354.00,,
PGS/09786,4,1/6/16,5700.55,BODYGUARD 7000 O RING,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.27,30.00,8.10,,
PGS/09786,5,1/6/16,5700.55,FPS7000 FACEMASK HEAD HARNESS M/L CR BLACK,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,13.87,50.00,693.50,,
PGS/09786,6,1/6/16,5700.55,FPS 7000 FACEMASK CLAMP F2.,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,5.31,80.00,424.80,,
PGS/09786,7,1/6/16,5700.55,ESA LDV - ATB ASSY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,38.02,20.00,760.40,,
PGS/09786,8,1/6/16,5700.55,PNEUMATICS - O RING,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.44,250.00,110.00,,
PGS/09786,9,1/6/16,5700.55,FPS7000 FACEMASK - VISOR ANTI SCRATCH,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,56.93,25.00,"1,423.25",,
PGS/09786,10,1/6/16,5700.55,FPS 7000 FACEMASK - MASK BODY EPDM-M FPS 7000,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,28.37,50.00,"1,418.50",,
PGS/09796,1,1/19/16,8173.92,BATTERY PACK NIMH (MERLIN),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,99.80,60.00,"5,988.00",PGS/09796,"8,173.92"
PGS/09796,2,1/19/16,8173.92,ECB RECHARGEABLE BATTERY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,117.42,16.00,"1,878.72",,
PGS/09796,3,1/19/16,8173.92,"FPS 7000 FACE MASK INNER      MASK 2,CPL",P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,15.36,20.00,307.20,,
PGS/09798,1,1/20/16,6750.00,RE-ENGINEERING GT SUITS (22 EXTRA LARGE & 8 LARGE),P.E. GROUP,RESPIREX======================,225.00,30.00,"6,750.00",PGS/09798,"6,750.00"
PGS/09803,1,1/22/16,8663.40,ANGUS DURALINE HOSE 45MM X 23M UNCOUPLED,P.E. GROUP,ANGUS FIRE LIMITED,81.88,30.00,"2,456.40",PGS/09803,"8,663.40"
PGS/09803,2,1/22/16,8663.40,ANGUS DURALINE HOSE 70MM X 23M UNCOUPLED,P.E. GROUP,ANGUS FIRE LIMITED,120.98,50.00,"6,049.00",,
PGS/09803,3,1/22/16,8663.40,FREIGHT,P.E. GROUP,ANGUS FIRE LIMITED,158.00,1.00,158.00,,
PGS/09805,1,1/25/16,9775.35,YEAR SYMBOL (2016),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,1.40,250.00,350.00,PGS/09805,"9,775.35"
PGS/09805,2,1/25/16,9775.35,CAPILLARY KIT. 15 YEAR FOR    TWIN PACK CYLINDERS,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,35.40,10.00,354.00,,
PGS/09805,3,1/25/16,9775.35,PSS7000 SHOULDER PAD(RH),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,63.65,10.00,636.50,,
PGS/09805,5,1/25/16,9775.35,PSS7000 WAISTPAD,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,67.88,5.00,339.40,,
PGS/09805,6,1/25/16,9775.35,PSS7000 CYLINDER STRAP        LOOSE END,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,17.73,10.00,177.30,,
PGS/09805,7,1/25/16,9775.35,PSS7000 MP HOSE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,35.88,30.00,"1,076.25",,
PGS/09805,8,1/25/16,9775.35,FPS7000 FACEMASK HEAD HARNESS M/L CR BLACK,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,13.87,50.00,693.50,,
PGS/09805,9,1/25/16,9775.35,FPS 7000 FACEMASK - MASK BODY EPDM-M FPS 7000,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,28.37,40.00,"1,134.80",,
PGS/09805,10,1/25/16,9775.35,FPS 7000 FACEMASK CLAMP F2.,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,5.31,80.00,424.80,,
PGS/09805,11,1/25/16,9775.35,FPS 7000 FACEMASK SQUARE NUT  M4,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.87,20.00,17.40,,
PGS/09805,12,1/25/16,9775.35,ESA LDV - RUBBER COVER        GREEN(H2S),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,13.67,10.00,136.70,,
PGS/09805,13,1/25/16,9775.35,ESA LDV HOSE ASSY (SHORT),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,22.60,30.00,678.00,,
PGS/09805,14,1/25/16,9775.35,ESA LDV - DIAPHRAGM           POLYMER (HS2),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,21.71,20.00,434.20,,
PGS/09805,15,1/25/16,9775.35,ESA LDV - TAIL CLIP,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.25,200.00,50.00,,
PGS/09805,16,1/25/16,9775.35,PNEUMATICS - SINTERED FILTER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,2.92,200.00,584.00,,
PGS/09805,17,1/25/16,9775.35,RUBBER BUFFER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,4.12,5.00,20.60,,
PGS/09805,18,1/25/16,9775.35,ESA CONNECTION - SPRING BRIDGE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,1.95,10.00,19.50,,
PGS/09805,19,1/25/16,9775.35,O RING M18,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.43,200.00,86.00,,
PGS/09805,20,1/25/16,9775.35,FPS7000 FACEMASK - VISOR ANTI SCRATCH,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,56.93,40.00,"2,277.20",,
PGS/09805,21,1/25/16,9775.35,ESA CONNECTION - EXHALATION   VALVE DISC,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,7.13,40.00,285.20,,
PGS/09810,1,1/29/16,5625.00,RE-ENGINEERING GT SUITS,P.E. GROUP,RESPIREX======================,225.00,25.00,"5,625.00",PGS/09810,"5,625.00"
PGS/09813,1,2/2/16,6853.26,PSS7000 SHOULDER PAD(LH),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,63.65,10.00,636.50,PGS/09813,"6,853.26"
PGS/09813,2,2/2/16,6853.26,PSS7000 SHOULDER PAD(RH),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,63.65,10.00,636.50,,
PGS/09813,3,2/2/16,6853.26,PSS7000 WAISTPAD,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,67.88,5.00,339.40,,
PGS/09813,4,2/2/16,6853.26,PSS7000 CYLINDER STRAP        LOOSE END,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,17.73,10.00,177.30,,
PGS/09813,5,2/2/16,6853.26,PSS7000 CYLINDER STRAP        BUCKLE END,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,11.11,10.00,111.10,,
PGS/09813,6,2/2/16,6853.26,BACK PLATE ASSEMBLY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,52.91,1.00,52.91,,
PGS/09813,7,2/2/16,6853.26,FPS 7000 FACEMASK - MASK BODY EPDM-M FPS 7000,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,28.37,30.00,851.10,,
PGS/09813,8,2/2/16,6853.26,ESA LDV - ATB ASSY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,38.02,30.00,"1,140.60",,
PGS/09813,9,2/2/16,6853.26,ESA LDV HOSE ASSY (SHORT),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,22.60,40.00,904.00,,
PGS/09813,10,2/2/16,6853.26,ESA LDV CONNECTOR,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,1.52,20.00,30.45,,
PGS/09813,11,2/2/16,6853.26,FPS 7000 FACEMASK CLAMP F2.,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,5.31,50.00,265.50,,
PGS/09813,12,2/2/16,6853.26,FPS7000 FACEMASK - VISOR ANTI SCRATCH,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,56.93,30.00,"1,707.90",,
PGS/09820,1,2/9/16,5625.00,RE-ENGINEERING GT SUITS,P.E. GROUP,RESPIREX======================,225.00,25.00,"5,625.00",PGS/09820,"5,625.00"
PGS/09823,1,2/11/16,7150.58,PISTON PLUNGER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,1.96,200.00,392.00,PGS/09823,"7,150.58"
PGS/09823,2,2/11/16,7150.58,O-RING (REDUCER PLUNGER),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.20,200.00,40.00,,
PGS/09823,3,2/11/16,7150.58,IN-LINE VALVE HEAD KIT,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,8.10,10.00,81.00,,
PGS/09823,4,2/11/16,7150.58,DOSAGE SCREW,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,1.17,200.00,234.00,,
PGS/09823,5,2/11/16,7150.58,ANTI TAMPER RING LARGE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.25,200.00,50.00,,
PGS/09823,6,2/11/16,7150.58,REDUCER PLUNGER SCREW,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,2.55,200.00,510.00,,
PGS/09823,7,2/11/16,7150.58,SET SCREW,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,0.38,40.00,15.08,,
PGS/09823,8,2/11/16,7150.58,DUPLEX REDUCER AND VENT VALVE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,278.75,2.00,557.50,,
PGS/09823,9,2/11/16,7150.58,CAPILLARY KIT. 15 YEAR FOR    TWIN PACK CYLINDERS,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,35.40,10.00,354.00,,
PGS/09823,10,2/11/16,7150.58,PSS7000 MP HOSE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,35.88,40.00,"1,435.00",,
PGS/09823,11,2/11/16,7150.58,FPS7000 FACEMASK HEAD HARNESS M/L CR BLACK,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,13.87,60.00,832.20,,
PGS/09823,12,2/11/16,7150.58,BALANCED PISTON ASSEMBLY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,23.31,20.00,466.20,,
