SOTitle,Value,ClaimDate,Category,Details
Head of Communications,39.50,07-Mar-2017,Training and Conferences,LGA Fire Conference and Exhibition (Newcastle)
Head of Communications,75.00,07-Mar-2017,Accommodation,Hilton Newcastle Gateshead for LGA Fire Conference and Exhibition
Head of Communications,212.35,07-Mar-2017,Travel,Rail Ticket to Newcastle for LGA Fire Conference and Exhibition
Head of Development and Training,41.40,21-Jan-2018,Travel Expense,"Fire Service College - 21 Jan to 25 Jan 2018
ELP Module 1

Train fare claimed although I drove - I'm not a Brigade car scheme."
Head of Development and Training,36.80,13-Dec-2017,Travel Expense,Hants FRS HQ - Eastleigh to receive ELP Gateway feedback 
Head of Development and Training,11.70,07-Dec-2017,Travel Expense,Mercure Hotel - Maidstone - to attend a level 5 coaching course 
Head of Development and Training,4.80,01-Dec-2017,Travel Expense,"Victory Club, Marble Arch to receive an external coaching session"
Head of Development and Training,8.40,25-Nov-2017,Travel Expense,Croydon fire station - new training centre exhibition
Head of Development and Training,2.40,09-Nov-2017,Travel Expense,ELP Gateway - train tickets form Moreton to Paddington provided but not tube
Head of Development and Training,2.40,08-Nov-2017,Travel Expense,ELP Gateway - tickets form Paddinton to Moreton provided not tube to Paddington
Head of Development and Training,11.70,03-Nov-2017,Travel Expense,coaching course at Maidstone
Head of Development and Training,11.70,02-Nov-2017,Travel Expense,Coaching course - Maidstone
Head of Development and Training,4.80,16-Oct-2017,Travel Expense,LFB Managers conference 
Head of Development and Training,6.10,26-Sep-2017,Travel Expense,LOC - meeting with Brigade Control management team
Head of Development and Training,5.60,20-Sep-2017,Travel Expense,Tottenham fire station - development discussion
Head of Development and Training,4.80,18-Sep-2017,Travel Expense,The Kia Oval - DMB Away Day
Head of Development and Training,8.40,14-Sep-2017,Travel Expense,Croydon fire station - community liaison group meeting
Head of Development and Training,5.60,16-Aug-2017,Travel Expense,LOC - PSR staff engagement
Head of Development and Training,4.30,11-Aug-2017,Travel Expense,"Tram from Mancherster Piccadilly to Bury

Visit GMFRS training centre"
Head of Development and Training,10.40,08-Aug-2017,Travel Expense,Hammersmith - coaching assessments
Head of Development and Training,5.60,24-Jul-2017,Travel Expense,LOC - Cultural engagement session
Head of Development and Training,5.30,20-Jul-2017,Travel Expense,Stratford - People Services Review
Head of Development and Training,2.30,07-Jul-2017,Travel Expense,Excel Centre - Babcock annual conference
Head of Development and Training,30.00,04-Jul-2017,Travel Expense,"Staffordshire FRS - apprenticeships meeting
Taxi to and from Stafford rail station to Staffs FRS HQ"
Head of Development and Training,8.40,07-Jun-2017,Travel Expense,Croydon fire station - visit to watch to update them on the new training centre
Head of Development and Training,4.80,07-Apr-2017,Travel Expense,Great Connaught Rooms - ELP presentation day
Head of Development and Training,7.80,30-Mar-2017,Travel Expense,Harrow fire station - Breaking Bad News training
Head of Development and Training,15.00,09-Mar-2017,Travel Expense,From Liverpool Lime Street to Mersyeside FRS HQ - National resilience training meeting
Head of Development and Training,6.60,08-Mar-2017,Travel Expense,Croydon fire station - meeting with almhouse residents
Head of Finance,295.00,08-Nov-2017,Training and Conferences,CIPFA Police and Fire Rescue Conference
Head of Finance,11.10,19-Sep-2017,Travel Expense,NFCC Finance Committee at West Midlands FRS HQ
Head of Finance,4.80,11-Sep-2017,Travel Expense,To MPS at Empress State Building to discuss benchmarking
Head of Finance,4.80,01-Sep-2017,Travel Expense,Hammersmith hospital to vist member of staff (Ben)
Head of Finance,4.80,23-Aug-2017,Travel Expense,MPS at Empress State Building to discuss benchmarking.
Head of Finance,4.80,27-Jul-2017,Travel Expense,Travel to MPS at Empress State Building to discuss benchmarking.
Head of Finance,3.65,13-Jul-2017,Subsistence,Lunch
Head of Finance,50.50,12-Jul-2017,Travel Expense,Return train from Rugby (home) to Manchester.
Head of Finance,15.00,12-Jul-2017,Subsistence,CIPFA Conference Manchester.  Evening meal at hotel booked by LFB.
Head of Finance,4.30,12-Jul-2017,Subsistence,Diet Coke with evening meal.
Head of Finance,82.00,12-Jul-2017,Accommodation,Jurys Inn Manchester 
Head of Finance,834.00,12-Jul-2017,Training and Conferences,CIPFA Annual Conference 2017
Head of Finance,11.80,23-Mar-2017,Travel Expense,Train from central London to Harrow to attend breaking bad news training at Harrow training centre.
Head of Health and Safety,36.00,12-Mar-2018,Car Park,"Car park for 3 days stay at Peterborough train station for onward travel for visit to Local Government Association Fire Conference in Newcastle.
NB: This is for 3 days parking; 12th March to 14th March. "
Head of Health and Safety,7.60,12-Mar-2018,Subsistence,Lunch while travelling to Newcastle for LGA Fire Conference.
Head of Health and Safety,14.50,15-Feb-2018,Travel Expense,"TRavel to Hertfordshire FRS HQ in Hertford for the Eastern Rgion NFCC Health and Safety Committee.
Travel by car and cheapest return rail journey to Hertford station claimed."
Head of Health and Safety,19.00,21-Sep-2017,Travel Expense,"Travel to NFCC Health and Safety Committee held at West Midlands Fire and Rescue Service Headquarters, Birmingham.

Cheapest rail fare claimed in place of petrol costs in accordance with policy. "
Head of Health and Safety,5.45,21-Sep-2017,Subsistence,"Travel to NFCC Health and Safety Committee held at West Midlands Fire and Rescue Service Headquarters, Birmingham.

Lunch not provided
"
Head of Health and Safety,16.20,20-Sep-2017,Travel Expense,"Travel to Emergency Services Show held at NEC, Birmingham.

Cheapest rail fare claimed in place of petrol costs in accordance with policy. "
Head of Health and Safety,12.30,18-Sep-2017,Travel Expense,"Travel card for trip to Safety and Assurance Directorate Management meeting held at Kia Oval, Oval, London"
Head of Health and Safety,18.00,04-Sep-2017,Travel Expense,"Travel to Rivo Ltd (supplier of our accident reporting software) at Warwick business Park.
Cheapest rail fare claimed in place of petrol costs in accordance with policy. "
Head of Health and Safety,52.40,22-May-2017,Travel Expense,"Journey to attend NAtional CFOA Health and Safety Commitee at Gloucestershire FRS headquarters.
Fuel claimed as chepatest avaiable rail jounrey (London to Gloucester return = £52.40)
Travel home to Gloucester"
Head of Health and Safety,8.80,22-May-2017,Subsistence,"Lunch NOT provided at CFOA meeting in Gloucester.
Bought lunch on way home at services.
Receipt available (=£9.05); therefore max claimed (=£8.80)
Away from location over 5 hours etc"
Head of Health and Safety,14.50,15-May-2017,Travel Expense,"Journey to attend Eastern region CFOA Health and Safety commitee at Hertfordshire FRS headquarters. Plus review of Rivo accident reporting system.
Fuel claimed as cheapest available rail fare (London to Hertford return = £14.50)
Travelled home to Herts"
Head of Information and Communications Technology ,11.64,08-Nov-2017,Subsistence,BAPCO Newcastle - evening meal
Head of Information and Communications Technology ,13.99,07-Nov-2017,Subsistence,BAPCO Newcastle - evening meal
Head of Information and Communications Technology ,8.00,29-Aug-2017,Travel Expense,ESN customer briefing  -  taxi form station to venue (EE Bristol)
Head of Information and Communications Technology ,7.00,29-Aug-2017,Travel Expense,ESN briefing - taxi from EE offices (Aztec Bristol) to Bristol patchway station
Head of Information and Communications Technology ,9.98,12-Jun-2017,Travel Expense,Taxi from Hotel to BT Building (Adastral Park) Madelsham
Head of Information and Communications Technology ,14.00,12-Jun-2017,Travel Expense,Taxi form Adastral Park (BT event) to Ipswoich station
Head of Information and Communications Technology ,13.20,11-Jun-2017,Travel Expense,Taxi from Ipswich station to Hotel (kesgrove hall).
Head of Information and Communications Technology ,3.20,22-Mar-2017,Travel Expense,Taxi from BAPCO exhibition centre to rail station
Head of Information and Communications Technology ,3.80,21-Mar-2017,Travel Expense,Taxi from rail station to BAPCO event - Teleford
Head of Operational Response,39.50,07-Mar-2017,Training and Conferences,LGA Fire Conference and Exhibition (Newcastle)
Head of Operational Response,75.00,07-Mar-2017,Accommodation,Hilton Newcastle Gateshead for LGA Fire Conference and Exhibition
Head of Operational Response,132.70,07-Mar-2017,Travel,Rail Ticket to Newcastle for LGA Fire Conference and Exhibition
Head of Procurement,98.10,28-Feb-2018,Accommodation,Extreme weather (snow) in Suffolk and train cancellations.
Head of Procurement,98.10,27-Feb-2018,Accommodation,Extreme weather (snow) in Suffolk and train cancellations.
Head of Strategy and Inclusion,7.80,07-Jul-2017,Travel Expense,Taxi to station from WMFRS offices
Head of Strategy and Inclusion,25.80,07-Jun-2017,Travel Expense,Taxi from station to NIF conference in Warwickshire
Head of Strategy and Inclusion,29.83,30-Mar-2017,Travel,"EVENT: CFOA SPRING CONFERENCE ON 30-31 MARCH 2017
 
DESTINATION: LONDON TO HADDENHAM & THAME PARKWAY  (RETURN)
"
Head of Technical and Service Support,98.10,28-Feb-2018,Accommodation,Extreme weather (snow) in Suffolk and train cancellations.
Head of Technical and Service Support,98.10,27-Feb-2018,Accommodation,Extreme weather (snow) in Suffolk and train cancellations.
Head of Technical and Service Support,21.40,15-Sep-2017,Travel,"Return travel from Securitas Awards, Wokefield Park"
Head of Technical and Service Support,25.78,14-Sep-2017,Travel,"Outbound travel to Securitas Awards, Wokefiled Park"
Head of Technical and Service Support,19.77,12-Jun-2017,Travel,Return travel to KBR Offices

