Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KFE/00015,13/02/19,6978.44,FITNESS ADVISORS OFFICE THE SINK IN THE TOILET HAS COME AWAY,LFB/HQ,CLOSE BROTHERS RAIL LTD,50.57,1.00,50.57,,
KFE/00015,13/02/19,6978.44,WINDOW HAS A MISSING LOCK - MALE DORM - 1ST FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.34,1.00,75.34,,
KFE/00015,13/02/19,6978.44,FAULTY ROLLER TOWEL UNIT - IT IS BROKEN,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFE/00015,13/02/19,6978.44,BEDDING LOCKER NO. 7 IS BROKEN - ROOM 2 - 2ND FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,27.49,1.00,27.49,,
KFE/00015,13/02/19,6978.44,WATER COMING THROUGH THE CEILING THROUGH A LIGHT 1ST FLOOR C,LFB/HQ,CLOSE BROTHERS RAIL LTD,384.35,1.00,384.35,,
KFE/00015,13/02/19,6978.44,SHUTTER DOOR TO THE CUPBOARD IN THE OST OFFICE ON THE 1ST FL,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.98,1.00,54.98,,
KFE/00015,13/02/19,6978.44,ROOM 01-019 PLEASE TAKE UP FLOOR SO AQUA FLOW,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.23,1.00,55.23,,
KFE/00015,13/02/19,6978.44,BROKEN TOILET SEAT - SECOND FLOOR - MALE SHOWER ROOM - ONLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.38,1.00,95.38,,
KFE/00015,13/02/19,6978.44,IN THE REAR FIRE ESCAPE DOOR ON THE BA CHAMBER DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,162.08,1.00,162.08,,
KFE/00015,13/02/19,6978.44,THERE IS VARIOUS POTHOLES IN THE YARD,LFB/HQ,CLOSE BROTHERS RAIL LTD,108.49,1.00,108.49,,
KFE/00015,13/02/19,6978.44,BASEMENT - NEW LOCK TO BE FITTED TO ELECTRICAL INTAKE ROOM.,LFB/HQ,CLOSE BROTHERS RAIL LTD,150.17,1.00,150.17,,
KFE/00015,13/02/19,6978.44,ROLLER TOWEL DISPENSOR HAS FALLEN APART AND NEEDS REPLACING.,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.11,1.00,48.11,,
KFE/00015,13/02/19,6978.44,FOLLOWING F317716 - WALL ETC NEEDS TO BE MADE GOOD FOLLOWING,LFB/HQ,CLOSE BROTHERS RAIL LTD,102.84,1.00,102.84,,
KFE/00015,13/02/19,6978.44,"IN THE REAR STATION YARD, BETWEEN THE YARD AND THE APPLIANCE",LFB/HQ,CLOSE BROTHERS RAIL LTD,61.85,1.00,61.85,,
KFE/00015,13/02/19,6978.44,WORK ORDER RAISED AS PER E-MAIL REQUEST    -,LFB/HQ,CLOSE BROTHERS RAIL LTD,42.86,1.00,42.86,,
KFE/00015,13/02/19,6978.44,WORK ORDER RAISED AS PER E-MAIL REQUEST,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.57,1.00,74.57,,
KFE/00015,13/02/19,6978.44,ROCK SALT STORE DOOR FAULTY  - ROTTEN TIMBER ALONG THE BOTTO,LFB/HQ,CLOSE BROTHERS RAIL LTD,72.65,1.00,72.65,,
KFE/00015,13/02/19,6978.44,ELECTRONIC KEYPAD DOOR THE PHYSICALLY LOCK IS NOT RE-ENGAGIN,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00015,13/02/19,6978.44,HANDYMAN - BANISTER FAULT - INTERNAL STAIRWELL,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFE/00015,13/02/19,6978.44,DOOR EXT - DOOR STICKING - APPLIANCE BAY,LFB/HQ,CLOSE BROTHERS RAIL LTD,41.24,1.00,41.24,,
KFE/00015,13/02/19,6978.44,ROLLER TOWEL DISPENSER HAS SHATTERED ON ONE SIDE - GROUND FL,LFB/HQ,CLOSE BROTHERS RAIL LTD,41.24,1.00,41.24,,
KFE/00015,13/02/19,6978.44,TOILETS - BROKEN TOILET SEAT - YARD,LFB/HQ,CLOSE BROTHERS RAIL LTD,94.89,1.00,94.89,,
KFE/00015,13/02/19,6978.44,HANDYMAN - BANISTER FAULT - INTERNAL STAIRWELL,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFE/00015,13/02/19,6978.44,EXTERNAL DOOR TO THE GYM - LOCK IS BROKEN -,LFB/HQ,CLOSE BROTHERS RAIL LTD,97.50,1.00,97.50,,
KFE/00015,13/02/19,6978.44,DOOR REQUIRES NEW LOCK - GROUND FLOOR - GYM,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.60,1.00,75.60,,
KFE/00015,13/02/19,6978.44,FLOOR - DAMAGED CONCRETE FLOOR - GROUND FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFE/00015,13/02/19,6978.44,THE FRONT DOOR SELF CLOSER IS NOT WORKING.,LFB/HQ,CLOSE BROTHERS RAIL LTD,25.00,1.00,25.00,,
KFE/00015,13/02/19,6978.44,HANDYMAN - REMOVE JAGGED EDGE FITTNG - 1ST FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.71,1.00,69.71,,
KFE/00015,13/02/19,6978.44,THE TOILET SEAT IN ROOM 4 IS BROKEN AND NEEDS REPLACING,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.38,1.00,95.38,,
KFE/00015,13/02/19,6978.44,A WHITEBOARD NEEDS TO BE REATTACHED TO THE WALL AS ITS FALLE,LFB/HQ,CLOSE BROTHERS RAIL LTD,98.80,1.00,98.80,,
KFE/00015,13/02/19,6978.44,REAR FIRE EXIT TO THE DOOR- LATCH NOT CATCHING CORRECTLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00015,13/02/19,6978.44,DRAIN INSIDE THE APPLIANCE BAY ITS NOT DRAINING AWAY CAUSING,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.60,1.00,75.60,,
KFE/00015,13/02/19,6978.44,SHOWER DOOR NEEDS ADJUSTING ON THE 1ST FLOOR FEMALE SHOWER R,LFB/HQ,CLOSE BROTHERS RAIL LTD,135.00,1.00,135.00,,
KFE/00015,13/02/19,6978.44,THERE IS WATER LEAKING THROUGH THE CEILING IN THE GEAR ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,116.24,1.00,116.24,,
KFE/00015,13/02/19,6978.44,1ST FLOOR APPLIANCE BAY AND LOCKER ROOM DOOR NUMBER 118   -,LFB/HQ,CLOSE BROTHERS RAIL LTD,98.28,1.00,98.28,,
KFE/00015,13/02/19,6978.44,PREVIOUS WORK ORDER REFERENCE NUMBER  F336097      -     THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,119.67,1.00,119.67,,
KFE/00017,23/02/19,9966.46,RE RAISED FROM F315039 - BA ROOM/GEAR ROOM DOOR REQUIRES ASS,LFB/HQ,CLOSE BROTHERS RAIL LTD,"1,505.17",1.00,"1,505.17",KFE/00017,"9,966.46"
KFE/00017,23/02/19,9966.46,RE-CALL OFF WORK ORDER NUMBER   F317950     -    THE DRAIN O,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.52,1.00,73.52,,
KFE/00017,23/02/19,9966.46,LOCK NEEDS TO BE REPLACED FOR THE DOOR ON THE CROSS FIRE LOC,LFB/HQ,CLOSE BROTHERS RAIL LTD,321.56,1.00,321.56,,
KFE/00017,23/02/19,9966.46,EXTERNAL DOOR TOP OF STAIRS LEADS IN THE THE COMMAND UNIT CL,LFB/HQ,CLOSE BROTHERS RAIL LTD,128.74,1.00,128.74,,
KFE/00017,23/02/19,9966.46,THE DOOR AT THE BASE OF THE TOWER IS JAMMED CLOSED,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFE/00017,23/02/19,9966.46,THERE IS A BLIND IN THE FEMALE DORM WHICH NEEDS REPLACING,LFB/HQ,CLOSE BROTHERS RAIL LTD,135.46,1.00,135.46,,
KFE/00017,23/02/19,9966.46,THERE IS A LEAKING WASTE PIPE GOING INTO THE APPLIANCE BAY.,LFB/HQ,CLOSE BROTHERS RAIL LTD,92.22,1.00,92.22,,
KFE/00017,23/02/19,9966.46,1ST FLOOR CORRIDOR- EXTERNAL DOOR- DOOR CLOSER NOT WORKING,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFE/00017,23/02/19,9966.46,RE RAISED FROM F247682 NEXT TO STATION - 1 BRAIDWOOD COURT -,LFB/HQ,CLOSE BROTHERS RAIL LTD,537.39,1.00,537.39,,
KFE/00017,23/02/19,9966.46,PMREM - LEYTON - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,105.93,1.00,105.93,,
KFE/00017,23/02/19,9966.46,PMREM - WALTHAMSTOW - GENERAL BUILDING WORK REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.25,1.00,67.25,,
KFE/00017,23/02/19,9966.46,INTUMESCENT STRIP ON THE DOOR OUTSIDE THE JUNIOR OFFICERS DO,LFB/HQ,CLOSE BROTHERS RAIL LTD,35.01,1.00,35.01,,
KFE/00017,23/02/19,9966.46,THE FLOOR SEALANT REQUIRES FIXING BELOW THE SINK IN THE WATC,LFB/HQ,CLOSE BROTHERS RAIL LTD,33.96,1.00,33.96,,
KFE/00017,23/02/19,9966.46,THE DOOR HANDLE IS NOT WORKING AND IS COMING OFF IN THE GROU,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00017,23/02/19,9966.46,THE DOOR DOES NOT CLOSE PROPERLY IN THE TV/LECTURE ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00017,23/02/19,9966.46,DOOR TO DEAD RECORD STORE - IN NEED OF REPAIR/REHANGING DOES,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00017,23/02/19,9966.46,GLASS SHELF IN LOCKER ROOM THREE HAS FALLEN OFF.,LFB/HQ,CLOSE BROTHERS RAIL LTD,37.06,1.00,37.06,,
KFE/00017,23/02/19,9966.46,DOOR CLOSER ON THE SMALL CREW MANAGERS DORMITORY - DEFECTIVE,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFE/00017,23/02/19,9966.46,BRICK WORK ON THE TRAINING TOWER HAS STARTED TO CRUMBLE ON T,LFB/HQ,CLOSE BROTHERS RAIL LTD,105.54,1.00,105.54,,
KFE/00017,23/02/19,9966.46,"IN THE GENTS TOILETS ON GROUND FLOOR, 1 OF THE 3 CUBICLES HA",LFB/HQ,CLOSE BROTHERS RAIL LTD,126.52,1.00,126.52,,
KFE/00017,23/02/19,9966.46,2ND FLOOR FEMALE DORM AND ROOM AT END OF THE CORRIDOR ON THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,93.51,1.00,93.51,,
KFE/00017,23/02/19,9966.46,DEFECT – INTUMESCENT STRIP COMING AWAY FROM FIRE DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,49.48,1.00,49.48,,
KFE/00017,23/02/19,9966.46,STATION MANAGERS SHOWER IS LEAKING WHERE THE DOOR IS NEEDS R,LFB/HQ,CLOSE BROTHERS RAIL LTD,148.95,1.00,148.95,,
KFE/00017,23/02/19,9966.46,WINDER FOR THE WINDOW IN THE LECTURE ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFE/00017,23/02/19,9966.46,ISSUE WITH DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,109.71,1.00,109.71,,
KFE/00017,23/02/19,9966.46,THE STATION YARD HAS DEEP POT HOLES IN THE CONCRETE INFRONT,LFB/HQ,CLOSE BROTHERS RAIL LTD,98.52,1.00,98.52,,
KFE/00017,23/02/19,9966.46,METAL WINDOW CLOSURE HAS COME AWAY FROM THE METAL WINDOW FRA,LFB/HQ,CLOSE BROTHERS RAIL LTD,78.30,1.00,78.30,,
KFE/00017,23/02/19,9966.46,DOOR HANDLE OF MALE TOILET NEXT TO THE GROUP MANAGERS OFFICE,LFB/HQ,CLOSE BROTHERS RAIL LTD,96.86,1.00,96.86,,
KFE/00017,23/02/19,9966.46,BOTH “5-LEVER LOCKS” NEED REMOVING FROM DOOR “B04” IN BASEME,LFB/HQ,CLOSE BROTHERS RAIL LTD,40.62,1.00,40.62,,
KFE/00017,23/02/19,9966.46,DAMP IN STATION LIBRARY HAS BEEN INVESTIGATED AND CONFIRMED,LFB/HQ,CLOSE BROTHERS RAIL LTD,279.32,1.00,279.32,,
KFE/00017,23/02/19,9966.46,DEFECTIVE DOOR LOCK/HANDLE LEADING TO ACCESSIBLE TOILET ON G,LFB/HQ,CLOSE BROTHERS RAIL LTD,155.42,1.00,155.42,,
KFE/00017,23/02/19,9966.46,DOOR HANDLE FOR THE “DROP IN ROOM” LEADING TO THE GROUP MANA,LFB/HQ,CLOSE BROTHERS RAIL LTD,116.34,1.00,116.34,,
KFE/00017,23/02/19,9966.46,DOOR BETWEEN THE APPLIANCE BAY TO THE STATION IS FAULTY NEED,LFB/HQ,CLOSE BROTHERS RAIL LTD,78.11,1.00,78.11,,
KFE/00017,23/02/19,9966.46,THE DOOR HANDLE HAS COME AWAY FROM THE DOOR IN THE GROUND FL,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.18,1.00,95.18,,
KFE/00017,23/02/19,9966.46,CAR KEY STUCK INSIDE KEY SAFE - GROUND FLOOR - WATCH ROOM,LFB/HQ,CLOSE BROTHERS RAIL LTD,99.38,1.00,99.38,,
KFE/00017,23/02/19,9966.46,RE RAISED FROM F300560 - WATCH MANAGERS DOOR HANDLE IS BROKE,LFB/HQ,CLOSE BROTHERS RAIL LTD,20.62,1.00,20.62,,
KFE/00017,23/02/19,9966.46,THE THE LECTURE ROOM   -  THIS IS  A FIRE DOOR THAT IS NOT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFE/00017,23/02/19,9966.46,WORK ORDER RAISED AS PER E-MAIL REQUEST     -,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.73,1.00,54.73,,
KFE/00017,23/02/19,9966.46,PAINT HAS STARTED TO PEEL OFF THE CEILING IN LOCKER ROOM 4 O,LFB/HQ,CLOSE BROTHERS RAIL LTD,293.90,1.00,293.90,,
KFE/00017,23/02/19,9966.46,HANDYMAN - ACCESS PANEL LOOSE - 4TH FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,96.21,1.00,96.21,,
KFE/00017,23/02/19,9966.46,WALL INT. - SEALANT FAULT - 3RD FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,88.11,1.00,88.11,,
KFE/00017,23/02/19,9966.46,IN THE WATCH MANAGERS SHOWER CUBICLE THERE ARE BROKEN TILES,LFB/HQ,CLOSE BROTHERS RAIL LTD,296.24,1.00,296.24,,
KFE/00017,23/02/19,9966.46,NORTH WEST AREA TEAM OFFICE - ON THE RIGHT - THE FIRST FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,102.26,1.00,102.26,,
KFE/00017,23/02/19,9966.46,THE STATION CURRENTLY HAVE 3-6 NOTICE BOARDS TO PUT UP ON TH,LFB/HQ,CLOSE BROTHERS RAIL LTD,241.94,1.00,241.94,,
KFE/00017,23/02/19,9966.46,1ST FLOOR - WOMEN SHOWER ROOMS - TILES AROUND THE WINDO ARE,LFB/HQ,CLOSE BROTHERS RAIL LTD,252.49,1.00,252.49,,
KFE/00017,23/02/19,9966.46,DOORS INT - REPLACE DOOR - 4TH FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,310.47,1.00,310.47,,
KFE/00017,23/02/19,9966.46,BROKEN TOILET SEAT ON THE TOP FLOOR TOILET NEXT TO THE MESS,LFB/HQ,CLOSE BROTHERS RAIL LTD,136.62,1.00,136.62,,
KFE/00017,23/02/19,9966.46,VENT OUTSIDE THE WET HUB ON THE SECOND FLOOR BY THE LPP OFFI,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFE/00017,23/02/19,9966.46,RE RAISED FROM F209433 LEAKING GUTTER REAR ON BUILDING EXTER,LFB/HQ,CLOSE BROTHERS RAIL LTD,91.65,1.00,91.65,,
KFE/00017,23/02/19,9966.46,PMREM - HAROLD HILL - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,119.29,1.00,119.29,,
KFE/00017,23/02/19,9966.46,PMREM - HAROLD HILL - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,155.33,1.00,155.33,,
KFE/00017,23/02/19,9966.46,RE RAISED FROM F309572  - GYM DOOR DOES NOT SHUT PROPERLY,LFB/HQ,CLOSE BROTHERS RAIL LTD,257.39,1.00,257.39,,
KFE/00017,23/02/19,9966.46,TWO DOOR CLOSER NEED ADJUSTING TO STOP DOORS SLAMMING,LFB/HQ,CLOSE BROTHERS RAIL LTD,149.24,1.00,149.24,,
KFE/00017,23/02/19,9966.46,YARD DRAINS ARE BLOCKED IN THE REAR OF THE STATION 2 DRAINS,LFB/HQ,CLOSE BROTHERS RAIL LTD,127.52,1.00,127.52,,
KFE/00017,23/02/19,9966.46,WATER HYDRANT IN THE YARD IS LEAKING UNABLE TO SHUT OFF,LFB/HQ,CLOSE BROTHERS RAIL LTD,102.49,1.00,102.49,,
KFE/00017,23/02/19,9966.46,REAR STAIRCASE TOP STAIR ON THE 1ST FLOOR STEP HAS COME OFF,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.68,1.00,57.68,,
KFE/00017,23/02/19,9966.46,FOLLOWING FROM A HEALTH AND SAFETY INSPECTION,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.08,1.00,73.08,,
KFE/00017,23/02/19,9966.46,1ST FLOOR IN THE MESS   -  THERE IS A FIRE DOOR THAT IS INBE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.82,1.00,57.82,,
KFE/00017,23/02/19,9966.46,"FEMALE TOILETS ON THE 2ND FLOOR, EAST STAIRWAY - TOILET DOOR",LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KFE/00017,23/02/19,9966.46,KEYPAD DIGIT LOCK IS BROKEN ON THE SIDE ENTRANCE DOOR ON THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,59.58,1.00,59.58,,
KFE/00017,23/02/19,9966.46,PMREM - ILFORD - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.31,1.00,64.31,,
KFE/00017,23/02/19,9966.46,THE FIRE DOOR (G43) FROM THE HALLWAY TO THE KITCHEN IS DEFEC,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.62,1.00,95.62,,
KFE/00017,23/02/19,9966.46,PMREM - WENNINGTON - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.47,1.00,82.47,,
KFE/00017,23/02/19,9966.46,GROUND FLOOR IN THE GYM WOODEN WINDOW FRAME IS ROTTING AND T,LFB/HQ,CLOSE BROTHERS RAIL LTD,240.31,1.00,240.31,,
KFE/00017,23/02/19,9966.46,FIRE DOOR TO THE APPLIANCE BAY IS NOT CLOSING CORRECTLY - PO,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00017,23/02/19,9966.46,PMREM - BARKING - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,47.86,1.00,47.86,,
KFE/00017,23/02/19,9966.46,LORRY HAS CLIPPED THE CONCRETE GOING IN TO THE APPLIANCE BAY,LFB/HQ,CLOSE BROTHERS RAIL LTD,131.95,1.00,131.95,,
KFE/00017,23/02/19,9966.46,GATE TO THE FRONT DOOR OF THE STATION - NOT ALWAYS CLOSING,LFB/HQ,CLOSE BROTHERS RAIL LTD,114.00,1.00,114.00,,
KFE/00017,23/02/19,9966.46,"FRONT DOOR TO STATION, DOOR CATCH HAS SPLIT",LFB/HQ,CLOSE BROTHERS RAIL LTD,277.17,1.00,277.17,,
KFE/00018,23/02/19,5093.22,DOOR FROM HALLWAY INTO STATION OFFICE IS STICKING - GROUND F,LFB/HQ,CLOSE BROTHERS RAIL LTD,614.92,1.00,614.92,KFE/00018,"5,093.22"
KFE/00018,23/02/19,5093.22,MALE TOILET SIGN FOR DOOR G29 TO BE FITTED MALE WASHROOM NEA,LFB/HQ,CLOSE BROTHERS RAIL LTD,28.45,1.00,28.45,,
KFE/00018,23/02/19,5093.22,ADJUST THE DOOR CLOSURE FROM CORRIDOR TO TV ROOM ON THE FIRS,LFB/HQ,CLOSE BROTHERS RAIL LTD,115.00,1.00,115.00,,
KFE/00018,23/02/19,5093.22,DIGILOCK ON THE FRONT DOOR IS NOT WORKING- CAN ONLY BE OPENE,LFB/HQ,CLOSE BROTHERS RAIL LTD,24.38,1.00,24.38,,
KFE/00018,23/02/19,5093.22,DOOR TO THE DRILL TOWER IS DEFECTIVE,LFB/HQ,CLOSE BROTHERS RAIL LTD,"2,176.67",1.00,"2,176.67",,
KFE/00018,23/02/19,5093.22,TOILET SEAT BROKEN - COMMUNITY ROOM - GROUND FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,116.83,1.00,116.83,,
KFE/00018,23/02/19,5093.22,WORK ORDER RAISED AS PER E-MAIL REQUEST     -,LFB/HQ,CLOSE BROTHERS RAIL LTD,235.00,1.00,235.00,,
KFE/00018,23/02/19,5093.22,SINKS - PLUG FAULTS - 3RD FLOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,77.25,1.00,77.25,,
KFE/00018,23/02/19,5093.22,PMREM - WALTHAMSTOW - GENERAL BUILDING WORK REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,72.24,1.00,72.24,,
KFE/00018,23/02/19,5093.22,ROOF REQUIRES REPAIRING ON SHED/OUTBUILDING IN BETWEEN STATI,LFB/HQ,CLOSE BROTHERS RAIL LTD,230.58,1.00,230.58,,
KFE/00018,23/02/19,5093.22,1ST FLOOR - BACK STAIR CASE NR COMMAND OFFICE,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.81,1.00,95.81,,
KFE/00018,23/02/19,5093.22,PMREM - HAROLD HILL - GENERAL BUILDING WORKS REMEDIALS - CAT,LFB/HQ,CLOSE BROTHERS RAIL LTD,50.95,1.00,50.95,,
KFE/00018,23/02/19,5093.22,THE GUTTERS ARE BLOCKED AT THE FRONT AND BACK OF THE STATION,LFB/HQ,CLOSE BROTHERS RAIL LTD,194.88,1.00,194.88,,
KFE/00018,23/02/19,5093.22,THE SHOWER HEAD IN THE WATCH MANAGERS SHOWER ROOM - FIRST FL,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.11,1.00,48.11,,
KFE/00018,23/02/19,5093.22,IN KITCHEN MOULD IN THE CUPBOARD - CAUSED BY LEAKING WASTE P,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.72,1.00,68.72,,
KFE/00018,23/02/19,5093.22,DOOR TO THE BA ROOM ISNT CLOSING PROPERLY - FAULT WITH THE L,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00018,23/02/19,5093.22,RE-FIX DEFECTIVE ROLLER CATCH TO FEMALE ACCOMMODATION ENTRAN,LFB/HQ,CLOSE BROTHERS RAIL LTD,46.02,1.00,46.02,,
KFE/00018,23/02/19,5093.22,REPLACE MISSING RETAINING SCREW TO FEMALE ACCOMMODATION THUM,LFB/HQ,CLOSE BROTHERS RAIL LTD,40.62,1.00,40.62,,
KFE/00018,23/02/19,5093.22,CLEAR BLOCKED GUTTERS/ RAIN WATER GRATES. HOPPER HEADS TO RE,LFB/HQ,CLOSE BROTHERS RAIL LTD,81.00,1.00,81.00,,
KFE/00018,23/02/19,5093.22,ADJUST DOOR CLOSER TO GYMNASIUM DOOR,LFB/HQ,CLOSE BROTHERS RAIL LTD,25.00,1.00,25.00,,
KFE/00018,23/02/19,5093.22,"THE TOILET ON THE STAIRWELL, BETWEEN GROUND AND FIRST FLOOR,",LFB/HQ,CLOSE BROTHERS RAIL LTD,42.86,1.00,42.86,,
KFE/00018,23/02/19,5093.22,PMREM - POPLAR - GENERAL BUILDING WORKS REMEDIALS - CAT C,LFB/HQ,CLOSE BROTHERS RAIL LTD,38.45,1.00,38.45,,
KFE/00018,23/02/19,5093.22,CREW MANAGER ROOM - RENEW DOOR HANDLES.,LFB/HQ,CLOSE BROTHERS RAIL LTD,48.39,1.00,48.39,,
KFE/00018,23/02/19,5093.22,STATION OFFICE ROOM - OVERHAUL DOOR.,LFB/HQ,CLOSE BROTHERS RAIL LTD,90.00,1.00,90.00,,
KFE/00018,23/02/19,5093.22,GYM ROOM - RENEW DOOR HANDLES.,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.75,1.00,82.75,,
KFE/00018,23/02/19,5093.22,KITCHEN ROOM - OVERHAUL OVERHEAD DOOR CLOSER.,LFB/HQ,CLOSE BROTHERS RAIL LTD,25.00,1.00,25.00,,
KFE/00018,23/02/19,5093.22,LPP OFFICE THE BLIND IN OUR OFFICE IS NOT CLOSING PROPERLY.,LFB/HQ,CLOSE BROTHERS RAIL LTD,146.78,1.00,146.78,,
KFE/00018,23/02/19,5093.22,WINDOW CLOSER IS BROKEN IN THE KITCHEN ABOVE THE SINK ON THE,LFB/HQ,CLOSE BROTHERS RAIL LTD,65.98,1.00,65.98,,
KFE/00018,23/02/19,5093.22,PMREM - ELTHAM - GENERAL BUILDING WORKS REMEDIALS - CAT B,LFB/HQ,CLOSE BROTHERS RAIL LTD,86.22,1.00,86.22,,
KFE/00018,23/02/19,5093.22,THERE IS A LOOSE FLOOR TILE IN THE APPLIANCE BAY - METAL TIL,LFB/HQ,CLOSE BROTHERS RAIL LTD,34.36,1.00,34.36,,
KGD/00030,05/02/19,5764.50,TREE SURVEY 2017,LFB/HQ,G BURLEY & SONS LTD,"5,638.50",1.00,"5,638.50",KGD/00030,"5,764.50"
KGD/00030,05/02/19,5764.50,PLEASE CAN YOU ARRANGE A QUOTE FOR THE CUTTING BACK AND REMO,LFB/HQ,G BURLEY & SONS LTD,126.00,1.00,126.00,,
KMK/00011,09/01/19,8877.51,PIPEWORK ON DRY RISING MAIN IN DRILL TOWER,LFB/HQ,KIER BUILDING SERV ENGINEERS,44.78,1.00,44.78,KMK/00011,"8,877.51"
KMK/00011,09/01/19,8877.51,DRAIN NEAR THE BA ROOM (BASEMENT) AND DRAIN IN THE YARD/ RAI,LFB/HQ,KIER BUILDING SERV ENGINEERS,71.64,1.00,71.64,,
KMK/00011,09/01/19,8877.51,THE URINALS HAVE FLOODED IN GROUND FLOOR MALE TOILETS,LFB/HQ,KIER BUILDING SERV ENGINEERS,186.29,1.00,186.29,,
KMK/00011,09/01/19,8877.51,1ST FLOOR - KITCHEN AREA - EXTRACTOR FAN - THERE IS TWO STIC,LFB/HQ,KIER BUILDING SERV ENGINEERS,35.82,1.00,35.82,,
KMK/00011,09/01/19,8877.51,"FEMALE FIRE FIGHTERS ACCOMODATION - LEAK FROM THE CEILING, F",LFB/HQ,KIER BUILDING SERV ENGINEERS,62.67,1.00,62.67,,
KMK/00011,09/01/19,8877.51,PROBLEM  WITH THE OVEN - THE IGNITOR IS NOT WORKING,LFB/HQ,KIER BUILDING SERV ENGINEERS,35.82,1.00,35.82,,
