Order Number,Status Code,Type,Initial Entry Date (Display),Amt Tot Hcur,Line Number,Part Description,Centre Name,Vendor Name,Order Number Grouped,Unit Cost,Order Quantity,Line Cost,Order Cost (from Lines)
PGS/09953,5,P,26/05/2016,8109.35,13,ESA LDV - RUBBER COVER        GREEN(H2S),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09953,13.67,10,136.7,8109.35
PGS/09953,5,P,26/05/2016,8109.35,14,PNEUMATICS - O RING,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09953,0.44,250,110,8109.35
PGS/09985,5,P,14/06/2016,5903.1,1,O RING M18,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,0.43,200,86,5903.1
PGS/09985,5,P,14/06/2016,5903.1,2,IN-LINE VALVE HEAD KIT,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,8.1,10,81,5903.1
PGS/09985,5,P,14/06/2016,5903.1,3,SPINDLE BEARING,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,3,20,60,5903.1
PGS/09985,5,P,14/06/2016,5903.1,4,GENERIC REDUCER PISTON,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,9.76,72,702.72,5903.1
PGS/09985,5,P,14/06/2016,5903.1,5,CAPILLARY KIT. 15 YEAR FOR    TWIN PACK CYLINDERS,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,35.4,10,354,5903.1
PGS/09985,5,P,14/06/2016,5903.1,6,PSS7000 SHOULDER PAD(RH),P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,63.65,10,636.5,5903.1
PGS/09985,5,P,14/06/2016,5903.1,7,PSS7000 MP HOSE,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,35.875,20,717.5,5903.1
PGS/09985,5,P,14/06/2016,5903.1,8,FPS7000 FACEMASK HEAD HARNESS M/L CR BLACK,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,13.87,50,693.5,5903.1
PGS/09985,5,P,14/06/2016,5903.1,9,FPS 7000 FACE MASK NECK       SUPPORT STRAP PVC,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,8.61,4,34.44,5903.1
PGS/09985,5,P,14/06/2016,5903.1,10,FPS 7000 FACEMASK CLAMP F2.,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,5.31,80,424.8,5903.1
PGS/09985,5,P,14/06/2016,5903.1,11,ESA LDV - ATB ASSY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,38.02,20,760.4,5903.1
PGS/09985,5,P,14/06/2016,5903.1,12,ESA LDV - TAILPIECE SPACER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,0.38,200,76,5903.1
PGS/09985,5,P,14/06/2016,5903.1,13,BALANCED PISTON ASSEMBLY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,23.31,20,466.2,5903.1
PGS/09985,5,P,14/06/2016,5903.1,14,PNEUMATICS - SINTERED FILTER,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,2.92,200,584,5903.1
PGS/09985,5,P,14/06/2016,5903.1,15,ROLLER BUCKLE GREY,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,1.792,40,71.68,5903.1
PGS/09985,5,P,14/06/2016,5903.1,16,ADHESIVE STRIP,P.E. GROUP,DRAEGER SAFETY UK LIMITED=====,PGS/09985,77.18,2,154.36,5903.1
PSP/21026,5,P,06/04/2016,5142,1,VARIOUS WORKS - BARKING FS,BARKING FIRE STATION,B NOKES CONTRACTS LTD,PSP/21026,5142,1,5142,5142
PSP/21029,5,P,06/04/2016,5196,1,SHOWER WORKS - LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,PSP/21029,5196,1,5196,5196
PSP/21031,5,P,06/04/2016,6620,1,CEILING WORKS - LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,PSP/21031,6620,1,6620,6620
PSP/21037,5,P,08/04/2016,5196,1,SHOWER WORKS - LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,PSP/21037,5196,1,5196,5196
PSP/21041,1,P,08/04/2016,6680,1,INTERCEPTOR MAINTENANCE - FELTHAM FS,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,PSP/21041,1670,1,1670,6680
PSP/21041,1,P,08/04/2016,6680,2,INTERCEPTOR MAINTENANCE - NORTHOLT FS,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,PSP/21041,1670,1,1670,6680
PSP/21041,1,P,08/04/2016,6680,3,INTERCEPTOR MAINTENANCE - STANMORE FS,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,PSP/21041,1670,1,1670,6680
PSP/21041,1,P,08/04/2016,6680,4,INTERCEPTOR MAINTENANCE - LEYTON FS,PROPERTY SERVICES (3 US),FAHEY BUILDERS LTD============,PSP/21041,1670,1,1670,6680
PSP/21045,1,P,11/04/2016,6000,1,UNION STREET HQ - MONTLY CATERING CONSULTANCY FEES 2016/17,PROPERTY SERVICES (3 US),CONTRACT CATERING CONSULTANTS=,PSP/21045,1,6000,6000,6000
PSP/21058,1,P,12/04/2016,8641.05,1,FLOORING REPLACEMENT AFTER RE- REDECORATION - LEWISHAM FS,LEWISHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,PSP/21058,8641.05,1,8641.05,8641.05
PSP/21059,5,P,12/04/2016,7155,1,INTERCEPTOR CLEANING - BARNET FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,2,INTERCEPTOR CLEANING - KENTISH TOWN FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,3,INTERCEPTOR CLEANING - PARK ROYAL FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,4,INTERCEPTOR CLEANING - STANMORE FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,5,INTERCEPTOR CLEANING - BATTERSEA FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,6,INTERCEPTOR CLEANING - KINGSTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,7,INTERCEPTOR CLEANING - NEW MALDEN FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,8,INTERCEPTOR CLEANING - BECKENHAM FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21059,5,P,12/04/2016,7155,9,INTERCEPTOR CLEANING - SUTTON FS,PROPERTY SERVICES (3 US),MOOLANDS LTD,PSP/21059,795,1,795,7155
PSP/21063,5,P,12/04/2016,7608.5,1,SHOWER WORKS 1 AND 2 - EALING FS,EALING FIRE STATION,B NOKES CONTRACTS LTD,PSP/21063,7608.5,1,7608.5,7608.5
PSP/21064,5,P,13/04/2016,6435,1,TRAINING AND RELEASE TEAM WORKS - STRATFORD,STRATFORD FIRE STATION,B NOKES CONTRACTS LTD,PSP/21064,6435,1,6435,6435
PSP/21073,5,P,14/04/2016,5501.04,1,CROYDON FS - TRAINING FACILITY,CROYDON FIRE STATION,AECOM INFRASTRUCTURE &,PSP/21073,1,4001.04,4001.04,5501.04
PSP/21073,5,P,14/04/2016,5501.04,2,CROYDON FS - TRAINING FACILITY - SUPPLEMENTARY ORDER,CROYDON FIRE STATION,AECOM INFRASTRUCTURE &,PSP/21073,1500,1,1500,5501.04
PSP/21079,1,P,14/04/2016,5196.5,1,MALE SHOWER WORKS NO 5- LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,PSP/21079,5196.5,1,5196.5,5196.5
PSP/21080,1,P,14/04/2016,5196.5,1,FEMALE SHOWER WORKS NO 5- LEYTON FS,LEYTON FIRE STATION,B NOKES CONTRACTS LTD,PSP/21080,5196.5,1,5196.5,5196.5
PSP/21083,1,P,14/04/2016,5239.5,1,PORTACABIN REMOVAL - ENFIELD FS,ENFIELD FIRE STATION,B NOKES CONTRACTS LTD,PSP/21083,5239.5,1,5239.5,5239.5
PSP/21084,1,P,14/04/2016,5222.5,1,LINE MARKING - FULHAM FS,FULHAM FIRE STATION,B NOKES CONTRACTS LTD,PSP/21084,5222.5,1,5222.5,5222.5
PSP/21085,1,P,14/04/2016,7585.5,1,SHOWERS WORKS 3 AND 4 - EALING FS,EALING FIRE STATION,B NOKES CONTRACTS LTD,PSP/21085,7585.5,1,7585.5,7585.5
PSP/21086,1,P,15/04/2016,5181.1,1,TEMPORARY BOILER INSTALLATION,SIDCUP FIRE STATION,KIER BUILDING SERV ENGINEERS==,PSP/21086,5181.1,1,5181.1,5181.1
PSP/21088,5,P,18/04/2016,5400,1,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-CROYDON,PROPERTY SERVICES (3 US),W E HEWITT,PSP/21088,1,900,900,5400
PSP/21088,5,P,18/04/2016,5400,2,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-ERITH,"SITE MANAGER, STC",W E HEWITT,PSP/21088,1,900,900,5400
PSP/21088,5,P,18/04/2016,5400,3,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-HAYES,"SITE MANAGER, STC",W E HEWITT,PSP/21088,1,900,900,5400
PSP/21088,5,P,18/04/2016,5400,4,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-NEW MALDEN,"SITE MANAGER, STC",W E HEWITT,PSP/21088,1,900,900,5400
PSP/21088,5,P,18/04/2016,5400,5,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-PADDINGTON,"SITE MANAGER, STC",W E HEWITT,PSP/21088,1,900,900,5400
PSP/21088,5,P,18/04/2016,5400,9,MAINTENANCE OF COMMUNICATION SYSTEM IN BA BLDG-TOTTENHAM,"SITE MANAGER, STC",W E HEWITT,PSP/21088,1,900,900,5400
PSP/21089,1,P,18/04/2016,9950,1,SHOWER REFURBISHMENT - UNION ST,PROPERTY SERVICES (3 US),BURKE HUNTER ADAMS LLP,PSP/21089,1,5850,5850,9950
PSP/21089,1,P,18/04/2016,9950,2,SHOWER REFURBISHMENT - UNION ST,PROPERTY SERVICES (3 US),BURKE HUNTER ADAMS LLP,PSP/21089,1,4100,4100,9950
PSP/21097,1,P,19/04/2016,5635,1,ASBESTOS REINSPECTIONS BATCH 11 - BEXLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,2,ASBESTOS REINSPECTIONS BATCH 11 - HOMERTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,3,ASBESTOS REINSPECTIONS BATCH 11 - KENSINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,4,ASBESTOS REINSPECTIONS BATCH 11 - LEWISHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,5,ASBESTOS REINSPECTIONS BATCH 11 - RUISLIP WS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,6,ASBESTOS REINSPECTIONS BATCH 11 - TOTTENHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,7,ASBESTOS REINSPECTIONS BATCH 11 - WALLINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,8,ASBESTOS REINSPECTIONS BATCH 11 - WEMBLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,350,350,5635
PSP/21097,1,P,19/04/2016,5635,9,ASBESTOS REINSPECTIONS BATCH 12 - 8AE,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,1,700,700,5635
PSP/21097,1,P,19/04/2016,5635,10,ASBESTOS REINSPECTIONS BATCH 12 - BARNET FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,11,ASBESTOS REINSPECTIONS BATCH 12 - CROYDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,350,1,350,5635
PSP/21097,1,P,19/04/2016,5635,12,ASBESTOS REINSPECTIONS BATCH 12 - DOWGATE FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,13,ASBESTOS REINSPECTIONS BATCH 12 - HORNCHURCH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,14,ASBESTOS REINSPECTIONS BATCH 12 - ISLINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,15,ASBESTOS REINSPECTIONS BATCH 12 - LAMBETH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,350,1,350,5635
PSP/21097,1,P,19/04/2016,5635,16,ASBESTOS REINSPECTIONS BATCH 12 - LAMBETH RIVER FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,17,ASBESTOS REINSPECTIONS BATCH 12 - LEYTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,18,ASBESTOS REINSPECTIONS BATCH 12 - PECKHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,55,1,55,5635
PSP/21097,1,P,19/04/2016,5635,19,ASBESTOS REINSPECTIONS BATCH 12 - SIDCUP FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,350,1,350,5635
PSP/21097,1,P,19/04/2016,5635,20,ASBESTOS REINSPECTIONS BATCH 12 - UNION ST,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,350,1,350,5635
PSP/21097,1,P,19/04/2016,5635,21,ASBESTOS REINSPECTIONS BATCH 12 - WIMBLEDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21097,350,1,350,5635
PSP/21099,1,P,19/04/2016,8000,1,CLEANIMG OF LFB HEAD OFFICE - UNION ST,PROPERTY SERVICES (3 US),KNIGHTON CLEANING SERVICES LTD,PSP/21099,1,8000,8000,8000
PSP/21106,5,P,19/04/2016,5723.87,1,FLOORING REPLACEMENT AFTER RE- REDECORATION - CROYDON FS,CROYDON FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,PSP/21106,5723.87,1,5723.87,5723.87
PSP/21108,1,P,19/04/2016,9442.6,1,FLOORING REPLACEMENT AFTER RE- REDECORATION - SUTTON FS,SUTTON FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,PSP/21108,9442.6,1,9442.6,9442.6
PSP/21112,1,P,20/04/2016,7950,1,ROOF WORKS - HAINAULT FS,HAINAULT FIRE STATION,AA WOODS,PSP/21112,7950,1,7950,7950
PSP/21113,5,P,20/04/2016,6148.75,1,ASBESTOS MANAGEMENT CONSULTANCY- ADDINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,360,1,360,6148.75
PSP/21113,5,P,20/04/2016,6148.75,2,ASBESTOS MANAGEMENT CONSULTANCY- LAMBETH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,472.5,1,472.5,6148.75
PSP/21113,5,P,20/04/2016,6148.75,3,ASBESTOS MANAGEMENT CONSULTANCY- BARKING FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,55,1,55,6148.75
PSP/21113,5,P,20/04/2016,6148.75,4,ASBESTOS MANAGEMENT CONSULTANCY- BARNET FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,55,1,55,6148.75
PSP/21113,5,P,20/04/2016,6148.75,5,ASBESTOS MANAGEMENT CONSULTANCY- BECKENHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,445,1,445,6148.75
PSP/21113,5,P,20/04/2016,6148.75,6,ASBESTOS MANAGEMENT CONSULTANCY- BEXLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,245,1,245,6148.75
PSP/21113,5,P,20/04/2016,6148.75,7,ASBESTOS MANAGEMENT CONSULTANCY- BIGGIN HILL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,245,1,245,6148.75
PSP/21113,5,P,20/04/2016,6148.75,8,ASBESTOS MANAGEMENT CONSULTANCY- CLAPHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,612.5,1,612.5,6148.75
PSP/21113,5,P,20/04/2016,6148.75,9,ASBESTOS MANAGEMENT CONSULTANCY- CROYDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,1126.25,1,1126.25,6148.75
PSP/21113,5,P,20/04/2016,6148.75,10,ASBESTOS MANAGEMENT CONSULTANCY- DEPTFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,103.75,1,103.75,6148.75
PSP/21113,5,P,20/04/2016,6148.75,11,ASBESTOS MANAGEMENT CONSULTANCY- EDMONTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,180,1,180,6148.75
PSP/21113,5,P,20/04/2016,6148.75,12,ASBESTOS MANAGEMENT CONSULTANCY- ENFIELD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,290,1,290,6148.75
PSP/21113,5,P,20/04/2016,6148.75,13,ASBESTOS MANAGEMENT CONSULTANCY- ERITH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,225,1,225,6148.75
PSP/21113,5,P,20/04/2016,6148.75,14,ASBESTOS MANAGEMENT CONSULTANCY-  FELTHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,160,1,160,6148.75
PSP/21113,5,P,20/04/2016,6148.75,15,ASBESTOS MANAGEMENT CONSULTANCY- FINCHLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,320,1,320,6148.75
PSP/21113,5,P,20/04/2016,6148.75,16,ASBESTOS MANAGEMENT CONSULTANCY- FULHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,48.75,1,48.75,6148.75
PSP/21113,5,P,20/04/2016,6148.75,17,ASBESTOS MANAGEMENT CONSULTANCY- HENDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,55,1,55,6148.75
PSP/21113,5,P,20/04/2016,6148.75,18,ASBESTOS MANAGEMENT CONSULTANCY- HESTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,345,1,345,6148.75
PSP/21113,5,P,20/04/2016,6148.75,19,ASBESTOS MANAGEMENT CONSULTANCY- HILLINGDON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,160,1,160,6148.75
PSP/21113,5,P,20/04/2016,6148.75,20,ASBESTOS MANAGEMENT CONSULTANCY- HOLLOWAY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,97.5,1,97.5,6148.75
PSP/21113,5,P,20/04/2016,6148.75,21,ASBESTOS MANAGEMENT CONSULTANCY- HOMERTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,110,1,110,6148.75
PSP/21113,5,P,20/04/2016,6148.75,22,ASBESTOS MANAGEMENT CONSULTANCY- HORNSEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,152.5,1,152.5,6148.75
PSP/21113,5,P,20/04/2016,6148.75,23,ASBESTOS MANAGEMENT CONSULTANCY- KENTISH TOWN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,125,1,125,6148.75
PSP/21113,5,P,20/04/2016,6148.75,24,ASBESTOS MANAGEMENT CONSULTANCY- HOURLY RATE,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21113,160,1,160,6148.75
PSP/21115,5,P,20/04/2016,6411.25,1,ASBESTOS MANAGEMENT CONSULTANCY- ILFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,55,1,55,6411.25
PSP/21115,5,P,20/04/2016,6411.25,2,ASBESTOS MANAGEMENT CONSULTANCY- ISLINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,110,1,110,6411.25
PSP/21115,5,P,20/04/2016,6411.25,3,ASBESTOS MANAGEMENT CONSULTANCY- LEWISHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,370,1,370,6411.25
PSP/21115,5,P,20/04/2016,6411.25,4,ASBESTOS MANAGEMENT CONSULTANCY- MILL HILL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,97.5,1,97.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,5,ASBESTOS MANAGEMENT CONSULTANCY- NEW CROSS FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,390,1,390,6411.25
PSP/21115,5,P,20/04/2016,6411.25,6,ASBESTOS MANAGEMENT CONSULTANCY- NEW MALDEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,235,1,235,6411.25
PSP/21115,5,P,20/04/2016,6411.25,7,ASBESTOS MANAGEMENT CONSULTANCY- NORBURY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,110,1,110,6411.25
PSP/21115,5,P,20/04/2016,6411.25,8,ASBESTOS MANAGEMENT CONSULTANCY- NORTH KENSINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,146.25,1,146.25,6411.25
PSP/21115,5,P,20/04/2016,6411.25,9,ASBESTOS MANAGEMENT CONSULTANCY- PADDINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,195,1,195,6411.25
PSP/21115,5,P,20/04/2016,6411.25,10,ASBESTOS MANAGEMENT CONSULTANCY- PARK ROYAL FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,165,1,165,6411.25
PSP/21115,5,P,20/04/2016,6411.25,11,ASBESTOS MANAGEMENT CONSULTANCY- PLUMSTEAD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,187.5,1,187.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,12,ASBESTOS MANAGEMENT CONSULTANCY- POPLAR FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,382.5,1,382.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,13,ASBESTOS MANAGEMENT CONSULTANCY- ROMFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,352.5,1,352.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,14,ASBESTOS MANAGEMENT CONSULTANCY-  SHOREDITCH FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,250,1,250,6411.25
PSP/21115,5,P,20/04/2016,6411.25,15,ASBESTOS MANAGEMENT CONSULTANCY- SIDCUP FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,195,1,195,6411.25
PSP/21115,5,P,20/04/2016,6411.25,16,ASBESTOS MANAGEMENT CONSULTANCY- SOHO FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,48.75,1,48.75,6411.25
PSP/21115,5,P,20/04/2016,6411.25,17,ASBESTOS MANAGEMENT CONSULTANCY- STOKE NEWINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,545,1,545,6411.25
PSP/21115,5,P,20/04/2016,6411.25,18,ASBESTOS MANAGEMENT CONSULTANCY- STRATFORD FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,642.5,1,642.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,19,ASBESTOS MANAGEMENT CONSULTANCY- SURBITON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,195,1,195,6411.25
PSP/21115,5,P,20/04/2016,6411.25,20,ASBESTOS MANAGEMENT CONSULTANCY- SUTTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,595,1,595,6411.25
PSP/21115,5,P,20/04/2016,6411.25,21,ASBESTOS MANAGEMENT CONSULTANCY- TOOTING FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,62.5,1,62.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,22,ASBESTOS MANAGEMENT CONSULTANCY-  TWICKENHAM FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,165,1,165,6411.25
PSP/21115,5,P,20/04/2016,6411.25,23,ASBESTOS MANAGEMENT CONSULTANCY- WALLINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,195,1,195,6411.25
PSP/21115,5,P,20/04/2016,6411.25,24,ASBESTOS MANAGEMENT CONSULTANCY- WEMBLEY FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,97.5,1,97.5,6411.25
PSP/21115,5,P,20/04/2016,6411.25,25,ASBESTOS MANAGEMENT CONSULTANCY- WENNINGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,55,1,55,6411.25
PSP/21115,5,P,20/04/2016,6411.25,26,ASBESTOS MANAGEMENT CONSULTANCY- WILLESDEN FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,48.75,1,48.75,6411.25
PSP/21115,5,P,20/04/2016,6411.25,27,ASBESTOS MANAGEMENT CONSULTANCY- HOURLY RATE,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21115,520,1,520,6411.25
PSP/21125,5,P,21/04/2016,5555,1,ASBESTOS MANAGEMENT CONSULTANCY- ADDIMGTON FS,PROPERTY SERVICES (3 US),GRADIENT CONSULTANTS LLP======,PSP/21125,55,1,55,5555
