 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasws
280716K,"TOYE, KENNING & SPENCER LTD===",1030502,1,255,UNIFORMS - POMS,04/08/2016,255,Procurement,Clothing
010816G,BRIGLY FIRE LTD,139,1,"3,666.60",CONSULTANTS,04/08/2016,"3,666.60",Fire Safety Regulation,Fire & Rescue
280716K,MAX WATCHES,1882,1,657.47,OPERATIONAL EQUIP-PURCHASE,04/08/2016,657.47,Operational Policy,Domestic Good
010816G,PROLEC CONTRACTORS LTD,10571,1,"3,338.40",PLANNED BUILDING DECORATIONS,04/08/2016,"3,338.40",Technical and Service Support,Building Constr Materials
800087089,*JAMES HUNTER (OUTFITTERS) LTD,108841,1,368.8,CLOTHING,04/08/2016,441.67,Development and Training,Clothing
800087089,*JAMES HUNTER (OUTFITTERS) LTD,108841,2,72.87,CLOTHING,04/08/2016,,Development and Training,Clothing
800087092,*JAMES HUNTER (OUTFITTERS) LTD,108844,1,293.13,CLOTHING,04/08/2016,293.13,Fire Stations (South West),Clothing
290716G,*SPRUE SAFETY PRODUCTS LTD====,1093974,1,618,FIRE DETECTORS,04/08/2016,618,Fire Stations (North East),Health & Safety
260716K,INFOR (UNITED KINGDOM) LIMITED,11615330-GB04G,1,"1,221.00",MAINTENANCE & SUPPORT,04/08/2016,"2,751.00",Information and Communication Technology,ICT
260716K,INFOR (UNITED KINGDOM) LIMITED,11615330-GB04G,2,"1,360.00",MAINTENANCE & SUPPORT,04/08/2016,,Information and Communication Technology,ICT
260716K,INFOR (UNITED KINGDOM) LIMITED,11615330-GB04G,3,170,MAINTENANCE & SUPPORT,04/08/2016,,Information and Communication Technology,ICT
260716K,INFOR (UNITED KINGDOM) LIMITED,11615343-GB04G,1,31,MAINTENANCE & SUPPORT,04/08/2016,"1,391.00",Information and Communication Technology,ICT
260716K,INFOR (UNITED KINGDOM) LIMITED,11615343-GB04G,2,"1,360.00",MAINTENANCE & SUPPORT,04/08/2016,,Information and Communication Technology,ICT
260716K,INFOR (UNITED KINGDOM) LIMITED,11615344-GB04G,1,"1,280.00",MAINTENANCE & SUPPORT,04/08/2016,"1,280.00",Information and Communication Technology,ICT
010816G,PARTNERS BY DESIGN LTD,1221026616,1,565,GENERAL,04/08/2016,565,Central Finance,Facilities & Management S
141570,AFFINITY WATER,13273831V,1,292.69,WATER & SEWERAGE RATES,04/08/2016,292.69,Technical and Service Support,Utilities
290716G,PCC FOR WEST MIDLANDS,137124,1,500,PROFESSIONAL DEVELOPMENT,04/08/2016,500,Operational Resilience,Statutory Bodies
280716K,IMTECH INVIRON,15006480R7,1,"3,130.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,"43,268.00",Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,2,"3,535.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,3,"3,906.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,4,"1,494.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,5,"1,509.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,6,"3,796.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,7,"1,963.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,8,"4,867.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,9,"4,197.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,10,"3,827.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,11,"5,224.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,12,"1,623.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,IMTECH INVIRON,15006480R7,13,"4,197.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,SURREY BLIND & CURTAIN CO=====,15107,1,365,FIXTURES & FITTINGS,04/08/2016,365,Technical and Service Support,"Works - Construction, R&M"
141570,LONDON PENSIONS FUND AUTHORITY,1544,1,"82,513.66",LOCAL GOVT PENSION SCHEME PAYM,04/08/2016,"82,513.66",Central Finance,Financial Services
270716K,KIER BUILDING SERV ENGINEERS==,16010235,1,"24,234.78",TACTICAL DAY TO DAY,04/08/2016,"71,045.75",Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,2,"1,723.89",TACTICAL DAY TO DAY,04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,3,"5,460.12",TACTICAL DAY TO DAY,04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,4,"6,893.19",TACTICAL DAY TO DAY,04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,5,"7,175.24",STRATEGIC (CYCLICAL),04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,6,"2,580.51",STRATEGIC (CYCLICAL),04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,7,"4,922.76",STRATEGIC (CYCLICAL),04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010235,8,"18,055.26",STRATEGIC (CYCLICAL),04/08/2016,,Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010236,1,"71,045.75",STRATEGIC (CYCLICAL),04/08/2016,"71,045.75",Technical and Service Support,"Works - Construction, R&M"
270716K,KIER BUILDING SERV ENGINEERS==,16010237,1,"71,045.75",TACTICAL DAY TO DAY,04/08/2016,"71,045.75",Technical and Service Support,"Works - Construction, R&M"
220716K,KIER BUILDING SERV ENGINEERS==,16010337,1,"11,823.46",STRATEGIC (CYCLICAL),04/08/2016,"11,823.46",Technical and Service Support,"Works - Construction, R&M"
220716K,KIER BUILDING SERV ENGINEERS==,16010338,1,"11,823.46",STRATEGIC (CYCLICAL),04/08/2016,"11,823.46",Technical and Service Support,"Works - Construction, R&M"
280716K,TRANSPORT FOR LONDON==========,1800029389,1,"48,627.96",CONTRIBUTIONS TO GLA PROJECTS,04/08/2016,"61,666.77",Procurement,ICT
280716K,TRANSPORT FOR LONDON==========,1800029389,2,"13,038.81",CONTRIBUTIONS TO GLA PROJECTS,04/08/2016,,Procurement,ICT
280716K,HENRY STEWART CONF STUDIES LLP,18221179,1,998,PROFESSIONAL DEVELOPMENT,04/08/2016,998,Technical and Service Support,ICT
800087207,REDFERN TRAVEL LTD,1835750,1,535.01,ACCOMMODATION BOOKINGS,04/08/2016,535.01,National Operational Guidance Project,Human Resources
800087292,REDFERN TRAVEL LTD,1838878,1,517.34,ACCOMMODATION BOOKINGS,04/08/2016,517.34,National Operational Guidance Project,Human Resources
800087238,REDFERN TRAVEL LTD,1840053,1,327.99,TRAVEL BOOKINGS,04/08/2016,327.99,Strategy & Inclusion,Human Resources
800087293,REDFERN TRAVEL LTD,1843743,1,554.01,OVERSEAS TRAVEL,04/08/2016,554.01,Operational Resilience,Human Resources
800087244,REDFERN TRAVEL LTD,1845025,1,325.41,TRAVEL BOOKINGS,04/08/2016,325.41,National Operational Guidance Project,Human Resources
800087291,REDFERN TRAVEL LTD,1846498,1,984.4,ACCOMMODATION BOOKINGS,04/08/2016,984.4,Communications,Human Resources
800087230,REDFERN TRAVEL LTD,1846523,1,254.5,ACCOMMODATION BOOKINGS,04/08/2016,254.5,Communications,Human Resources
800087231,REDFERN TRAVEL LTD,1846611,1,254.5,ACCOMMODATION BOOKINGS,04/08/2016,254.5,Communications,Human Resources
800087251,REDFERN TRAVEL LTD,1849533,1,677.51,OVERSEAS TRAVEL,04/08/2016,677.51,Development and Training,Human Resources
800087206,REDFERN TRAVEL LTD,1851954,1,279.7,ACCOMMODATION BOOKINGS,04/08/2016,279.7,National Operational Guidance Project,Human Resources
800087260,REDFERN TRAVEL LTD,1852243,1,442.22,ACCOMMODATION BOOKINGS,04/08/2016,442.22,National Operational Guidance Project,Human Resources
800087242,REDFERN TRAVEL LTD,1852270,1,314.35,TRAVEL BOOKINGS,04/08/2016,314.35,National Operational Guidance Project,Human Resources
800087268,REDFERN TRAVEL LTD,1854152,1,334.7,ACCOMMODATION BOOKINGS,04/08/2016,334.7,National Operational Guidance Project,Human Resources
800087278,REDFERN TRAVEL LTD,1857130,1,307.55,ACCOMMODATION BOOKINGS,04/08/2016,307.55,Legal & Democratic Services,Human Resources
800087276,REDFERN TRAVEL LTD,1857475,1,279.31,TRAVEL BOOKINGS,04/08/2016,279.31,National Operational Guidance Project,Human Resources
800087285,REDFERN TRAVEL LTD,1861669,1,357.19,TRAVEL BOOKINGS,04/08/2016,357.19,Cadets,Human Resources
800087249,REDFERN TRAVEL LTD,1863912,1,446.5,ACCOMMODATION BOOKINGS,04/08/2016,446.5,Exercise Unified Response,Human Resources
141570,ARTHUR J. GALLAGHER (UK),23019676,1,"5,400.00",CONSULTANTS,04/08/2016,"7,200.00",Finance Services,Consultancy
141570,ARTHUR J. GALLAGHER (UK),23019676,2,"1,800.00",PAYMENTS IN ADVANCE,04/08/2016,,Finance,Consultancy
141570,THAMES WATER UTILITIES LTD====,2406058171N,1,742.76,WATER & SEWERAGE RATES,04/08/2016,742.76,Technical and Service Support,Utilities
010816G,SOUTHWARK CATHEDRAL,2492,1,"2,203.00",PUBLIC RELATIONS,04/08/2016,"2,203.00",LFB 150th Anniversary,Facilities & Management S
180716K,RS COMPONENTS LTD=============,283332722,1,100.92,PROTECTIVE EQUIPT - PARTS,04/08/2016,338.01,Technical and Service Support,Building Constr Materials
180716K,RS COMPONENTS LTD=============,283332722,2,61.3,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Building Constr Materials
180716K,RS COMPONENTS LTD=============,283332722,3,55.76,PURCHASE,04/08/2016,,Technical and Service Support,Building Constr Materials
180716K,RS COMPONENTS LTD=============,283332722,4,58.56,PURCHASE,04/08/2016,,Technical and Service Support,Building Constr Materials
180716K,RS COMPONENTS LTD=============,283332722,5,61.47,PURCHASE,04/08/2016,,Technical and Service Support,Building Constr Materials
290716G,DRAEGER SAFETY UK LIMITED=====,2910056398,1,452,PROTECTIVE EQUIPT - PARTS,04/08/2016,452,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056506,1,365.21,REPAIR & MAINTENANCE,04/08/2016,375.21,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056506,2,10,REPAIR & MAINTENANCE,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056807,1,636.5,PROTECTIVE EQUIPT - PARTS,04/08/2016,"2,680.00",Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056807,2,717.6,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056807,3,851.1,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056807,4,424.8,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056807,5,50,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056808,1,125.42,PROTECTIVE EQUIPT - PARTS,04/08/2016,"1,080.92",Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056808,2,21.6,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056808,3,760.4,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056808,4,173.5,PROTECTIVE EQUIPT - PARTS,04/08/2016,,Technical and Service Support,Fire & Rescue
290716G,DRAEGER SAFETY UK LIMITED=====,2910056932,1,"3,757.44",PROTECTIVE EQUIPT - PARTS,04/08/2016,"3,757.44",Technical and Service Support,Fire & Rescue
280716K,B NOKES CONTRACTS LTD,3288,1,"1,183.00",OFFICE FURNITURE,04/08/2016,"1,183.00",LFB 150th Anniversary,"Works - Construction, R&M"
290716G,B NOKES CONTRACTS LTD,3289,1,260,TACTICAL DAY TO DAY,04/08/2016,260,Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3290,1,"2,047.00",PLANNED BUILDING DECORATIONS,04/08/2016,"2,047.00",Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3291,1,348,PLANNED BUILDING DECORATIONS,04/08/2016,348,Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3292,1,440,DAY TO DAY MINOR IMPS,04/08/2016,440,Property PFI,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3293,1,"3,671.50",PLANNED BUILDING DECORATIONS,04/08/2016,"3,671.50",Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3296,1,289,PURCHASES-COMPUTER/EQUIPMENT,04/08/2016,289,Information and Communication Technology,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3297,1,"1,680.00",PLANNED REFUSE COLLECTION,04/08/2016,"1,680.00",Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3298,1,440,PLANNED REFUSE COLLECTION,04/08/2016,440,Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3299,1,"5,052.00",PLANNED BUILDING DECORATIONS,04/08/2016,"5,052.00",Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3300,1,"2,760.00",PLANNED BUILDING DECORATIONS,04/08/2016,"2,760.00",Technical and Service Support,"Works - Construction, R&M"
280716K,B NOKES CONTRACTS LTD,3301,1,"3,733.00",PLANNED BUILDING DECORATIONS,04/08/2016,"3,733.00",Technical and Service Support,"Works - Construction, R&M"
280716K,TOP CAT BIG TOPS TENTS &,3316,1,650,PUBLIC RELATIONS,04/08/2016,650,LFB 150th Anniversary,Arts & Leisure Services
290716G,DELTOR COMMUNICATIONS LTD.===,34080,1,697,PRINTING,04/08/2016,697,Communications,Facilities & Management S
280716K,BRISTOL UNIFORMS LTD==========,348584,1,772.51,CLOTHING,04/08/2016,772.51,Procurement,Clothing
280716K,BRISTOL UNIFORMS LTD==========,348585,1,"4,060.01",CLOTHING,04/08/2016,"4,060.01",Procurement,Clothing
280716K,BRISTOL UNIFORMS LTD==========,348586,1,"199,159.92",CLOTHING,04/08/2016,"199,159.92",Procurement,Clothing
280716K,HUNTERS CONTRACTS LIMITED,354994,1,367.72,OFFICE FURNITURE,04/08/2016,367.72,Fire Stations (North East),Furniture
280716K,MCGRATH BROS (WASTE CONTROL) L,407666,1,400,PLANNED REFUSE COLLECTION,04/08/2016,400,Technical and Service Support,Environmental Services
280716K,VIGILANCE PROPERTIES,5125,1,"7,500.00",PREMISES SECURITY,04/08/2016,"7,500.00",Technical and Service Support,Facilities & Management S
280716K,VIGILANCE PROPERTIES,5126,1,"4,875.00",PREMISES SECURITY,04/08/2016,"4,923.29",Technical and Service Support,Facilities & Management S
280716K,VIGILANCE PROPERTIES,5126,2,48.29,PREMISES SECURITY,04/08/2016,,Technical and Service Support,Facilities & Management S
280716K,VIGILANCE PROPERTIES,5127,1,"9,926.71",PREMISES SECURITY,04/08/2016,"9,926.71",Technical and Service Support,Facilities & Management S
280716K,VIGILANCE PROPERTIES,5128,1,"7,431.16",PREMISES SECURITY,04/08/2016,"7,431.16",Technical and Service Support,Facilities & Management S
280716K,VIGILANCE PROPERTIES,5202,1,480.82,PREMISES SECURITY,04/08/2016,480.82,Technical and Service Support,Facilities & Management S
280716K,CONFLICT MANAGEMENT PLUS LTD==,5285,1,"1,755.00",PROFESSIONAL DEVELOPMENT,04/08/2016,"1,755.00",Development and Training,Human Resources
280716K,CONFLICT MANAGEMENT PLUS LTD==,5286,1,"1,755.00",PROFESSIONAL DEVELOPMENT,04/08/2016,"1,755.00",Development and Training,Human Resources
010816G,FAHEY BUILDERS LTD============,5359,1,"3,462.00",PLANNED BUILDING DECORATIONS,04/08/2016,"3,462.00",Technical and Service Support,"Works - Construction, R&M"
010816G,FAHEY BUILDERS LTD============,5360,1,"3,462.00",PLANNED BUILDING DECORATIONS,04/08/2016,"3,462.00",Technical and Service Support,"Works - Construction, R&M"
010816G,FAHEY BUILDERS LTD============,5361,1,"6,462.00",PLANNED BUILDING DECORATIONS,04/08/2016,"6,462.00",Technical and Service Support,"Works - Construction, R&M"
010816G,FAHEY BUILDERS LTD============,5362,1,"3,462.00",PLANNED BUILDING DECORATIONS,04/08/2016,"3,462.00",Technical and Service Support,"Works - Construction, R&M"
010816G,FAHEY BUILDERS LTD============,5363,1,"5,462.00",PLANNED BUILDING DECORATIONS,04/08/2016,"5,462.00",Technical and Service Support,"Works - Construction, R&M"
010816G,ENVIROGREEN LTD,55224,1,"1,795.00",CONSULTANTS,04/08/2016,"1,795.00",Technical and Service Support,Environmental Services
250716K,INDEC BECKENHAM LTD===========,5804,1,"2,750.00",DEVELOPMENT  EXPENSES-CONTRACT,04/08/2016,"2,750.00",Technical and Service Support,"Works - Construction, R&M"
141570,THAMES WATER UTILITIES LTD====,5846539352,1,341.39,WATER & SEWERAGE RATES,04/08/2016,341.39,Technical and Service Support,Utilities
800086999,HAYS SPECIALIST RECRUITMENT,590455,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Central Operations,Human Resources
800087007,HAYS SPECIALIST RECRUITMENT,590456,1,622.3,FRS STAFF AGENCY,04/08/2016,622.3,Information and Communication Technology,Human Resources
800087005,HAYS SPECIALIST RECRUITMENT,590457,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Fire Stations (South East),Human Resources
800087023,HAYS SPECIALIST RECRUITMENT,590458,1,924.84,FRS STAFF AGENCY,04/08/2016,924.84,Review of Property Services,Human Resources
800087038,HAYS SPECIALIST RECRUITMENT,590459,1,"1,279.36",FRS STAFF AGENCY,04/08/2016,"1,279.36",Technical and Service Support,Human Resources
800087035,HAYS SPECIALIST RECRUITMENT,590460,1,539,FRS STAFF AGENCY,04/08/2016,539,Health and Safety,Human Resources
800087004,HAYS SPECIALIST RECRUITMENT,590461,1,991.5,FRS STAFF AGENCY,04/08/2016,991.5,Operational Resilience,Human Resources
800087028,HAYS SPECIALIST RECRUITMENT,590462,1,"1,009.88",FRS STAFF AGENCY,04/08/2016,"1,009.88",National Operational Guidance Project,Human Resources
800087029,HAYS SPECIALIST RECRUITMENT,590463,1,419.44,FRS STAFF AGENCY,04/08/2016,419.44,Fire Safety Regulation,Human Resources
800086987,HAYS SPECIALIST RECRUITMENT,590464,1,464.38,FRS STAFF AGENCY,04/08/2016,464.38,Fire Safety Regulation,Human Resources
800086988,HAYS SPECIALIST RECRUITMENT,590465,1,476.84,FRS STAFF AGENCY,04/08/2016,476.84,Central Operations,Human Resources
800087037,HAYS SPECIALIST RECRUITMENT,590466,1,566.16,FRS STAFF AGENCY,04/08/2016,566.16,Communications,Human Resources
800086989,HAYS SPECIALIST RECRUITMENT,590467,1,733.6,FRS STAFF AGENCY,04/08/2016,733.6,Information and Communication Technology,Human Resources
800087040,HAYS SPECIALIST RECRUITMENT,590468,1,"1,839.52",FRS STAFF AGENCY,04/08/2016,"1,839.52",Vehicle & Equipment Programme,Human Resources
800087008,HAYS SPECIALIST RECRUITMENT,590469,1,"1,009.68",FRS STAFF AGENCY,04/08/2016,"1,009.68",Legal & Democratic Services,Human Resources
800087014,HAYS SPECIALIST RECRUITMENT,590470,1,622.3,FRS STAFF AGENCY,04/08/2016,622.3,Communications,Human Resources
800087019,HAYS SPECIALIST RECRUITMENT,590471,1,"1,670.96",FRS STAFF AGENCY,04/08/2016,"1,670.96",Corporate Management Team,Human Resources
800087011,HAYS SPECIALIST RECRUITMENT,590472,1,911.75,FRS STAFF AGENCY,04/08/2016,911.75,Procurement,Human Resources
800087031,HAYS SPECIALIST RECRUITMENT,590473,1,"1,521.52",FRS STAFF AGENCY,04/08/2016,"1,521.52",National Operational Guidance Project,Human Resources
800087041,HAYS SPECIALIST RECRUITMENT,590474,1,876.75,FRS STAFF AGENCY,04/08/2016,876.75,Technical and Service Support,Human Resources
800086986,HAYS SPECIALIST RECRUITMENT,590476,1,"1,584.15",FRS STAFF AGENCY,04/08/2016,"1,584.15",Procurement,Human Resources
800086993,HAYS SPECIALIST RECRUITMENT,590477,1,357.63,FRS STAFF AGENCY,04/08/2016,357.63,Fire Stations (South West),Human Resources
800086995,HAYS SPECIALIST RECRUITMENT,590478,1,508.9,FRS STAFF AGENCY,04/08/2016,508.9,Fire Stations (North West),Human Resources
800087018,HAYS SPECIALIST RECRUITMENT,590479,1,488.04,FRS STAFF AGENCY,04/08/2016,488.04,Technical and Service Support,Human Resources
800086997,HAYS SPECIALIST RECRUITMENT,590480,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Strategy & Inclusion,Human Resources
800086998,HAYS SPECIALIST RECRUITMENT,590481,1,341.69,FRS STAFF AGENCY,04/08/2016,341.69,Legal & Democratic Services,Human Resources
800087002,HAYS SPECIALIST RECRUITMENT,590482,1,314.58,FRS STAFF AGENCY,04/08/2016,314.58,Procurement,Human Resources
800087020,HAYS SPECIALIST RECRUITMENT,590483,1,895.1,FRS STAFF AGENCY,04/08/2016,895.1,Technical and Service Support,Human Resources
800087012,HAYS SPECIALIST RECRUITMENT,590484,1,"1,265.11",FRS STAFF AGENCY,04/08/2016,"1,265.11",Legal & Democratic Services,Human Resources
800087000,HAYS SPECIALIST RECRUITMENT,590485,1,532.58,FRS STAFF AGENCY,04/08/2016,532.58,National Operational Guidance Project,Human Resources
800087044,HAYS SPECIALIST RECRUITMENT,590487,1,407.12,FRS STAFF AGENCY,04/08/2016,407.12,Fire Stations (North East),Human Resources
800086984,HAYS SPECIALIST RECRUITMENT,590488,1,596.05,FRS STAFF AGENCY,04/08/2016,596.05,HR Management,Human Resources
800087034,HAYS SPECIALIST RECRUITMENT,590489,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Fire Safety Regulation,Human Resources
800086990,HAYS SPECIALIST RECRUITMENT,590490,1,596.05,FRS STAFF AGENCY,04/08/2016,596.05,Information Management,Human Resources
800087016,HAYS SPECIALIST RECRUITMENT,590491,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Fire Safety Regulation,Human Resources
800087015,HAYS SPECIALIST RECRUITMENT,590492,1,621.95,FRS STAFF AGENCY,04/08/2016,621.95,Legal & Democratic Services,Human Resources
800087003,HAYS SPECIALIST RECRUITMENT,590493,1,357.63,FRS STAFF AGENCY,04/08/2016,357.63,Technical and Service Support,Human Resources
800086991,HAYS SPECIALIST RECRUITMENT,590494,1,"1,008.85",FRS STAFF AGENCY,04/08/2016,"1,008.85",Operational Resilience,Human Resources
800087001,HAYS SPECIALIST RECRUITMENT,590495,1,622.3,FRS STAFF AGENCY,04/08/2016,622.3,Procurement,Human Resources
800087033,HAYS SPECIALIST RECRUITMENT,590496,1,610.75,FRS STAFF AGENCY,04/08/2016,610.75,Fire Safety Regulation,Human Resources
800087032,HAYS SPECIALIST RECRUITMENT,590497,1,527.8,FRS STAFF AGENCY,04/08/2016,527.8,Fire Stations (South West),Human Resources
800087017,HAYS SPECIALIST RECRUITMENT,590498,1,671.2,FRS STAFF AGENCY,04/08/2016,671.2,National Operational Guidance Project,Human Resources
800086996,HAYS SPECIALIST RECRUITMENT,590500,1,610.75,FRS STAFF AGENCY,04/08/2016,610.75,Procurement,Human Resources
800087022,HAYS SPECIALIST RECRUITMENT,590501,1,596.05,FRS STAFF AGENCY,04/08/2016,596.05,Fire Stations (South West),Human Resources
800087045,HAYS SPECIALIST RECRUITMENT,590502,1,"1,545.12",FRS STAFF AGENCY,04/08/2016,"1,545.12",Legal & Democratic Services,Human Resources
800087025,HAYS SPECIALIST RECRUITMENT,590503,1,677.75,FRS STAFF AGENCY,04/08/2016,677.75,Information Management,Human Resources
800087043,HAYS SPECIALIST RECRUITMENT,590504,1,509.32,FRS STAFF AGENCY,04/08/2016,509.32,Fire Safety Regulation,Human Resources
800087026,HAYS SPECIALIST RECRUITMENT,590505,1,"1,221.20",FRS STAFF AGENCY,04/08/2016,"1,221.20",Technical and Service Support,Human Resources
800087027,HAYS SPECIALIST RECRUITMENT,590506,1,566.16,FRS STAFF AGENCY,04/08/2016,566.16,Community Safety Delivery,Human Resources
800087009,HAYS SPECIALIST RECRUITMENT,590507,1,533.05,FRS STAFF AGENCY,04/08/2016,533.05,Fire Safety Regulation,Human Resources
800086985,HAYS SPECIALIST RECRUITMENT,590508,1,"1,790.80",FRS STAFF AGENCY,04/08/2016,"1,790.80",National Operational Guidance Project,Human Resources
800087021,HAYS SPECIALIST RECRUITMENT,590509,1,603.4,FRS STAFF AGENCY,04/08/2016,603.4,Procurement,Human Resources
800086994,HAYS SPECIALIST RECRUITMENT,590510,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,Technical and Service Support,Human Resources
800087039,HAYS SPECIALIST RECRUITMENT,590511,1,334.1,FRS STAFF AGENCY,04/08/2016,334.1,Cadets,Human Resources
800087013,HAYS SPECIALIST RECRUITMENT,590512,1,563.92,FRS STAFF AGENCY,04/08/2016,563.92,Information and Communication Technology,Human Resources
800087006,HAYS SPECIALIST RECRUITMENT,590513,1,"1,534.05",FRS STAFF AGENCY,04/08/2016,"1,534.05",Strategy & Inclusion,Human Resources
800087010,HAYS SPECIALIST RECRUITMENT,590514,1,404.46,FRS STAFF AGENCY,04/08/2016,404.46,Finance Services,Human Resources
800087024,HAYS SPECIALIST RECRUITMENT,590515,1,524.3,FRS STAFF AGENCY,04/08/2016,524.3,HR Management,Human Resources
800087036,HAYS SPECIALIST RECRUITMENT,590516,1,290.8,FRS STAFF AGENCY,04/08/2016,290.8,Information Management,Human Resources
800087048,HAYS SPECIALIST RECRUITMENT,590517,1,373.38,FRS STAFF AGENCY,04/08/2016,373.38,Information and Communication Technology,Human Resources
800087047,HAYS SPECIALIST RECRUITMENT,590518,1,640.64,FRS STAFF AGENCY,04/08/2016,640.64,National Operational Guidance Project,Human Resources
800087046,HAYS SPECIALIST RECRUITMENT,590519,1,701.4,FRS STAFF AGENCY,04/08/2016,701.4,Technical and Service Support,Human Resources
141570,THAMES WATER UTILITIES LTD====,6069175066N,1,"2,091.75",WATER & SEWERAGE RATES,04/08/2016,"2,091.75",Technical and Service Support,Utilities
