Order Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
KBK/00004,18/04/19,7460.00,SURVEY FROM ASBESTOS SAMPLING FOR ALL WINDOW AND DOOR REPLAC,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00004,18/04/19,7460.00,ASBESTOS - COWL AND BRICK REMOVAL,LFB/HQ,GRADIENT CONSULTANTS LLP,455.00,1.00,455.00,,
KBK/00004,18/04/19,7460.00,SAMPLING TO BE TAKEN FOLLOWING A PPAS AT SOHO FIRE STATION,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00004,18/04/19,7460.00,EXTERNAL BALCONY FLOOR COVERING OUTSIDE THE FLATS TO BE CHEC,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00004,18/04/19,7460.00,ASBESTOS SURVEY REQUIRED IN YARD.,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,ASBESTOS - REMOVE FROM CEILING - APPLIANCE BAY,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00004,18/04/19,7460.00,ASBESTOS - UPDATE LOG BOOK - WENNINGTON,LFB/HQ,GRADIENT CONSULTANTS LLP,90.00,1.00,90.00,,
KBK/00008,24/05/19,5570.00,PLEASE CHECK FOR ASBESTOS ON THE COVERED AREA AT THE REAR OF,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,KBK/00008,"5,570.00"
KBK/00008,24/05/19,5570.00,GRADIENT TO ASSIST SERVEST TO COMPLETE WORK ORDER F327336,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00008,24/05/19,5570.00,SURVEY FOR ASBESTOS FOR THE PLASTERBAORD FOR THE ROOF REPLAC,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00008,24/05/19,5570.00,REMOVAL OF ASBESTOS TEXTURED COATING,LFB/HQ,GRADIENT CONSULTANTS LLP,365.00,1.00,365.00,,
KBK/00008,24/05/19,5570.00,GRADIENT TO ARRANGE MATERIALS SAMPLING OF INTERIOR FINISHES,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00008,24/05/19,5570.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00008,24/05/19,5570.00,GRADIENT CONSULTANTS TO PREPARE REVIEW OF ASBESTOS INFORMATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00008,24/05/19,5570.00,INTRUSIVE ASBESTOS SURVEY TO BE CARRIED OUT FOLLOWING RECOMM,LFB/HQ,GRADIENT CONSULTANTS LLP,665.00,1.00,665.00,,
KBK/00008,24/05/19,5570.00,3X DOORS TO BE REMOVED FROM THE YARD NEXT TO THE SKIP,LFB/HQ,GRADIENT CONSULTANTS LLP,365.00,1.00,365.00,,
KBK/00008,24/05/19,5570.00,ASBESTOS - UPDATE ASBESTOS REGISTER / LOG BOOK,LFB/HQ,GRADIENT CONSULTANTS LLP,90.00,1.00,90.00,,
KBK/00008,24/05/19,5570.00,PRE PROJECT ASBESTOS SURVEY TO BE CARRIED OUT TO REMOVE THE,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PLEASE PROVIDE AN ASBESTOS PPAS FOR THE ELECTRICAL REWIRE PR,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,KBK/00011,"5,690.00"
KBK/00011,21/06/19,5690.00,PPAS FOR THE HEATING REPLACEMENT PROJECT AT SURBITON FIRE ST,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PPAS FOR THE HEATING REPLACEMENT PROJECT AT ACTON FIRE STATI,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PPAS FOR THE HEATING REPLACEMENT PROJECT AT WIMBLEDON FIRE S,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,ASBESTOS DOOR NEEDS TAKING AWAY - REAR YARD - BETWEEN 2 WHIT,LFB/HQ,GRADIENT CONSULTANTS LLP,100.00,1.00,100.00,,
KBK/00011,21/06/19,5690.00,PRE PROJECT ASEBESTOS SURVEY -,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PRE PROJECT ASEBESTOS SURVEY -,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PRE PROJECT ASEBESTOS SURVEY -,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PRE PROJECT ASEBESTOS SURVEY -,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,PRE PROJECT ASEBESTOS SURVEY -,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KBK/00011,21/06/19,5690.00,"84 PREMISES ARE KNOW TO HAVE ASBESTOS PRESENT, WITH INCIDENC",LFB/HQ,GRADIENT CONSULTANTS LLP,840.00,1.00,840.00,,
KBK/00011,21/06/19,5690.00,GRADIENT TO ASSIST CLOSE BROTHERS WITH WORKS ON F356218.,LFB/HQ,GRADIENT CONSULTANTS LLP,475.00,1.00,475.00,,
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"9,459.19",1.00,"9,459.19",KCD/00053,"9,681.76"
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),70.98,1.00,70.98,,
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),62.85,1.00,62.85,,
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),55.46,1.00,55.46,,
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),14.79,1.00,14.79,,
KCD/00053,03/04/19,9681.76,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),18.49,1.00,18.49,,
KCE/00004,27/04/19,5844.68,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,601.99",1.00,"1,601.99",KCE/00004,"5,844.68"
KCE/00004,27/04/19,5844.68,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),459.38,1.00,459.38,,
KCE/00004,27/04/19,5844.68,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,219.81",1.00,"1,219.81",,
KCE/00004,27/04/19,5844.68,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),463.66,1.00,463.66,,
KCE/00004,27/04/19,5844.68,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"2,099.84",1.00,"2,099.84",,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),992.51,1.00,992.51,KCF/00005,"8,483.82"
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,123.20",1.00,"1,123.20",,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),988.68,1.00,988.68,,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,129.03",1.00,"1,129.03",,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),582.07,1.00,582.07,,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),759.78,1.00,759.78,,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,219.81",1.00,"1,219.81",,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),463.66,1.00,463.66,,
KCF/00005,05/06/19,8483.82,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFC CONTRACT SERVIC,LFB/HQ,INTERSERVE ( FACILITIES MGMT),"1,225.08",1.00,"1,225.08",,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,77.61,1.00,77.61,KFE/00021,"6,613.17"
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.93,1.00,56.93,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,127.06,1.00,127.06,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.64,1.00,51.64,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.81,1.00,64.81,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,104.16,1.00,104.16,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,83.06,1.00,83.06,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.59,1.00,53.59,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.22,1.00,70.22,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.80,1.00,80.80,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.06,1.00,74.06,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,92.76,1.00,92.76,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,99.31,1.00,99.31,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.71,1.00,58.71,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.40,1.00,68.40,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.46,1.00,61.46,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.59,1.00,53.59,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.53,1.00,75.53,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.92,1.00,57.92,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.09,1.00,55.09,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.61,1.00,55.61,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,65.55,1.00,65.55,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.58,1.00,67.58,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.54,1.00,68.54,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.34,1.00,56.34,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.88,1.00,53.88,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.32,1.00,54.32,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.88,1.00,53.88,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.92,1.00,57.92,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.36,1.00,58.36,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.57,1.00,57.57,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,58.36,1.00,58.36,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.97,1.00,82.97,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.23,1.00,67.23,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,65.07,1.00,65.07,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,82.97,1.00,82.97,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.16,1.00,55.16,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.12,1.00,61.12,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,81.85,1.00,81.85,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,95.35,1.00,95.35,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,89.54,1.00,89.54,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.78,1.00,69.78,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,93.70,1.00,93.70,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.41,1.00,55.41,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.78,1.00,53.78,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.22,1.00,57.22,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.05,1.00,56.05,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,86.48,1.00,86.48,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.06,1.00,61.06,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,83.48,1.00,83.48,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.74,1.00,64.74,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.83,1.00,64.83,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,44.02,1.00,44.02,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.44,1.00,69.44,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.04,1.00,60.04,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,67.69,1.00,67.69,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.37,1.00,85.37,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.64,1.00,73.64,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,57.87,1.00,57.87,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.13,1.00,51.13,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.27,1.00,54.27,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.02,1.00,80.02,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,75.71,1.00,75.71,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,85.83,1.00,85.83,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.55,1.00,70.55,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,53.51,1.00,53.51,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.99,1.00,64.99,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,71.00,1.00,71.00,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,50.04,1.00,50.04,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.90,1.00,54.90,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,62.64,1.00,62.64,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,54.81,1.00,54.81,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.38,1.00,69.38,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.73,1.00,69.73,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,80.90,1.00,80.90,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.04,1.00,74.04,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,69.65,1.00,69.65,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,73.33,1.00,73.33,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,92.55,1.00,92.55,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,74.31,1.00,74.31,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,72.58,1.00,72.58,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,51.57,1.00,51.57,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,70.75,1.00,70.75,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.89,1.00,60.89,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,64.57,1.00,64.57,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,68.70,1.00,68.70,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.04,1.00,61.04,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,104.37,1.00,104.37,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,61.17,1.00,61.17,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,55.77,1.00,55.77,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,60.92,1.00,60.92,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,56.15,1.00,56.15,,
KFE/00021,18/04/19,6613.17,P_BUILDING FABRIC_MONTHLY MANAGEMENT FEE,LFB/HQ,CLOSE BROTHERS RAIL LTD,41.53,1.00,41.53,,
