Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
72695,800126931,SERVEST GROUP LIMITED,72695,64,16.52,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,65,226.18,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,66,132.16,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,67,110.05,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,68,107.40,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,69,26.85,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,70,8.95,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,71,92.90,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,72,54.99,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,73,123.85,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,74,121.99,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,75,156.94,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,76,133.60,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,77,109.89,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,78,176.17,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,79,49.56,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,80,17.90,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,81,72.92,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,82,41.30,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,83,16.52,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,84,54.69,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,85,36.46,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,86,82.67,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,87,124.56,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
72695,800126931,SERVEST GROUP LIMITED,72695,88,219.52,REACTIVE MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,1,219.61,PLANNED MEP,07/03/19,"3,303.17",Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,2,345.58,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,3,320.96,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,4,237.65,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,5,356.67,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,6,235.45,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,7,368.89,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,8,440.43,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,9,227.90,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,10,256.62,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,11,69.25,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
74123,800126988,SERVEST GROUP LIMITED,74123,12,224.16,PLANNED MEP,07/03/19,,Technical and Service Support,Works - Construction
815346,280219K,FIRE SERVICE COLLEGE LTD,815346,1,"3,690.00",HIRE OF FACILITIES,07/03/19,"3,690.00",Operational Resilience,Facilities & Management Services
83951,010319K,FIRMIN & SONS LTD,83951,1,653.50,UNIFORMS - POMS,07/03/19,653.50,Procurement,Clothing
914470345,010319K,NORTHUMBRIAN WATER LTD,914470345,1,503.80,CURRENT HYDRANT COSTS,07/03/19,503.80,Procurement,Works - Construction
914470353,010319K,NORTHUMBRIAN WATER LTD,914470353,1,503.80,CURRENT HYDRANT COSTS,07/03/19,503.80,Procurement,Works - Construction
91447815X,040319K,NORTHUMBRIAN WATER LTD,91447815X,1,295.92,CURRENT HYDRANT COSTS,07/03/19,295.92,Procurement,Works - Construction
CM190500,280219V,CHARGEMASTER PLC,CM190500,1,"9,850.91",DAY TO DAY MINOR IMPS,07/03/19,"9,850.91",Technical and Service Support,Works - Construction
CM190507,280219V,CHARGEMASTER PLC,CM190507,1,"7,188.80",DAY TO DAY MINOR IMPS,07/03/19,"7,188.80",Technical and Service Support,Works - Construction
CM190508,280219V,CHARGEMASTER PLC,CM190508,1,"5,891.26",DAY TO DAY MINOR IMPS,07/03/19,"5,891.26",Technical and Service Support,Works - Construction
DIS01/19DIS,010319K,LAWRIE J.G CONSULTING,DIS01/19DIS,1,362.52,PUBLIC TRANSPORT,07/03/19,362.52,Operational Resilience,Human Resources
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,1,"1,594.54",PLANNED CLEANING,07/03/19,"110,586.48",Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,2,766.68,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,3,734.35,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,4,754.67,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,5,"1,315.67",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,6,882.41,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,7,619.64,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,8,760.72,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,9,"1,097.67",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,10,577.65,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,11,"1,400.89",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,12,523.83,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,13,"1,030.54",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,14,505.90,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,15,607.40,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,16,"2,058.99",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,17,587.84,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,18,783.15,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,19,"1,538.07",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,20,823.47,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,21,"1,848.82",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,22,808.87,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,23,787.14,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,24,577.23,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,25,"1,675.21",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,26,"2,738.18",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,27,52.30,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,28,157.55,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,29,757.02,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,30,949.53,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,31,"1,048.50",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,32,830.71,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,33,407.07,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,34,779.04,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,35,755.91,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,36,752.83,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,37,"1,858.54",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,38,951.08,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,39,"1,530.03",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,40,746.88,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,41,799.82,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,42,988.45,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,43,"1,626.83",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,44,"1,900.39",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,45,764.14,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,46,596.04,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,47,826.36,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,48,"1,641.15",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,49,585.26,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,50,"1,211.26",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,51,411.10,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,52,"1,240.67",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,53,"1,389.54",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,54,650.28,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,55,941.25,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,56,829.70,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,57,"1,696.83",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,58,749.70,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,59,66.19,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,60,"1,631.19",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,61,"1,139.11",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,62,759.73,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,63,801.85,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,64,853.51,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,65,895.78,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,66,400.93,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,67,"1,123.20",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,68,988.68,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,69,"1,129.03",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,70,582.07,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,71,759.78,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,72,"1,623.84",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,73,384.28,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,74,"1,225.08",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,75,"2,710.61",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,76,768.39,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,77,"4,914.92",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,78,"2,405.18",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,79,576.58,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,80,592.11,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,81,"1,204.47",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,82,794.49,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,83,974.18,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,84,776.88,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,85,"1,622.34",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,86,"1,083.31",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,87,18.64,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,88,9.54,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,89,496.86,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,90,"2,105.31",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,91,992.51,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,92,"1,570.91",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,93,124.91,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,94,788.45,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,95,"10,718.74",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,96,62.85,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,97,55.46,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,98,70.98,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,99,14.79,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,100,18.49,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,101,673.63,PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,102,"1,104.11",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
FMAN023055,800126938,INTERSERVE ( FACILITIES MGMT),FMAN023055,103,"1,147.30",PLANNED CLEANING,07/03/19,,Technical and Service Support,Cleaning & Janitorial
GB052867,270219V,MICHELL INSTRUMENTS LIMITED,GB052867,1,"5,814.00",PURCHASE,07/03/19,"7,723.00",Technical and Service Support,Furniture & Soft Furnishings
GB052867,270219V,MICHELL INSTRUMENTS LIMITED,GB052867,2,"1,315.00",PURCHASE,07/03/19,,Technical and Service Support,Furniture & Soft Furnishings
GB052867,270219V,MICHELL INSTRUMENTS LIMITED,GB052867,3,594.00,PURCHASE,07/03/19,,Technical and Service Support,Furniture & Soft Furnishings
GB10100164947,210219K,ERNST AND YOUNG,GB10100164947,1,295.00,PROFESSIONAL DEVELOPMENT,07/03/19,295.00,Training and Professional Development,Human Resources
I10785817,040319K,HALL FUELS,I10785817,1,805.20,FUEL,07/03/19,805.20,Fire Stations (South West),Vehicle Management
I10806088,200219K,HALL FUELS,I10806088,1,"1,014.60",FUEL,07/03/19,"1,014.60",Fire Stations (South East),Vehicle Management
IN032902,180219K,AIRBUS DEFENCE AND SPACE,IN032902,1,"2,093.86",SOFTWARE BESPOKE,07/03/19,"2,093.86",Information and Communication Technology,ICT
INV-4239,800126678,NPS SHOES LTD,INV-4239,1,35.25,FOOTWEAR,07/03/19,"2,264.25",Fire Stations (South West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,2,35.25,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,3,35.25,FOOTWEAR,07/03/19,,Fire Stations (South West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,4,35.25,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,5,35.25,FOOTWEAR,07/03/19,,Fire Stations (South East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,6,35.25,FOOTWEAR,07/03/19,,Fire Stations (North East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,7,35.25,FOOTWEAR,07/03/19,,Fire Stations (South West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,8,35.25,FOOTWEAR,07/03/19,,Fire Stations (South East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,9,39.00,FOOTWEAR,07/03/19,,Fire Stations (North East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,10,39.00,FOOTWEAR,07/03/19,,Fire Stations (South West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,11,39.00,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,12,35.25,FOOTWEAR,07/03/19,,Fire Stations (South East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,13,35.25,FOOTWEAR,07/03/19,,Fire Stations (North East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,14,35.25,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,15,39.00,FOOTWEAR,07/03/19,,Fire Stations (South East),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,16,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,17,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,18,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,19,35.25,FOOTWEAR,07/03/19,,Fire Stations (South West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,20,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,21,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,22,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,23,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,24,35.25,FOOTWEAR,07/03/19,,Firefighter Trainees,Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,25,35.25,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
INV-4239,800126678,NPS SHOES LTD,INV-4239,26,35.25,FOOTWEAR,07/03/19,,Fire Stations (North West),Clothing
